fid,season,playerid,g,ratt,rnet,rtd,rec,recyds,rectd
1,1988,JEFFTON002,3,3,8,0,,,
1,1988,SMITJTA001,16,1,15,0,83,986,5
1,1988,NOVAJAY001,16,1,10,0,38,569,4
1,1988,DELGALA001,16,1,8,0,,,
1,1988,AWALROB001,16,0,0,0,39,454,4
1,1988,JONEERN003,16,0,0,0,23,496,3
1,1988,MOORRIC002,8,0,0,0,1,15,0
1,1988,HOLMDON001,16,0,0,0,1,10,0
1,1987,MITCSTU001,12,203,781,3,45,397,2
1,1987,FERREAR001,11,113,512,7,23,262,0
1,1987,MCADDER001,15,53,230,3,2,12,0
1,1987,LOMANEI001,12,29,107,0,,,
1,1987,WOLFRON001,12,26,87,1,8,68,0
1,1987,SARGBRO001,15,18,90,0,2,19,0
1,1987,GARZSAM001,2,8,31,1,,,
1,1987,HALLSHA001,3,3,-9,0,,,
1,1987,GREEROY001,12,2,34,0,43,731,4
1,1987,CATEGRE001,9,2,3,0,,,
1,1987,AWALROB001,12,2,-9,0,42,526,6
1,1987,JOHNTRO001,14,1,9,0,15,308,2
1,1987,BROWRON002,3,1,9,0,2,16,0
1,1987,STOUCLI001,12,1,-2,0,,,
1,1987,SMITJTA001,15,0,0,0,91,1117,8
1,1987,NOVAJAY001,7,0,0,0,20,254,3
1,1987,HOLMDON001,11,0,0,0,11,132,0
1,1987,HARRWIL001,10,0,0,0,1,8,0
1,1986,MITCSTU001,15,174,800,5,41,276,0
1,1986,FERREAR001,16,124,548,0,56,434,3
1,1986,ANDEOTT001,4,51,156,2,10,91,0
1,1986,LOMANEI001,14,35,148,1,,,
1,1986,SIKAVAI001,16,16,62,0,10,99,1
1,1986,WOLFRON001,16,8,19,0,2,32,0
1,1986,STOUCLI001,5,7,53,0,,,
1,1986,GREEROY001,11,2,-4,0,42,517,6
1,1986,MARSDOU001,16,1,5,0,25,313,0
1,1986,AUSTKEN001,16,1,0,0,,,
1,1986,SMITJTA001,16,0,0,0,80,1014,6
1,1986,JOHNTRO001,13,0,0,0,14,203,0
1,1986,FOXACHA001,4,0,0,0,5,59,1
1,1986,TILLPAT001,1,0,0,0,3,51,0
1,1986,HOLMSCO001,3,0,0,0,3,41,0
1,1986,SARGBRO001,16,0,0,0,1,8,0
1,1986,NOVAJAY001,8,0,0,0,1,2,0
1,1985,MITCSTU001,16,183,1006,7,47,502,3
1,1985,ANDEOTT001,9,117,479,4,23,225,0
1,1985,FERREAR001,11,46,208,2,25,277,2
1,1985,LOMANEI001,16,32,125,0,,,
1,1985,WOLFRON001,16,24,64,0,2,18,0
1,1985,HARRPER001,11,7,42,1,,,
1,1985,SMITJTA001,14,3,36,0,43,581,1
1,1985,BRUNSCO001,16,3,8,0,,,
1,1985,LOVERAN001,12,1,4,0,2,4,0
1,1985,GREEROY001,13,1,2,0,50,693,5
1,1985,TILLPAT001,16,0,0,0,49,726,6
1,1985,MARSDOU001,16,0,0,0,37,355,1
1,1985,LAFLGRE001,16,0,0,0,9,119,0
1,1985,DUNCCLY001,11,0,0,0,4,39,1
1,1985,GRAYEAR001,5,0,0,0,3,22,0
1,1985,MACKCED001,16,0,0,0,1,16,0
1,1985,NOVAJAY001,16,0,0,0,1,4,0
1,1984,ANDEOTT001,15,289,1174,6,70,611,2
1,1984,MITCSTU001,16,81,434,9,26,318,2
1,1984,FERREAR001,16,44,203,1,26,218,1
1,1984,LOMANEI001,16,35,184,3,,,
1,1984,LOVERAN001,16,25,90,1,7,33,1
1,1984,HARRWIL002,16,6,7,1,14,106,0
1,1984,HARRPER001,6,3,6,0,,,
1,1984,MCIVRIC001,4,3,5,0,,,
1,1984,MARSDOU001,16,1,-5,0,39,608,5
1,1984,GREEROY001,16,1,-10,0,78,1555,12
1,1984,TILLPAT001,16,0,0,0,52,758,5
1,1984,LAFLGRE001,16,0,0,0,17,198,0
1,1984,PITTDAN001,10,0,0,0,10,145,0
1,1984,MACKCED001,12,0,0,0,5,61,0
1,1984,GOODJOH003,16,0,0,0,3,23,0
1,1983,ANDEOTT001,15,296,1270,5,54,459,1
1,1983,MORRWAY001,15,75,257,2,14,55,0
1,1983,MITCSTU001,15,68,373,3,7,54,0
1,1983,LOVERAN001,16,35,103,2,6,58,1
1,1983,LOMANEI001,13,27,127,2,,,
1,1983,FERREAR001,16,7,53,1,,,
1,1983,HARTJIM002,5,5,12,0,,,
1,1983,GREEROY001,16,4,49,0,78,1227,14
1,1983,HARRWIL002,14,4,13,0,3,25,0
1,1983,LISCRUS001,4,2,9,0,,,
1,1983,SHARLUI001,16,1,11,0,,,
1,1983,PERRBEN001,16,1,0,0,,,
1,1983,TILLPAT001,16,0,0,0,44,690,5
1,1983,MARSDOU001,16,0,0,0,32,421,8
1,1983,LAFLGRE001,16,0,0,0,12,99,0
1,1983,SHUMMIK001,16,0,0,0,11,154,0
1,1983,THOMKEN002,5,0,0,0,2,31,0
1,1983,PITTDAN001,4,0,0,0,2,21,0
1,1983,MCGIEDD001,2,0,0,0,1,11,0
1,1983,AHREDAV001,16,0,0,0,1,4,0
1,1982,ANDEOTT001,8,145,587,3,14,106,0
1,1982,MORRWAY001,9,84,274,4,3,8,0
1,1982,MITCSTU001,9,39,189,1,11,149,0
1,1982,LOMANEI001,9,28,119,1,1,10,0
1,1982,GREEROY001,9,6,8,0,32,453,3
1,1982,HARRWIL002,7,4,14,0,11,127,0
1,1982,WEHRROG001,8,1,18,1,,,
1,1982,TILLPAT001,9,0,0,0,36,465,2
1,1982,MARSDOU001,8,0,0,0,6,94,0
1,1982,LAFLGRE001,9,0,0,0,5,67,1
1,1982,SHUMMIK001,6,0,0,0,5,58,0
1,1982,GRAYMEL001,5,0,0,0,4,34,0
1,1982,THOMKEN002,1,0,0,0,1,5,0
1,1981,ANDEOTT001,16,328,1376,9,51,387,0
1,1981,MORRWAY001,16,109,417,5,19,165,0
1,1981,MITCSTU001,16,31,175,0,6,35,1
1,1981,LOMANEI001,14,19,104,2,,,
1,1981,BROWTHE001,4,15,52,2,4,60,0
1,1981,HARRWIL002,16,5,6,1,14,131,1
1,1981,GREEROY001,16,3,60,1,33,708,4
1,1981,LOVERAN001,16,3,11,0,,,
1,1981,HARTJIM002,10,3,2,0,,,
1,1981,STIEDAV001,12,1,8,0,5,77,1
1,1981,GRAYMEL001,12,1,4,0,27,310,2
1,1981,BIRDCAR001,16,1,-2,0,,,
1,1981,TILLPAT001,16,0,0,0,66,1040,3
1,1981,LAFLGRE001,16,0,0,0,14,190,2
1,1981,MARSDOU001,4,0,0,0,6,80,1
1,1981,COMBCHR001,16,0,0,0,5,54,0
1,1981,FLOYJOH001,4,0,0,0,3,32,0
1,1980,ANDEOTT001,16,301,1352,9,36,308,0
1,1980,MORRWAY001,16,117,456,6,15,110,1
1,1980,HARRWIL002,16,42,170,3,9,52,0
1,1980,BROWTHE001,16,40,186,1,21,290,1
1,1980,HARTJIM002,15,9,11,0,,,
1,1980,LOYDMIK001,5,6,2,0,,,
1,1980,PHILROD001,16,2,6,0,,,
1,1980,LOVERAN001,16,1,3,0,,,
1,1980,GRAYMEL001,16,1,-3,0,40,709,3
1,1980,TILLPAT001,14,0,0,0,68,966,6
1,1980,MARSDOU001,16,0,0,0,22,269,4
1,1980,STIEDAV001,16,0,0,0,16,165,0
1,1980,BELLMAR005,11,0,0,0,8,123,0
1,1980,COMBCHR001,16,0,0,0,2,52,1
1,1980,LEEAJEF001,4,0,0,0,2,19,0
1,1979,ANDEOTT001,16,331,1605,8,41,308,2
1,1979,MORRWAY001,15,106,387,8,35,237,1
1,1979,BROWTHE001,16,73,318,7,25,191,0
1,1979,HARRWIL002,14,19,100,0,3,33,0
1,1979,LOTTTHO001,10,11,50,0,2,8,0
1,1979,PISASTE001,6,11,20,0,,,
1,1979,HARTJIM002,14,6,11,0,1,-4,0
1,1979,GRAYMEL001,13,4,41,0,25,447,1
1,1979,PHILROD001,11,3,50,1,,,
1,1979,LITTSTE001,16,2,0,0,,,
1,1979,TILLPAT001,16,0,0,0,57,938,6
1,1979,STIEDAV001,16,0,0,0,22,324,0
1,1979,PARRGAR001,9,0,0,0,14,174,0
1,1979,CHILJIM001,13,0,0,0,8,93,0
1,1979,OSBORIC001,7,0,0,0,7,37,0
1,1979,CHANALA001,8,0,0,0,5,49,2
1,1979,MURRBIL002,12,0,0,0,2,20,0
1,1979,GREEROY001,16,0,0,0,1,15,0
1,1978,OTISJIM001,15,197,664,8,8,38,0
1,1978,MORRWAY001,13,174,631,1,33,298,1
1,1978,JONESTE001,16,105,392,2,27,217,0
1,1978,HARRWIL002,13,35,134,0,3,5,0
1,1978,HARTJIM002,15,11,11,2,,,
1,1978,BELLGOR001,6,7,23,0,3,28,0
1,1978,LATIJER001,2,6,8,0,1,3,0
1,1978,GRAYMEL001,13,5,51,1,44,871,1
1,1978,PISASTE001,3,5,-1,0,,,
1,1978,RAMSEAS001,15,2,8,0,23,238,1
1,1978,SHELWIL001,3,2,5,0,1,11,0
1,1978,TILLPAT001,16,1,32,0,62,900,3
1,1978,FARMTED001,2,1,4,0,,,
1,1978,LITTSTE001,11,1,0,0,,,
1,1978,WEHRROG001,16,1,0,0,,,
1,1978,STIEDAV001,15,1,-8,0,24,477,4
1,1978,CHANALA001,11,0,0,0,16,190,4
1,1978,CHILJIM001,8,0,0,0,4,50,1
1,1978,THAXJIM001,5,0,0,0,3,31,1
1,1977,MORRWAY001,12,165,661,8,24,222,1
1,1977,METCTER002,14,149,739,4,34,403,2
1,1977,OTISJIM001,13,99,334,2,2,18,0
1,1977,LATIJER001,14,56,208,2,9,89,0
1,1977,JONESTE001,14,24,77,3,12,66,0
1,1977,HARTJIM002,14,11,18,0,,,
1,1977,WEHRROG001,14,1,19,0,,,
1,1977,GRAYMEL001,14,1,-1,0,38,782,5
1,1977,JOYCTER001,4,1,-13,0,,,
1,1977,HARRIKE001,14,0,0,0,40,547,3
1,1977,CAINJVA001,13,0,0,0,25,328,2
1,1977,TILLPAT001,14,0,0,0,5,64,0
1,1977,SMITJAC003,14,0,0,0,5,49,1
1,1977,STONKEN001,14,0,0,0,1,40,0
1,1976,OTISJIM001,14,233,891,2,2,15,0
1,1976,METCTER002,12,134,537,3,33,388,4
1,1976,JONESTE001,13,113,451,8,29,152,1
1,1976,MORRWAY001,14,64,292,3,8,75,1
1,1976,LATIJER001,11,25,115,1,4,35,0
1,1976,HARTJIM002,14,8,7,0,,,
1,1976,WEHRROG001,14,2,8,0,,,
1,1976,JOYCTER001,14,1,0,0,,,
1,1976,HARRIKE001,12,0,0,0,52,782,1
1,1976,GRAYMEL001,11,0,0,0,36,686,5
1,1976,TILLPAT001,13,0,0,0,26,407,1
1,1976,CAINJVA001,14,0,0,0,26,400,5
1,1976,SMITJAC003,12,0,0,0,3,22,0
1,1976,HAMMGAR001,14,0,0,0,1,5,0
1,1975,OTISJIM001,14,269,1076,5,12,69,1
1,1975,METCTER002,13,165,816,9,43,378,2
1,1975,JONESTE001,13,54,275,2,19,194,1
1,1975,LATIJER001,10,35,165,1,2,25,0
1,1975,HARTJIM002,14,11,7,1,,,
1,1975,ASHTJOS001,2,10,44,0,,,
1,1975,MOSSEDD001,8,4,12,1,,,
1,1975,HAMMGAR001,14,3,13,0,2,6,0
1,1975,SHAWDEN001,3,3,-12,0,,,
1,1975,GRAYMEL001,14,1,6,0,48,926,11
1,1975,THOMEAR001,11,0,0,0,21,375,2
1,1975,HARRIKE001,14,0,0,0,15,266,0
1,1975,SMITJAC003,9,0,0,0,13,246,2
1,1975,CAINJVA001,14,0,0,0,12,134,1
1,1974,OTISJIM001,14,158,664,1,19,109,0
1,1974,METCTER002,14,152,718,6,50,377,1
1,1974,ANDEDON002,14,90,316,3,15,116,3
1,1974,WILLKEN001,7,40,175,0,4,28,1
1,1974,BELTWIL001,5,12,49,0,,,
1,1974,HARTJIM002,14,10,21,2,,,
1,1974,MOSSEDD001,11,4,13,0,,,
1,1974,GRAYMEL001,14,0,0,0,39,770,6
1,1974,THOMEAR001,14,0,0,0,34,513,5
1,1974,SMITJAC003,14,0,0,0,25,413,3
1,1974,CAINJVA001,14,0,0,0,13,152,1
1,1974,HAMMGAR001,12,0,0,0,2,14,0
1,1973,ANDEDON002,14,167,679,10,41,409,3
1,1973,METCTER002,12,148,628,2,37,316,0
1,1973,OTISJIM001,10,55,234,1,2,19,0
1,1973,SHYADON001,11,16,66,0,3,15,1
1,1973,MOSSEDD001,5,14,41,0,,,
1,1973,KEITGAR001,14,8,29,0,,,
1,1973,HAMMGAR001,9,4,11,0,4,39,0
1,1973,HARTJIM002,12,3,-3,0,,,
1,1973,SMITJAC003,14,1,-14,0,41,600,1
1,1973,RASHAHM001,13,0,0,0,30,409,3
1,1973,GRAYMEL001,12,0,0,0,29,513,7
1,1973,GILLWAL001,14,0,0,0,20,244,1
1,1973,MCFAJIM001,14,0,0,0,2,10,0
1,1973,MAYNDON001,2,0,0,0,1,18,0
1,1972,ANDEDON002,14,153,536,4,28,298,2
1,1972,ROLAJOH001,14,105,414,2,38,321,2
1,1972,BURNLEO001,14,26,69,2,6,24,0
1,1972,BAYNCRA001,7,17,43,0,1,10,0
1,1972,RASHAHM001,14,9,44,0,29,500,3
1,1972,VANGTIM001,5,9,28,0,,,
1,1972,HARTJIM002,6,9,17,0,,,
1,1972,HAYDLEO001,4,8,11,1,1,17,0
1,1972,BUTLCAN001,5,6,3,0,1,8,0
1,1972,SMITJAC003,14,5,31,0,26,407,2
1,1972,WOODTOM001,4,5,14,0,1,2,0
1,1972,SHIVROY001,2,5,12,0,1,20,0
1,1972,CUOZGAR001,8,4,7,0,,,
1,1972,GILLWAL001,14,0,0,0,33,550,2
1,1972,GRAYMEL001,7,0,0,0,3,62,0
1,1972,HYATFRE001,12,0,0,0,2,32,0
1,1972,WICKBOB001,9,0,0,0,1,8,0
1,1971,LANEMAC001,13,150,592,3,29,298,0
1,1971,EDWACID001,12,108,316,4,12,122,0
1,1971,ROLAJOH001,13,78,278,0,15,108,0
1,1971,SHIVROY001,11,55,202,1,10,76,0
1,1971,HARTJIM002,11,13,9,0,,,
1,1971,BEATPET001,9,4,29,0,,,
1,1971,LATOCHU001,13,3,19,0,,,
1,1971,GRAYMEL001,14,2,56,0,18,534,4
1,1971,GILLJOH003,14,2,16,0,42,837,3
1,1971,SMITJAC003,9,1,10,0,21,379,4
1,1971,WHITPAU002,6,1,3,0,,,
1,1971,WILLDAV001,13,0,0,0,12,182,1
1,1971,MCFAJIM001,14,0,0,0,5,54,2
1,1971,HYATFRE001,14,0,0,0,4,58,0
1,1971,STEGLAR001,7,0,0,0,1,12,0
1,1971,REYNBOB002,14,0,0,0,1,-4,0
1,1970,LANEMAC001,14,206,977,11,32,365,2
1,1970,ROLAJOH001,14,94,392,3,17,96,1
1,1970,EDWACID001,11,70,350,1,19,150,1
1,1970,SHIVROY001,12,24,98,2,3,44,0
1,1970,HARTJIM002,14,18,18,0,,,
1,1970,GILLJOH003,14,5,68,1,45,952,5
1,1970,SMITJAC003,14,5,43,0,37,687,4
1,1970,LATOCHU001,14,2,38,0,,,
1,1970,PITTCHA001,8,2,4,0,,,
1,1970,BEATPET001,4,2,2,0,,,
1,1970,BROWROB002,14,1,8,0,,,
1,1970,WILLDAV001,14,0,0,0,23,364,3
1,1970,DAANJER001,14,0,0,0,2,31,0
1,1969,ROLAJOH001,14,138,498,5,12,136,1
1,1969,EDWACID001,14,107,504,3,23,309,0
1,1969,CRENWIL001,14,55,172,3,11,94,0
1,1969,SHIVROY001,12,27,115,2,7,61,1
1,1969,LANEMAC001,9,25,93,1,9,61,0
1,1969,JOHNCHA007,12,17,51,1,,,
1,1969,HARTJIM002,9,7,16,2,,,
1,1969,SMITJAC003,14,4,0,0,43,561,1
1,1969,WILLDAV001,14,1,1,0,56,702,7
1,1969,GILLJOH003,14,1,-4,0,52,997,9
1,1969,DAANJER001,9,0,0,0,2,12,0
1,1969,BROWTER001,14,0,0,0,1,7,0
1,1968,CRENWIL001,14,203,813,6,23,232,1
1,1968,ROLAJOH001,14,121,455,2,8,97,0
1,1968,SHIVROY001,14,44,184,4,9,103,3
1,1968,EDWACID001,14,31,214,1,1,2,0
1,1968,LANEMAC001,14,23,74,0,,,
1,1968,HARTJIM002,13,19,20,6,,,
1,1968,SMITJAC003,14,12,163,3,49,789,2
1,1968,JOHNCHA007,7,5,-1,0,,,
1,1968,WILLDAV001,12,3,47,0,43,682,6
1,1968,LATOCHU001,14,1,15,0,,,
1,1968,WILSLAR001,14,1,12,0,,,
1,1968,CONRBOB001,14,0,0,0,32,449,4
1,1968,DAANJER001,14,0,0,0,4,35,0
1,1967,ROLAJOH001,13,234,876,10,20,269,1
1,1967,GAUTPRE001,14,142,573,1,15,202,1
1,1967,CRENWIL001,14,44,149,0,6,30,0
1,1967,SHIVROY001,9,20,64,1,3,15,0
1,1967,HARTJIM002,14,13,36,3,,,
1,1967,SMITJAC003,14,9,86,0,56,1205,9
1,1967,THORBIL001,6,4,9,0,1,9,0
1,1967,BRYACHA001,14,3,16,0,,,
1,1967,LATOCHU001,14,2,23,0,,,
1,1967,WILLDAV001,14,1,7,0,28,405,5
1,1967,CONRBOB001,14,0,0,0,47,637,2
1,1967,GAMBBIL001,12,0,0,0,28,398,2
1,1966,ROLAJOH001,14,192,695,5,21,213,0
1,1966,GAUTPRE001,14,110,370,1,16,114,1
1,1966,CRENWIL001,14,94,360,0,15,46,0
1,1966,JOHNCHA007,9,20,39,2,,,
1,1966,NOFSTER001,7,18,25,2,,,
1,1966,TRIPBIL001,8,13,25,0,2,6,0
1,1966,BRYACHA001,4,5,31,0,,,
1,1966,GAMBBIL001,14,3,26,0,24,409,5
1,1966,STOVJER001,14,1,17,0,,,
1,1966,SMITJAC003,14,1,8,0,45,810,3
1,1966,SHIVROY001,13,1,5,0,5,81,0
1,1966,CONRBOB001,14,0,0,0,34,388,2
1,1966,RANDSON001,14,0,0,0,17,218,2
1,1966,SORTRIC001,14,0,0,0,1,7,0
1,1965,TRIPBIL001,14,174,617,6,26,256,1
1,1965,CRENWIL001,14,127,437,0,23,232,1
1,1965,GAUTPRE001,7,44,175,2,9,128,0
1,1965,THORBIL001,14,31,188,0,1,6,0
1,1965,JOHNCHA007,11,25,60,1,,,
1,1965,CHILJOE001,5,19,94,0,3,27,0
1,1965,GAMBBIL001,10,4,15,0,9,171,2
1,1965,NOFSTER001,1,4,1,1,,,
1,1965,HUMPBUD001,7,2,4,0,,,
1,1965,BAKKJIM001,14,1,28,0,,,
1,1965,CONRBOB001,14,0,0,0,58,909,5
1,1965,RANDSON001,14,0,0,0,51,845,9
1,1965,SMITJAC003,14,0,0,0,41,648,2
1,1964,CROWJOH001,13,163,554,7,23,257,1
1,1964,CHILJOE001,9,102,413,0,12,203,2
1,1964,CRENWIL001,14,60,297,1,8,58,0
1,1964,GAUTPRE001,13,59,191,1,9,72,1
1,1964,THORBIL001,13,39,236,1,7,43,0
1,1964,JOHNCHA007,14,31,93,2,,,
1,1964,WILSLAR001,14,2,-14,0,,,
1,1964,CONRBOB001,14,0,0,0,61,780,6
1,1964,SMITJAC003,14,0,0,0,47,657,4
1,1964,RANDSON001,7,0,0,0,25,517,5
1,1964,GAMBBIL001,14,0,0,0,24,398,2
1,1964,ANDETAZ001,13,0,0,0,7,60,0
1,1963,CHILJOE001,14,174,701,2,25,354,2
1,1963,TRIPBIL001,13,134,652,5,31,396,3
1,1963,JOHNCHA007,14,41,143,1,,,
1,1963,PAREBOB001,14,36,107,0,6,89,1
1,1963,THORBIL001,14,19,111,1,4,10,0
1,1963,CROWJOH001,3,9,34,0,,,
1,1963,HAMMMAL001,13,3,16,0,1,15,0
1,1963,GAUTPRE001,1,3,5,0,1,3,0
1,1963,WILSLAR001,14,2,38,1,,,
1,1963,STOVJER001,14,1,32,0,,,
1,1963,CONRBOB001,14,1,0,0,73,967,10
1,1963,RANDSON001,14,0,0,0,51,1014,12
1,1963,SMITJAC003,14,0,0,0,28,445,2
1,1963,ANDETAZ001,5,0,0,0,5,47,0
1,1963,GAMBBIL001,14,0,0,0,3,63,0
1,1962,CROWJOH001,14,192,751,14,23,246,3
1,1962,GAUTPRE001,13,114,470,2,16,240,0
1,1962,HAMMMAL001,14,38,160,1,4,27,0
1,1962,CHILJOE001,14,37,162,0,15,207,1
1,1962,JOHNCHA007,11,25,138,3,,,
1,1962,ETCHSAM001,14,8,5,0,,,
1,1962,TRIPBIL001,14,2,12,0,,,
1,1962,RANDSON001,14,0,0,0,63,1158,7
1,1962,CONRBOB001,14,0,0,0,62,954,4
1,1962,ANDETAZ001,14,0,0,0,35,535,3
1,1962,ELWEJAC001,13,0,0,0,1,11,0
1,1962,MCINHUG001,9,0,0,0,1,10,0
1,1961,GAUTPRE001,14,129,523,3,12,132,3
1,1961,MESTFRA001,13,95,334,1,12,29,1
1,1961,CROWJOH001,8,48,192,1,20,306,3
1,1961,ETCHSAM001,14,33,73,0,,,
1,1961,GUGLRAL001,9,22,101,1,,,
1,1961,CONRBOB001,14,20,22,0,30,499,2
1,1961,HAMMMAL001,7,18,79,1,5,70,0
1,1961,ANDETAZ001,14,15,39,1,22,399,2
1,1961,MCINHUG001,3,4,30,0,7,107,0
1,1961,NORTJER001,14,1,15,0,,,
1,1961,JOHNCHA007,4,1,-3,0,,,
1,1961,RANDSON001,14,0,0,0,44,591,9
1,1961,STACBIL001,13,0,0,0,12,241,1
1,1961,HALLKEN001,8,0,0,0,3,38,0
1,1961,FISCPAT001,12,0,0,0,1,22,0
1,1960,CROWJOH001,12,183,1071,6,25,462,3
1,1960,MESTFRA001,9,104,429,3,3,24,0
1,1960,HAMMMAL001,9,96,347,2,4,36,0
1,1960,CHILJOE001,12,34,240,0,11,202,2
1,1960,CONRBOB001,12,23,91,0,7,103,0
1,1960,ROACJOH001,12,19,39,1,,,
1,1960,HILLKIN001,12,16,47,1,,,
1,1960,WESTWIL001,7,7,45,0,,,
1,1960,NORTJER001,12,2,47,0,,,
1,1960,RANDSON001,12,0,0,0,62,893,15
1,1960,MCINHUG001,12,0,0,0,13,260,0
1,1960,RICHPER001,8,0,0,0,1,10,0
1,1959,CROWJOH001,12,140,666,3,27,328,4
1,1959,CONRBOB001,12,74,328,2,14,142,3
1,1959,HAMMMAL001,12,49,237,0,4,69,0
1,1959,HILLKIN001,11,39,167,5,,,
1,1959,CHILJOE001,9,30,59,0,4,73,1
1,1959,HALLKEN001,12,14,81,0,4,60,1
1,1959,ROACJOH001,12,9,20,0,,,
1,1959,HICKLAR001,12,5,18,0,1,11,0
1,1959,REYNMCA001,7,5,-4,0,,,
1,1959,NORTJER001,12,2,41,0,,,
1,1959,LEWIWOO001,12,0,0,0,34,534,3
1,1959,TRACJOH001,8,0,0,0,17,258,0
1,1959,RANDSON001,8,0,0,0,15,202,1
1,1959,RICHPER001,4,0,0,0,5,89,1
1,1958,MATSOLL001,12,129,505,5,33,465,3
1,1958,CROWJOH001,7,52,221,2,20,362,3
1,1958,CHILJOE001,10,50,170,0,35,406,4
1,1958,REYNMCA001,11,48,252,0,,,
1,1958,HAMMMAL001,10,35,121,1,3,11,0
1,1958,MCHALAM001,12,17,65,1,0,1,0
1,1958,SEARJIM001,12,17,51,0,13,187,2
1,1958,PHILDEA001,9,12,44,0,4,30,0
1,1958,WATKBOB001,5,3,17,0,4,62,1
1,1958,GORDBOB001,12,2,10,0,,,
1,1958,HILLKIN001,7,1,0,0,,,
1,1958,LEWIWOO001,12,0,0,0,46,690,4
1,1958,NAGLGER001,12,0,0,0,36,469,5
1,1958,BOYDMAX001,10,0,0,0,3,42,1
1,1958,LANENIG001,12,0,0,0,1,10,0
1,1957,MATSOLL001,12,134,577,6,20,451,3
1,1957,OLSZJOH001,11,83,271,2,3,36,0
1,1957,CHILJOE001,12,41,168,1,10,146,0
1,1957,HAMMMAL001,12,30,158,0,1,14,0
1,1957,MCHALAM001,12,25,82,2,,,
1,1957,MANNDAV001,12,22,92,0,8,137,0
1,1957,SEARJIM001,12,17,68,1,5,66,0
1,1957,LARSPAU001,5,8,12,0,,,
1,1957,MARCTED001,7,4,10,0,,,
1,1957,BERNFRA001,12,1,4,0,1,13,0
1,1957,NAGLGER001,12,0,0,0,27,475,4
1,1957,LEWIWOO001,12,0,0,0,21,424,5
1,1957,BOYDMAX001,12,0,0,0,14,193,0
1,1957,SUGALEO001,12,0,0,0,1,14,0
1,1956,MATSOLL001,12,192,924,5,15,199,2
1,1956,OLSZJOH001,11,157,598,2,17,182,0
1,1956,MCHALAM001,12,58,161,5,,,
1,1956,MANNDAV001,12,45,116,0,13,170,1
1,1956,CHILJOE001,11,43,203,0,6,82,1
1,1956,ROOTJIM001,9,17,45,2,,,
1,1956,BERNFRA001,12,14,4,0,4,56,0
1,1956,BURLALE001,8,1,2,0,2,24,1
1,1956,STONDON002,12,0,0,0,22,320,2
1,1956,NAGLGER001,8,0,0,0,14,268,4
1,1956,BOYDMAX001,12,0,0,0,6,116,2
1,1956,LANENIG001,12,0,0,0,1,75,0
1,1955,MATSOLL001,12,109,475,1,17,237,2
1,1955,MANNDAV001,12,87,336,4,16,137,1
1,1955,OLSZJOH001,11,84,326,1,9,37,0
1,1955,MCHALAM001,12,56,194,2,,,
1,1955,HAMMMAL001,9,51,160,2,5,13,0
1,1955,CARRJIM002,12,30,115,0,9,157,0
1,1955,BERNFRA001,11,8,17,0,4,77,1
1,1955,GOBLLES001,9,7,11,0,,,
1,1955,COMPOGD001,9,6,-8,0,,,
1,1955,STONDON002,12,0,0,0,28,330,5
1,1955,NAGLGER001,11,0,0,0,7,218,3
1,1955,BRUBDIC001,10,0,0,0,6,125,0
1,1955,BOYDMAX001,9,0,0,0,3,79,1
1,1955,LANENIG001,12,0,0,0,2,110,1
1,1954,OLSZJOH001,11,106,352,1,12,133,1
1,1954,MATSOLL001,10,101,506,4,34,611,3
1,1954,KINGEMM001,12,57,167,0,6,43,1
1,1954,BARRPAU001,12,50,156,0,7,29,0
1,1954,MCHALAM001,12,34,152,1,,,
1,1954,GOBLLES001,12,30,42,1,1,-1,0
1,1954,TRIPCHA001,12,18,152,1,3,18,0
1,1954,BREDBIL001,12,13,57,1,3,44,0
1,1954,ROMASTE001,8,7,2,1,,,
1,1954,BRANGEO001,5,2,26,0,3,28,0
1,1954,STONDON002,12,0,0,0,44,607,3
1,1954,LADDJIM001,11,0,0,0,22,254,0
1,1954,CRITJAC001,10,0,0,0,5,48,0
1,1954,LANENIG001,12,0,0,0,4,58,0
1,1954,EMBRMEL001,5,0,0,0,2,20,0
1,1954,KNAFGAR001,1,0,0,0,2,11,0
1,1953,OLSZJOH001,12,106,386,4,21,210,1
1,1953,TRIPCHA001,12,97,433,0,11,87,2
1,1953,CROSBIL001,12,51,196,1,17,285,1
1,1953,ROOTJIM001,11,26,12,1,,,
1,1953,PAULDON002,12,16,114,0,16,167,2
1,1953,CURCTON001,12,8,29,0,,,
1,1953,SPINJAC001,3,6,0,0,1,6,0
1,1953,NAGERAY001,4,4,8,0,,,
1,1953,TRIPWAL001,4,3,8,0,3,15,0
1,1953,CARTWIL001,8,2,-3,0,,,
1,1953,CAMPALA001,8,2,-5,0,,,
1,1953,ROMASTE001,6,1,1,1,,,
1,1953,STONDON002,12,0,0,0,56,684,2
1,1953,NAGLGER001,11,0,0,0,43,610,6
1,1953,RAMSRAY001,12,0,0,0,12,118,0
1,1953,ANDECLI001,1,0,0,0,1,8,0
1,1952,MATSOLL001,12,96,344,3,11,187,3
1,1952,SITKEMI001,11,88,348,1,2,16,0
1,1952,TRIPCHA001,11,72,350,4,5,66,0
1,1952,CROSBIL001,12,71,347,2,17,234,2
1,1952,PASQRAL001,10,48,129,0,7,46,0
1,1952,ANGSELM001,12,46,114,0,4,22,1
