fid,season,playerid,g,td,conv2p,patm,pata,fgm,fga,saf,points
1,1978,CHILJIM001,8,1,,,,,,,6
1,1978,HARRWIL002,13,1,,,,,,,6
1,1978,RAMSEAS001,15,1,,,,,,,6
1,1977,BAKKJIM001,14,,,35,36,7,16,,56
1,1977,MORRWAY001,12,9,,,,,,,54
1,1977,METCTER002,14,6,,,,,,,36
1,1977,GRAYMEL001,14,5,,,,,,,30
1,1977,HARRIKE001,14,3,,,,,,,18
1,1977,JONESTE001,14,3,,,,,,,18
1,1977,CAINJVA001,13,2,,,,,,,12
1,1977,LATIJER001,14,2,,,,,,,12
1,1977,OTISJIM001,13,2,,,,,,,12
1,1977,DAVICHA001,14,1,,,,,,,6
1,1977,DOBLCON001,14,1,,,,,,,6
1,1977,SENSMIK001,10,1,,,,,,,6
1,1977,SMITJAC003,14,1,,,,,,,6
1,1976,BAKKJIM001,14,,,33,35,20,27,,93
1,1976,JONESTE001,13,9,,,,,,,54
1,1976,METCTER002,12,7,,,,,,,42
1,1976,CAINJVA001,14,5,,,,,,,30
1,1976,GRAYMEL001,11,5,,,,,,,30
1,1976,MORRWAY001,14,4,,,,,,,24
1,1976,OTISJIM001,14,2,,,,,,,12
1,1976,HARRIKE001,12,1,,,,,,,6
1,1976,LATIJER001,11,1,,,,,,,6
1,1976,SENSMIK001,14,1,,,,,,,6
1,1976,TILLPAT001,13,1,,,,,,,6
1,1975,BAKKJIM001,14,,,40,41,19,24,,97
1,1975,METCTER002,13,13,,,,,,,78
1,1975,GRAYMEL001,14,11,,,,,,,66
1,1975,OTISJIM001,14,6,,,,,,,36
1,1975,JONESTE001,13,3,,,,,,,18
1,1975,SMITJAC003,9,2,,,,,,,12
1,1975,THOMEAR001,11,2,,,,,,,12
1,1975,CAINJVA001,14,1,,,,,,,6
1,1975,CRUMDWA001,14,1,,,,,,,6
1,1975,HARTJIM002,14,1,,,,,,,6
1,1975,LATIJER001,10,1,,,,,,,6
1,1975,MOSSEDD001,8,1,,,,,,,6
1,1975,THOMNOR002,14,1,,,,,,,6
1,1975,WEHRROG001,14,,,1,1,,,,1
1,1974,BAKKJIM001,14,,,30,36,13,22,,69
1,1974,METCTER002,14,8,,,,,,,48
1,1974,ANDEDON002,14,6,,,,,,,36
1,1974,GRAYMEL001,14,6,,,,,,,36
1,1974,THOMEAR001,14,5,,,,,,,30
1,1974,SMITJAC003,14,3,,,,,,,18
1,1974,HARTJIM002,14,2,,,,,,,12
1,1974,CAINJVA001,14,1,,,,,,,6
1,1974,OTISJIM001,14,1,,,,,,,6
1,1974,THOMNOR002,12,1,,,,,,,6
1,1974,WEHRROG001,14,1,,,,,,,6
1,1974,WILLKEN001,7,1,,,,,,,6
1,1974,YANKRON001,14,1,,,,,,,6
1,1973,BAKKJIM001,14,,,31,31,23,32,,100
1,1973,ANDEDON002,14,13,,,,,,,78
1,1973,GRAYMEL001,12,7,,,,,,,42
1,1973,RASHAHM001,13,3,,,,,,,18
1,1973,METCTER002,12,2,,,,,,,12
1,1973,SHYADON001,11,2,,,,,,,12
1,1973,GILLWAL001,14,1,,,,,,,6
1,1973,MCFAJIM001,14,1,,,,,,,6
1,1973,OTISJIM001,10,1,,,,,,,6
1,1973,SMITJAC003,14,1,,,,,,,6
1,1972,BAKKJIM001,14,,,19,21,14,22,,61
1,1972,ANDEDON002,14,6,,,,,,,36
1,1972,ROLAJOH001,14,4,,,,,,,24
1,1972,RASHAHM001,14,3,,,,,,,18
1,1972,BURNLEO001,14,2,,,,,,,12
1,1972,GILLWAL001,14,2,,,,,,,12
1,1972,SMITJAC003,14,2,,,,,,,12
1,1972,THOMNOR002,12,2,,,,,,,12
1,1972,HAYDLEO001,4,1,,,,,,,6
1,1971,BAKKJIM001,14,,,24,24,21,32,,87
1,1971,EDWACID001,12,4,,,,,,,24
1,1971,GRAYMEL001,14,4,,,,,,,24
1,1971,SMITJAC003,9,4,,,,,,,24
1,1971,GILLJOH003,14,3,,,,,,,18
1,1971,LANEMAC001,13,3,,,,,,,18
1,1971,MCFAJIM001,14,2,,,,,,,12
1,1971,HOEYGEO001,6,1,,,,,,,6
1,1971,SHIVROY001,11,1,,,,,,,6
1,1971,STALLAR001,14,1,,,,,,,6
1,1971,WILLDAV001,13,1,,,,,,,6
1,1970,BAKKJIM001,14,,,37,38,20,32,,97
1,1970,LANEMAC001,14,13,,,,,,,78
1,1970,GILLJOH003,14,6,,,,,,,36
1,1970,ROLAJOH001,14,5,,,,,,,30
1,1970,SMITJAC003,14,4,,,,,,,24
1,1970,WILLDAV001,14,3,,,,,,,18
1,1970,EDWACID001,11,2,,,,,,,12
1,1970,SHIVROY001,12,2,,,,,,,12
1,1970,FARRMIL001,14,1,,,,,,,6
1,1970,LATOCHU001,14,1,,,,,,,6
1,1970,PARIDON001,14,1,,,,,,,6
1,1969,BAKKJIM001,14,,,38,40,12,24,,74
1,1969,GILLJOH003,14,10,,,,,,,60
1,1969,WILLDAV001,14,7,,,,,,,42
1,1969,ROLAJOH001,14,6,,,,,,,36
1,1969,CRENWIL001,14,3,,,,,,,18
1,1969,EDWACID001,14,3,,,,,,,18
1,1969,SHIVROY001,12,3,,,,,,,18
1,1969,HARTJIM002,9,2,,,,,,,12
1,1969,JOHNCHA007,12,1,,,,,,,6
1,1969,LANEMAC001,9,1,,,,,,,6
1,1969,ROWEBOB002,13,1,,,,,,,6
1,1969,SMITJAC003,14,1,,,,,,,6
1,1969,STALLAR001,14,1,,,,,,,6
1,1969,WILSLAR001,14,1,,,,,,,6
1,1968,BAKKJIM001,14,,,40,40,15,24,,85
1,1968,CRENWIL001,14,7,,,,,,,42
1,1968,SHIVROY001,14,7,,,,,,,42
1,1968,HARTJIM002,13,6,,,,,,,36
1,1968,WILLDAV001,12,6,,,,,,,36
1,1968,SMITJAC003,14,5,,,,,,,30
1,1968,CONRBOB001,14,4,,,,,,,24
1,1968,ROLAJOH001,14,2,,,,,,,12
1,1968,BRUMDON001,14,1,,,,,,,6
1,1968,EDWACID001,14,1,,,,,,,6
1,1968,LATOCHU001,14,1,,,,,,,6
1,1967,BAKKJIM001,14,,,36,36,27,39,,117
1,1967,ROLAJOH001,13,11,,,,,,,66
1,1967,SMITJAC003,14,9,,,,,,,54
1,1967,WILLDAV001,14,5,,,,,,,30
1,1967,HARTJIM002,14,3,,,,,,,18
1,1967,CONRBOB001,14,2,,,,,,,12
1,1967,GAMBBIL001,12,2,,,,,,,12
1,1967,GAUTPRE001,14,2,,,,,,,12
1,1967,FISCPAT001,14,1,,,,,,,6
1,1967,SHIVROY001,9,1,,,,,,,6
1,1966,BAKKJIM001,14,,,27,28,23,40,,96
1,1966,ROLAJOH001,14,6,,,,,,,36
1,1966,GAMBBIL001,14,5,,,,,,,30
1,1966,SMITJAC003,14,3,,,,,,,18
1,1966,CONRBOB001,14,2,,,,,,,12
1,1966,GAUTPRE001,14,2,,,,,,,12
1,1966,JOHNCHA007,9,2,,,,,,,12
1,1966,NOFSTER001,7,2,,,,,,,12
1,1966,RANDSON001,14,2,,,,,,,12
1,1966,WILSLAR001,14,2,,,,,,,12
1,1966,SHIVROY001,13,1,,,,,,,6
1,1966,STOVJER001,14,1,,,,,,,6
1,1965,BAKKJIM001,14,,,33,33,21,31,,96
1,1965,RANDSON001,14,9,,,,,,,54
1,1965,TRIPBIL001,14,7,,,,,,,42
1,1965,CONRBOB001,14,5,,,,,,,30
1,1965,GAMBBIL001,10,2,,,,,,,12
1,1965,GAUTPRE001,7,2,,,,,,,12
1,1965,SMITJAC003,14,2,,,,,,,12
1,1965,BRUMDON001,14,1,,,,,,,6
1,1965,CRENWIL001,14,1,,,,,,,6
1,1965,JOHNCHA007,11,1,,,,,,,6
1,1965,NOFSTER001,1,1,,,,,,,6
1,1965,STALLAR001,7,1,,,,,,,6
1,1965,WILSLAR001,10,1,,,,,,,6
1,1964,BAKKJIM001,14,,,40,40,25,38,,115
1,1964,CROWJOH001,13,8,,,,,,,48
1,1964,CONRBOB001,14,6,,,,,,,36
1,1964,RANDSON001,7,5,,,,,,,30
1,1964,SMITJAC003,14,4,,,,,,,24
1,1964,FISCPAT001,14,3,,,,,,,18
1,1964,CHILJOE001,9,2,,,,,,,12
1,1964,GAMBBIL001,14,2,,,,,,,12
1,1964,GAUTPRE001,13,2,,,,,,,12
1,1964,JOHNCHA007,14,2,,,,,,,12
1,1964,BURSJIM001,14,1,,,,,,,6
1,1964,CRENWIL001,14,1,,,,,,,6
1,1964,MEINDAL001,14,1,,,,,,,6
1,1964,STOVJER001,14,1,,,,,,,6
1,1964,THORBIL001,13,1,,,,,,,6
1,1964,WILSLAR001,14,1,,,,,,,6
1,1964,RUSHMAR001,12,,,,,,,1,2
1,1963,BAKKJIM001,14,,,44,44,11,21,,77
1,1963,RANDSON001,14,12,,,,,,,72
1,1963,CONRBOB001,14,10,,,,,,,60
1,1963,TRIPBIL001,13,8,,,,,,,48
1,1963,CHILJOE001,14,4,,,,,,,24
1,1963,PAREBOB001,14,2,,,,,,,12
1,1963,SMITJAC003,14,2,,,,,,,12
1,1963,WILSLAR001,14,2,,,,,,,12
1,1963,HILLJIM003,12,1,,,,,,,6
1,1963,JOHNCHA007,14,1,,,,,,,6
1,1963,SYMAJOH001,13,1,,,,,,,6
1,1963,THORBIL001,14,1,,,,,,,6
1,1962,CROWJOH001,14,17,,,,,,,102
1,1962,PERRGER002,14,,,38,39,5,12,,53
1,1962,RANDSON001,14,7,,,,,,,42
1,1962,CONRBOB001,14,4,,,,,1,,24
1,1962,ANDETAZ001,14,3,,,,,,,18
1,1962,JOHNCHA007,11,3,,,,,,,18
1,1962,GAUTPRE001,13,2,,,,,,,12
1,1962,CHILJOE001,14,1,,,,,,,6
1,1962,HAMMMAL001,14,1,,,,,,,6
1,1962,WILSLAR001,14,1,,,,,,,6
1,1961,RANDSON001,14,9,,,,,,,54
1,1961,PERRGER002,13,,,30,33,7,16,,51
1,1961,GAUTPRE001,14,6,,,,,,,36
1,1961,CROWJOH001,8,4,,,,,,,24
1,1961,STACBIL001,13,4,,,,,,,24
1,1961,CONRBOB001,14,3,,4,4,,1,,22
1,1961,ANDETAZ001,14,3,,,,,,,18
1,1961,MESTFRA001,13,2,,,,,,,12
1,1961,NORTJER001,14,2,,,,,,,12
1,1961,GUGLRAL001,9,1,,,,,,,6
1,1961,HAMMMAL001,7,1,,,,,,,6
1,1961,HILLJIM003,13,1,,,,,,,6
1,1961,WESTWIL001,14,1,,,,,,,6
1,1961,WILSLAR001,11,,,,,,,1,2
1,1960,RANDSON001,12,15,,,,,,,90
1,1960,CROWJOH001,12,9,,,,,,,54
1,1960,PERRGER002,12,,,5,5,13,20,,44
1,1960,CONRBOB001,12,,,28,29,2,5,,34
1,1960,MESTFRA001,9,3,,,,,,,18
1,1960,CHILJOE001,12,2,,,,,,,12
1,1960,HAMMMAL001,9,2,,,,,,,12
1,1960,HILLKIN001,12,1,,,,,,,6
1,1960,ROACJOH001,12,1,,,,,,,6
1,1960,STACBIL001,11,1,,,,,,,6
1,1960,FULLFRA001,9,,,,,,,1,2
1,1960,OWENLUK001,12,,,,,,,1,2
1,1960,TRACJOH001,12,,,,,,,1,2
1,1959,CONRBOB001,12,6,,30,31,6,9,,84
1,1959,CROWJOH001,12,7,,,,,,,42
1,1959,HILLKIN001,11,5,,,,,,,30
1,1959,LEWIWOO001,12,3,,,,,,,18
1,1959,HALLKEN001,12,2,,,,,,,12
1,1959,STACBIL001,12,2,,,,,,,12
1,1959,CHILJOE001,9,1,,,,,,,6
1,1959,HAMMMAL001,12,1,,,,,,,6
1,1959,HILLJIM003,12,1,,,,,,,6
1,1959,LANENIG001,12,1,,,,,,,6
1,1959,RANDSON001,8,1,,,,,,,6
1,1959,RICHPER001,4,1,,,,,,,6
1,1958,MATSOLL001,12,10,,,,,,,60
1,1958,CONRBOB001,12,,,33,35,6,17,,51
1,1958,CROWJOH001,7,6,,,,,,,36
1,1958,NAGLGER001,12,5,,,,,,,30
1,1958,CHILJOE001,10,4,,,,,,,24
1,1958,LEWIWOO001,12,4,,,,,,,24
1,1958,SEARJIM001,12,2,,,,,,,12
1,1958,BOYDMAX001,10,1,,,,,,,6
1,1958,HAMMMAL001,10,1,,,,,,,6
1,1958,MCHALAM001,12,1,,,,,,,6
1,1958,WATKBOB001,5,1,,,,,,,6
1,1957,MATSOLL001,12,9,,,,,,,54
1,1957,SUMMPAT001,12,,,24,26,6,17,,42
1,1957,LEWIWOO001,12,5,,,,,,,30
1,1957,NAGLGER001,12,4,,,,,,,24
1,1957,MCHALAM001,12,2,,,,,,,12
1,1957,OLSZJOH001,11,2,,,,,,,12
1,1957,SUGALEO001,12,2,,,,,,,12
1,1957,CHILJOE001,12,1,,,,,,,6
1,1957,SEARJIM001,12,1,,,,,,,6
1,1956,SUMMPAT001,12,,,30,30,10,22,,60
1,1956,MATSOLL001,12,8,,,,,,,48
1,1956,MCHALAM001,12,5,,,,,,,30
1,1956,NAGLGER001,8,4,,,,,,,24
1,1956,BOYDMAX001,12,2,,,,,,,12
1,1956,OLSZJOH001,11,2,,,,,,,12
1,1956,ROOTJIM001,9,2,,,,,,,12
1,1956,STONDON002,12,2,,,,,,,12
1,1956,BERNFRA001,12,1,,,,,,,6
1,1956,BURLALE001,8,1,,,,,,,6
1,1956,CHILJOE001,11,1,,,,,,,6
1,1956,LANENIG001,12,1,,,,,,,6
1,1956,MANNDAV001,12,1,,,,,,,6
1,1955,SUMMPAT001,11,1,,23,25,8,19,,53
1,1955,MANNDAV001,12,5,,,2,1,1,,33
1,1955,MATSOLL001,12,5,,,,,,,30
1,1955,STONDON002,12,5,,,,,,,30
1,1955,NAGLGER001,11,3,,,,,,,18
1,1955,HAMMMAL001,9,2,,,,,,,12
1,1955,MCHALAM001,12,2,,,2,,,,12
1,1955,BERNFRA001,11,1,,,,,,,6
1,1955,BOYDMAX001,9,1,,,,,,,6
1,1955,LANENIG001,12,1,,,,,,,6
1,1955,OLSZJOH001,11,1,,,,,,,6
1,1955,PSALJIM001,12,1,,,,,,,6
1,1955,SANFLEO001,12,1,,,,,,,6
1,1954,MATSOLL001,10,9,,,,,,,54
1,1954,SUMMPAT001,12,,,21,23,8,18,,45
1,1954,GOBLLES001,12,3,,,,,,,18
1,1954,STONDON002,12,3,,,,,,,18
1,1954,OLSZJOH001,11,2,,,,,,,12
1,1954,BREDBIL001,12,1,,,,,,,6
1,1954,KINGEMM001,12,1,,,,,,,6
1,1954,MCHALAM001,12,1,,,,,,,6
1,1954,ROMASTE001,8,1,,,,,,,6
1,1954,SUGALEO001,12,1,,,,,,,6
1,1954,TRIPCHA001,12,1,,,,,,,6
1,1953,SUMMPAT001,12,,,23,23,9,24,,50
1,1953,NAGLGER001,11,6,,,,,,,36
1,1953,OLSZJOH001,12,5,,,,,,,30
1,1953,CROSBIL001,12,2,,,,,,,12
1,1953,PAULDON002,12,2,,,,,,,12
1,1953,STONDON002,12,2,,,,,,,12
1,1953,TRIPCHA001,12,2,,,,,,,12
1,1953,RAMSRAY001,12,1,,,,,,,6
1,1953,ROMASTE001,6,1,,,,,,,6
1,1953,ROOTJIM001,11,1,,,,,,,6
1,1953,SANFLEO001,12,1,,,,,,,6
1,1953,SCHMGEO002,6,,,,,,,1,2
1,1952,MATSOLL001,12,9,,,,,,,54
1,1952,GERIJOE001,12,,,22,24,2,18,,28
1,1952,CROSBIL001,12,4,,,,,,,24
1,1952,TRIPCHA001,11,4,,,,,,,24
1,1952,ANDECLI001,12,2,,,,,,,12
1,1952,ANGSELM001,12,1,,,,,,,6
1,1952,KARRJOH001,10,1,,,,,,,6
1,1952,PAULDON002,5,1,,,,,,,6
1,1952,PETEVOL001,12,1,,,,,,,6
1,1952,SITKEMI001,11,1,,,,,,,6
1,1951,CROSBIL001,12,6,,,,,,,36
1,1951,PAULDON002,12,6,,,,,,,36
1,1951,PATTCLI001,12,,,19,19,5,8,,34
1,1951,ANGSELM001,12,4,,,,,,,24
1,1951,POLSFRA001,12,4,,,,,,,24
1,1951,TRIPCHA001,12,4,,,,,,,24
1,1951,YABLVIN001,4,,,8,8,2,5,,14
1,1951,STONDON002,12,2,,,,,,,12
1,1951,PASQRAL001,10,1,,,,,,,6
1,1950,SHAWBOB001,12,12,,,,,,,72
1,1950,HARDPAT001,12,1,,22,24,4,9,,40
1,1950,POLSFRA001,12,6,,,,,,,36
1,1950,TRIPCHA001,12,4,,,,,,,24
1,1950,YABLVIN001,12,1,,7,7,2,3,,19
1,1950,ANGSELM001,12,2,,,,,,,12
1,1950,PAULDON002,12,2,,,,,,,12
1,1950,HARDJIM001,11,1,,,,,,,6
1,1950,TRIPFRA001,10,1,,,,,,,6
1,1950,WHAMTOM001,11,1,,,,,,,6
1,1949,HARDPAT001,11,8,,45,47,3,5,,102
1,1949,TRIPCHA001,12,9,,,,,,,54
1,1949,ANGSELM001,12,6,,,,,,,36
1,1949,KUTNMAL001,12,5,,,,,,,30
1,1949,COCHRED001,12,4,,,,,,,24
1,1949,DIMABAB001,10,4,,,,,,,24
1,1949,RAVEBOB001,12,3,,,,,,,18
1,1949,YABLVIN001,12,,,1,1,5,6,,16
1,1949,DEWEBIL001,12,2,,,,,,,12
1,1949,SCHWVIC001,11,2,,,,,,,12
1,1949,BANOVIN001,12,1,,,,,,,6
1,1949,BLACBIL001,12,1,,,,,,,6
1,1949,DAVIJER003,9,1,,,,,,,6
1,1949,HARDJIM001,12,1,,,,,,,6
1,1949,WHAMTOM001,12,1,,,,,,,6
1,1949,RAMSBUS001,12,,,,,,,1,2
1,1948,HARDPAT001,12,6,,53,53,7,17,,110
1,1948,KUTNMAL001,12,15,,,,,,,90
1,1948,TRIPCHA001,12,10,,,,,,,60
1,1948,ANGSELM001,12,9,,,,,,,54
1,1948,DIMABAB001,12,4,,,,,,,24
1,1948,BLACBIL001,12,2,,,,,,,12
1,1948,DAVIJER003,11,2,,,,,,,12
1,1948,DEWEBIL001,11,2,,,,,,,12
1,1948,CHRIPAU001,7,1,,,,,,,6
1,1948,MALLRAY001,12,1,,,,,,,6
1,1948,SCHWVIC001,7,1,,,,,,,6
1,1948,YABLVIN001,12,,,,,1,4,,3
1,1947,HARDPAT001,12,7,,39,40,7,10,,102
1,1947,ANGSELM001,12,8,,,,,,,48
1,1947,KUTNMAL001,12,8,,,,,,,48
1,1947,DEWEBIL001,11,4,,,,,,,24
1,1947,DIMABAB001,12,4,,,,,,,24
1,1947,TRIPCHA001,11,3,,,,,,,18
1,1947,CHRIPAU001,12,2,,,,,,,12
1,1947,COCHRED001,12,2,,,,,,,12
1,1947,BANOVIN001,12,1,,,,,,,6
1,1947,BURKJEF001,3,1,,,,,,,6
1,1947,DECOBIL001,12,1,,,,,,,6
1,1946,CUFFWAR001,10,2,,28,30,5,12,,55
1,1946,DEWEBIL001,11,7,,,,,,,42
1,1946,HARDPAT001,11,5,,5,5,,,,35
1,1946,KUTNMAL001,11,5,,,,,,,30
1,1946,GOLDMAR001,10,4,,,,,,,24
1,1946,CHRIPAU001,11,3,,,,,,,18
1,1946,STRAJIM001,11,3,,,,,,,18
1,1946,ANGSELM001,11,2,,,,,,,12
1,1946,SENOFRA001,11,2,,,,,,,12
1,1946,BLACBIL001,11,1,,,,,,1,8
1,1946,IVYAPOP001,11,1,,,,,,,6
1,1945,CANTLEO001,10,5,,,,,,,30
1,1945,KUHAJOE001,6,,,12,13,,3,,12
1,1945,POOLJIM001,9,2,,,,,,,12
1,1945,RUCIEDA001,8,2,,,,,,,12
1,1945,SENOFRA001,9,2,,,,,,,12
1,1945,BULGCHE001,10,1,,,,,,,6
1,1945,CHRIPAU001,8,1,,,,,,,6
1,1945,DEWEBIL001,9,1,,,,,,,6
1,1944,THURBOB001,10,5,,,,,,,30
1,1944,GRIGJOH001,9,3,,,,,,,18
1,1944,BOVATON001,9,2,,,,,,,12
1,1944,BUTLJOH002,3,2,,,,,,,12
1,1944,CURRDON001,10,2,,,,,,,12
1,1944,BAKECON001,9,,,11,15,,,,11
1,1944,RUCIEDA001,10,1,,,,,,,6
1,1944,SCHUELB001,10,1,,,,,,,6
1,1944,ROBNMAR001,8,,,1,1,,2,,1
1,1943,GRIGJOH001,10,3,,,,,,,18
1,1943,RUCIEDA001,10,3,,,,,,,18
1,1943,BAKECON001,10,1,,5,6,1,2,,14
1,1943,CURRDON001,7,2,,,,,,,12
1,1943,MORRBOB002,10,2,,,,,,,12
1,1943,STOKDIX001,6,,,5,6,1,3,,8
1,1943,GOLDMAR001,1,1,,,,,,,6
1,1943,HALLJOH003,8,1,,,,,,,6
1,1943,BULGCHE001,10,,,1,1,,,,1
1,1942,DADDBIL001,11,1,,8,8,5,10,,29
1,1942,LACHSTE001,9,4,,1,1,,,,25
1,1942,GOLDMAR001,11,2,,,,,,,12
1,1942,SCHWBUD001,11,2,,,,,,,12
1,1942,CHEALLO001,11,1,,,,,,,6
1,1942,MORRBOB002,10,1,,,,,,,6
1,1942,SEIBCHA001,11,1,,,,,,,6
1,1942,IVYAPOP001,11,,,2,2,,,,2
1,1941,GOLDMAR001,11,4,,,,,,,24
1,1941,HALLJOH003,11,4,,,,,,,24
1,1941,DADDBIL001,11,,,8,9,4,8,,20
1,1941,IVYAPOP001,11,2,,,,,,,12
1,1941,MARTJOH001,9,2,,,,,,,12
1,1941,CLEMJOH001,9,1,,,,,,,6
1,1941,DAVIBIL001,10,1,,,,,,,6
1,1941,DEWEBIL001,11,1,,,,,,,6
1,1941,JOHNBER001,10,1,,,,,,,6
1,1941,MORRBOB002,9,1,,,,,,,6
1,1941,ZONTLOU001,8,,,5,7,,4,,5
1,1940,HALLJOH003,11,5,,,,,,,30
1,1940,MCCUHUG001,11,3,,1,3,,1,,19
1,1940,GOLDMAR001,11,3,,,,,,,18
1,1940,MADDLLO001,9,3,,,,,,,18
1,1940,ZONTLOU001,8,,,10,10,2,5,,16
1,1940,PARKBUD001,10,1,,3,3,,1,,9
1,1940,CHRIMAR001,6,1,,,,,,,6
1,1940,COPPALA001,11,1,,,,,,,6
1,1940,TINSGAY001,7,1,,,,,,,6
1,1940,TONEMAR001,9,1,,,,,,,6
1,1940,CLARBER002,9,,,3,3,,,,3
1,1939,SMITBIL001,11,4,,6,8,2,8,,36
1,1939,GOLDMAR001,10,3,,,,,,,18
1,1939,PATRFRA001,8,1,,1,1,,,,7
1,1939,AGEESAM001,11,1,,,,,,,6
1,1939,BABAALA001,11,1,,,,,,,6
1,1939,POPOMIL001,10,1,,,,,,,6
1,1939,MONAREG001,2,,,1,1,1,1,,4
1,1939,FAUSGEO001,9,,,1,1,,1,,1
1,1938,LAWRJIM001,11,3,,,,,,,18
1,1938,PATRFRA001,7,1,,8,8,1,4,,17
1,1938,SMITBIL001,11,1,,4,5,2,2,,16
1,1938,COFFPAT001,10,2,,,,,,,12
1,1938,PARKBUD001,10,2,,,,,,,12
1,1938,AGEESAM001,10,1,,,,,,,6
1,1938,BLAZTON001,11,1,,,,,,,6
1,1938,DOUGPHI001,8,1,,,,,,,6
1,1938,RUSSDOU001,8,1,,,,,,,6
1,1938,TINSGAY001,11,1,,,,,,,6
1,1938,TYLEPET001,10,1,,,,,,,6
1,1937,TINSGAY001,11,6,,,,,,,36
1,1937,GROSGEO002,11,2,,,,,,,12
1,1937,PANGHAL001,11,2,,,,,,,12
1,1937,RUSSDOU001,11,2,,,,,,,12
1,1937,MAYABIL001,9,,,4,,2,,,10
1,1937,SMITBIL001,9,1,,3,,,,,9
1,1937,PARKBUD001,11,1,,1,,,,,7
1,1937,BAKECON001,6,,,6,,,,,6
1,1937,COFFPAT001,9,1,,,,,,,6
1,1937,DESKVER001,11,1,,,,,,,6
1,1937,LAWRJIM001,11,1,,,,,,,6
1,1937,REEDROC001,8,1,,,,,,,6
1,1937,TYLEPET001,6,1,,,,,,,6
1,1936,GROSGEO002,9,5,,,,,,,30
1,1936,SMITBIL001,11,1,,2,,1,,,11
1,1936,KELLCLA001,12,,,6,,1,,,9
1,1936,DESKVER001,9,1,,,,,,,6
1,1936,MCBRCHA001,1,1,,,,,,,6
1,1936,NICHALA001,12,1,,,,,,,6
1,1936,PANGHAL001,12,1,,,,,,,6
1,1935,SMITBIL001,11,2,,5,,6,,,35
1,1935,NICHALA001,11,4,,,,,,,24
1,1935,SARBPHI001,12,2,,,,,,,12
1,1935,COOKDAV001,10,1,,,,,,,6
1,1935,MIKUMIK001,11,1,,,,,,,6
1,1935,NEUMBOB001,11,1,,,,,,,6
1,1935,VOLOBIL001,12,1,,,,,,,6
1,1935,PARDPAU001,9,,,1,,1,,,4
1,1934,SMITBIL001,11,3,,4,,1,,,25
1,1934,MIKUMIK001,11,3,,,,,,,18
1,1934,GRIFHOM001,9,2,,,,,,,12
1,1934,RUSSDOU001,11,2,,,,,,,12
1,1934,HORSROY001,9,1,,,,,,,6
1,1934,COOKDAV001,9,,,1,,1,,,4
1,1934,PARDPAU001,6,,,,,1,,,3
1,1933,LILLJOE001,11,2,,1,,2,,,19
1,1933,MOEAHAL001,10,2,,,,,,,12
1,1933,NESBDIC001,5,1,,,,,,1,8
1,1933,MCNAFRA001,11,1,,,,,,,6
1,1933,TIPTHOW001,11,1,,,,,,,6
1,1933,KOKEMIK001,9,,,1,,,,,1
1,1932,HILLIRV001,7,3,,4,,,,,22
1,1932,MARTABE001,9,2,,,,,,,12
1,1932,MOYNTIM001,10,2,,,,,,,12
1,1932,HOLMWAL002,10,1,,2,,,,,8
1,1932,KASSCHU001,10,1,,,,,,,6
1,1932,MOORBUC001,4,1,,,,,,,6
1,1932,LILLJOE001,7,,,2,,,,,2
1,1932,MCNAFRA001,7,,,,,,,1,2
1,1931,NEVEERN001,9,8,,15,,1,,,66
1,1931,BELDBUN001,8,2,,,,,,,12
1,1931,CREIMIL001,9,2,,,,,,,12
1,1931,KASSCHU001,9,2,,,,,,,12
1,1931,MOLLLES001,8,1,,,,,,,6
1,1931,ROGGGEO001,6,1,,,,,,,6
1,1931,ROSEGEN001,8,1,,,,,,,6
1,1930,NEVEERN001,11,6,,9,,1,,,48
1,1930,ROSEGEN001,12,4,,1,,,,,25
1,1930,BELDBUN001,12,3,,,,,,,18
1,1930,FLENMAC001,10,3,,,,,,,18
1,1930,BOYDBIL001,12,2,,,,,,,12
1,1930,ROONCOB001,10,1,,,,,,,6
1,1930,BOGUGEO001,4,,,1,,,,,1
1,1929,NEVEERN001,11,12,,10,,1,,,85
1,1929,ROONCOB001,11,3,,,,,,,18
1,1929,KASSCHU001,13,2,,,,,,,12
1,1929,MACDMIC001,13,2,,,,,,,12
1,1929,HILLDON001,10,1,,,,,,,6
1,1929,ROSEGEN001,13,1,,,,,,,6
1,1929,SLATDUK001,13,1,,,,,,,6
1,1929,ELKICHI001,2,,,,,1,,,3
1,1928,ERICHAL001,6,1,,,,,,,6
1,1928,GRANDUC001,6,,,1,,,,,1
1,1927,JONEBEN001,9,2,,,,,,,12
1,1927,WELLBUB001,11,1,,2,,,,,8
1,1927,BUCKTED001,9,1,,,,,,,6
1,1927,HOGAPAU001,1,1,,,,,,,6
1,1927,LAMBROD001,9,1,,,,,,,6
1,1927,MORAHAP001,4,1,,,,,,,6
1,1927,ROACJAC001,1,1,,,,,,,6
1,1927,STRARED001,6,1,,,,,,,6
1,1927,VESSJOH001,11,1,,,,,,,6
1,1927,SWANEVA001,7,,,2,,1,,,5
1,1926,DUNNRED001,11,,,3,,4,,,15
1,1926,MAHOIKE001,11,2,,1,,,,,13
1,1926,MACDMIC001,11,2,,,,,,,12
1,1926,LAMBROD001,10,1,,1,,,,,7
1,1926,ERICHAL001,11,1,,,,,,,6
1,1926,FRANGEN001,11,1,,,,,,,6
1,1926,LUNZJER001,12,1,,,,,,,6
