fid,season,playerid,g,pr,pryds,prtd,kr,kryds,krtd
10,2005,ADAMCHA001,16,16,133,0,10,218,0
10,2005,ALEXROC001,10,,,,12,261,0
10,2005,SAPPCEC001,16,,,,2,28,0
10,2005,ANDEMIK001,15,,,,1,18,0
10,2005,JOHNKYL001,16,,,,1,8,0
10,2005,VEALDEM001,15,,,,1,6,0
10,2005,ENGEJOH001,14,,,,1,5,0
10,2005,CARSDWA001,7,,,,1,0,0
10,2004,SMITROD002,16,22,223,0,,,
10,2004,LUKETRI001,10,19,135,0,15,306,0
10,2004,ADAMCHA001,4,2,42,0,,,
10,2004,ALEXROC001,16,,,,19,386,0
10,2004,DROUREU001,16,,,,14,344,0
10,2004,GRIFQUE001,6,,,,4,52,0
10,2004,SAPPCEC001,5,,,,1,34,0
10,2003,ONEADEL001,13,33,315,1,8,128,0
10,2003,SMITROD002,15,6,127,1,,,
10,2003,COLECHR002,11,,,,30,714,0
10,2003,DROUREU001,15,,,,12,293,0
10,2003,MADIADR001,11,,,,5,137,0
10,2003,ANDEMIK001,12,,,,2,14,0
10,2003,PUTZJEB001,4,,,,1,16,0
10,2003,FATAMAR001,16,,,,1,0,0
10,2002,ONEADEL001,16,30,251,0,1,15,0
10,2002,POOLTYR001,16,4,24,0,,,
10,2002,DROUREU001,16,,,,20,516,0
10,2002,KASPKEV001,4,,,,15,393,0
10,2002,MONTSCO001,15,,,,15,370,0
10,2002,REAGMON001,15,,,,4,74,0
10,2002,ANDEMIK001,15,,,,2,39,0
10,2002,CARSDWA001,16,,,,2,14,0
10,2002,HAPEPAT001,16,,,,1,16,0
10,2002,GARYOLA001,13,,,,1,13,0
10,2002,COLEKAR001,2,,,,1,6,0
10,2001,ONEADEL001,16,31,405,1,,,
10,2001,COLECHR002,16,,,,48,1127,0
10,2001,KASPKEV001,10,,,,14,372,0
10,2001,CARTTON001,16,,,,2,44,0
10,2001,GARYOLA001,9,,,,1,18,0
10,2001,CLARDES001,16,,,,1,11,0
10,2001,SMITDET001,15,,,,1,4,0
10,2000,ONEADEL001,16,34,354,0,46,1102,1
10,2000,BUCKTER001,16,2,10,0,,,
10,2000,COLECHR002,8,,,,11,264,0
10,2000,SMITDET001,16,,,,5,73,0
10,2000,CHAMBYR001,15,,,,2,25,0
10,2000,MILLBIL003,12,,,,1,13,0
10,2000,CARSDWA001,16,,,,1,0,0
10,1999,WATSCHR001,14,44,334,1,48,1138,0
10,1999,MCGRTRA001,14,7,50,0,,,
10,1999,COGHGEO001,13,3,25,0,,,
10,1999,AVERJOH001,6,,,,7,137,0
10,1999,MILLBIL003,10,,,,4,79,0
10,1999,LOVIDER001,10,,,,2,22,0
10,1999,SMITDET001,16,,,,1,12,0
10,1999,SMITROD002,15,,,,1,10,0
10,1998,GORDDAR001,16,34,379,0,,,
10,1998,COGHGEO001,9,3,20,0,,,
10,1998,PAULTIT001,16,1,0,0,,,
10,1998,HEBRVAU001,15,,,,46,1216,1
10,1998,LOVIDER001,16,,,,6,105,0
10,1998,SMITDET001,15,,,,3,51,0
10,1998,BURNKEI001,16,,,,2,17,0
10,1998,TANUMAA001,16,,,,1,13,0
10,1997,GORDDAR001,16,40,543,3,,,
10,1997,SMITROD002,16,1,12,0,,,
10,1997,HEBRVAU001,16,,,,43,1009,0
10,1997,LOVIDER001,16,,,,5,136,0
10,1997,BURNKEI001,16,,,,4,45,0
10,1997,CHAMBYR001,10,,,,1,13,0
10,1997,SMITDET001,16,,,,1,0,0
10,1996,KINCTOD001,7,26,300,0,,,
10,1996,SMITROD002,10,23,283,0,1,29,0
10,1996,HEBRVAU001,16,,,,45,1099,0
10,1996,CHAMBYR001,11,,,,3,49,0
10,1996,JEFFPAT001,4,,,,1,18,0
10,1995,MILBGLY001,16,31,354,0,47,1269,0
10,1995,CROCRAY001,16,0,4,0,,,
10,1995,CRAVAAR001,16,,,,7,50,0
10,1995,SMITROD002,16,,,,4,54,0
10,1995,ROBIJEF001,16,,,,1,14,0
10,1995,BURNKEI001,16,,,,1,5,0
10,1994,MILBGLY001,16,41,379,0,37,793,0
10,1994,BYNOBUT001,9,,,,24,545,0
10,1994,RUSSDER001,12,,,,5,105,0
10,1994,CLARDER001,16,,,,3,34,0
10,1994,CAMPJEF001,16,,,,3,24,0
10,1994,SWANCHA001,13,,,,1,16,0
10,1994,EVANJER001,16,,,,1,6,0
10,1994,CARSDWA001,4,,,,1,0,0
10,1993,MILBGLY001,16,40,425,0,12,188,0
10,1993,BRADRON001,10,1,0,0,,,
10,1993,RUSSDER001,13,,,,18,374,0
10,1993,DELPROB001,16,,,,7,146,0
10,1993,MEEKBOB001,8,,,,1,9,0
10,1993,SHARSHA001,16,,,,1,0,0
10,1992,MARSART001,16,33,349,0,8,132,0
10,1992,DIMRCHA001,16,1,4,0,,,
10,1992,MONTALT001,12,,,,21,466,0
10,1992,RUSSDER001,12,,,,7,154,0
10,1992,GREEGAS001,14,,,,5,76,0
10,1992,ROBIFRA001,12,,,,4,89,0
10,1992,JOHNREG001,15,,,,2,47,0
10,1992,SMITSAM001,3,,,,2,31,0
10,1992,OLIVMUH001,3,,,,1,20,0
10,1992,TRAYKEI001,16,,,,1,13,0
10,1991,JOHNVAN001,10,24,174,0,,,
10,1991,NATTRIC001,16,10,43,0,,,
10,1991,CLARKEV001,4,7,67,0,2,45,0
10,1991,MONTALT001,16,,,,26,488,0
10,1991,RUSSDER001,13,,,,7,120,0
10,1991,LEWIGRE001,16,,,,1,20,0
10,1991,SEWESTE001,16,,,,1,14,0
10,1990,CLARKEV001,8,21,159,0,20,505,0
10,1990,JOHNVAN001,16,11,92,0,6,126,0
10,1990,NATTRIC001,15,1,5,0,1,0,0
10,1990,MONTALT001,15,,,,14,286,0
10,1990,EZORBLA001,9,,,,13,214,0
10,1990,WINDSAM001,15,,,,4,55,0
10,1990,BRATMEL001,16,,,,3,37,0
10,1990,KAYACLA001,16,,,,2,10,0
10,1990,JACKMAR003,16,,,,1,18,0
10,1990,MOBLORS001,9,,,,1,9,0
10,1990,ATWASTE001,15,,,,1,0,0
10,1989,BELLKEN001,15,21,143,0,30,602,0
10,1989,JOHNVAN001,16,12,118,0,,,
10,1989,NATTRIC001,8,9,77,0,,,
10,1989,WOODCHR001,1,2,6,0,1,17,0
10,1989,CARRDAR001,16,1,0,0,6,152,0
10,1989,HUMPBOB002,16,,,,4,86,0
10,1989,BRATMEL001,16,,,,2,19,0
10,1988,NATTRIC001,15,23,223,0,6,124,0
10,1988,CLARKEV001,3,13,115,0,,,
10,1988,WILLGER001,11,13,90,0,,,
10,1988,HARDMIK001,16,2,14,0,1,9,0
10,1988,JOHNJAS001,8,1,5,0,14,292,0
10,1988,BELLKEN001,16,1,4,0,36,762,0
10,1988,WINDSAM001,16,,,,1,11,0
10,1987,CLARKEV001,11,18,233,1,2,33,0
10,1987,NATTRIC001,12,12,73,0,4,78,0
10,1987,SWANSHA001,3,9,132,0,9,234,0
10,1987,WILLGER001,3,4,22,0,,,
10,1987,HARDMIK001,12,2,11,0,,,
10,1987,LILLTON001,13,2,6,0,,,
10,1987,JOHNVAN001,11,1,9,0,7,140,0
10,1987,BELLKEN001,12,,,,15,323,0
10,1987,LANGGEN001,12,,,,4,78,0
10,1987,BROWLAR001,3,,,,3,57,0
10,1987,RYANJIM001,14,,,,2,9,0
10,1986,WILLGER001,16,42,468,1,3,35,0
10,1986,JOHNVAN001,12,3,36,0,2,21,0
10,1986,JACKMAR003,16,2,7,0,1,16,0
10,1986,HARDMIK001,16,1,41,1,,,
10,1986,BELLKEN001,16,,,,23,531,0
10,1986,LANGGEN001,15,,,,21,480,0
10,1986,HUNLRIC001,16,,,,2,11,0
10,1986,RYANJIM001,16,,,,1,0,0
10,1985,JOHNVAN001,16,30,260,0,30,740,0
10,1985,WILLGER001,15,16,169,0,2,40,0
10,1985,LANGGEN001,12,,,,17,361,0
10,1985,HUNTDAN001,16,,,,2,33,0
10,1985,SEWESTE001,16,,,,1,29,0
10,1984,WILLGER001,16,20,200,0,4,109,0
10,1984,THOMZAC001,12,20,118,0,18,351,0
10,1984,WILSSTE002,15,1,0,0,,,
10,1984,LANGGEN001,16,,,,19,404,0
10,1984,DENNRIC001,16,,,,2,27,0
10,1984,HARDMIK001,16,,,,1,4,0
10,1984,SMITAAR001,10,,,,1,2,0
10,1983,THOMZAC001,16,33,368,1,28,573,0
10,1983,UPCHRIC001,12,4,52,0,,,
10,1983,WRIGLOU001,16,1,0,0,,,
10,1983,WILSSTE002,16,,,,24,485,0
10,1983,STUDDAV001,16,,,,2,8,0
10,1983,HARDMIK001,15,,,,1,9,0
10,1983,JACKTOM001,15,,,,1,2,0
10,1982,UPCHRIC001,9,15,242,2,,,
10,1982,WILLGER001,9,6,63,0,17,337,0
10,1982,MANNWAD001,9,,,,15,346,0
10,1982,WILSSTE002,8,,,,6,123,0
10,1982,UECKKEI001,5,,,,1,12,0
10,1982,POOLNAT002,9,,,,1,0,0
10,1981,MANNWAD001,16,41,378,0,26,514,0
10,1981,UPCHRIC001,13,9,63,0,,,
10,1981,KYLEAAR001,16,1,0,0,,,
10,1981,HARDMIK001,16,,,,11,178,0
10,1981,LYTLROB001,16,,,,5,80,0
10,1981,CANALAR001,16,,,,2,19,0
10,1981,EGLORON001,16,,,,1,7,0
10,1981,RYANJIM001,16,,,,1,2,0
10,1981,PRESDAV001,16,,,,1,1,0
10,1980,UPCHRIC001,16,37,353,0,,,
10,1980,HARDMIK001,16,2,36,0,12,214,0
10,1980,BRUNLAR002,13,2,12,0,40,923,0
10,1980,PRESDAV001,12,1,7,0,5,106,0
10,1980,LYTLROB001,16,,,,1,19,0
10,1980,MOOREME001,16,,,,1,18,0
10,1980,JENSJIM001,14,,,,1,5,0
10,1980,WATSSTE001,16,,,,1,5,0
10,1980,RYANJIM001,16,,,,1,0,0
10,1979,UPCHRIC001,16,30,304,0,5,79,0
10,1979,PRESDAV001,10,7,78,0,13,336,0
10,1979,PANECHR001,16,5,20,0,18,354,0
10,1979,WESTCHA002,16,1,-1,0,,,
10,1979,JACKBER001,12,,,,4,53,0
10,1979,DIXOZAC001,5,,,,3,53,0
10,1979,CANALAR001,16,,,,3,31,0
10,1979,GRANJOH002,16,,,,1,25,0
10,1979,ARMSOTI001,15,,,,1,21,0
10,1979,KINNVIN001,15,,,,1,14,0
10,1979,EGLORON001,15,,,,1,0,0
10,1978,UPCHRIC001,12,36,493,1,8,222,0
10,1978,PRESDAV001,16,10,68,0,7,154,0
10,1978,WESTCHA002,16,3,20,0,1,24,0
10,1978,THOMBIL002,16,1,3,0,,,
10,1978,PANECHR001,5,1,-2,0,1,29,0
10,1978,PERRLON001,16,,,,12,256,0
10,1978,JACKBER001,16,,,,9,209,0
10,1978,KEYWJON001,16,,,,2,24,0
10,1978,SCHUJOH002,4,,,,1,20,0
10,1978,TURKGOD001,16,,,,1,14,0
10,1977,UPCHRIC001,14,51,653,1,20,456,0
10,1977,PANECHR001,11,6,48,0,1,16,0
10,1977,SCHUJOH002,14,1,11,0,6,135,0
10,1977,PERRLON001,14,,,,3,72,0
10,1977,HYDEGLE001,14,,,,1,15,0
10,1977,KEYWJON001,11,,,,1,15,0
10,1977,GRANJOH002,14,,,,1,8,0
10,1977,NAIRROB001,13,,,,1,1,0
10,1977,DOLBJAC001,14,,,,0,14,0
10,1976,UPCHRIC001,13,39,536,4,22,514,0
10,1976,THOMBIL002,14,6,60,0,,,
10,1976,FOLESTE001,14,5,42,0,,,
10,1976,SCHUJOH002,14,1,2,0,3,82,0
10,1976,PERRLON001,14,,,,14,391,0
10,1976,BROWBOY001,14,,,,3,41,0
10,1976,FRANMIK001,14,,,,2,22,0
10,1976,HYDEGLE001,11,,,,1,17,0
10,1976,GOODHAR001,14,,,,1,8,0
10,1975,UPCHRIC001,14,27,312,0,40,1084,0
10,1975,THOMBIL002,14,13,158,0,,,
10,1975,LYNCFRA001,14,1,0,0,,,
10,1975,LITTFLO001,14,,,,16,307,0
10,1975,ROSSOLI001,14,,,,1,20,0
10,1975,SEVEJEF001,14,,,,1,20,0
10,1975,MAPLBOB001,14,,,,1,15,0
10,1974,THOMBIL002,14,26,350,0,13,325,0
10,1974,GREECHA003,11,13,90,0,,,
10,1974,LITTFLO001,14,4,34,0,8,171,0
10,1974,ARMSOTI001,14,,,,16,386,0
10,1974,ROSSOLI001,7,,,,7,117,0
10,1974,KEYWJON001,14,,,,4,85,0
10,1974,BROWBOY001,14,,,,3,56,0
10,1974,CRITKEN001,14,,,,3,48,0
10,1973,THOMBIL002,14,30,366,0,1,25,0
10,1973,TYLEMAU001,14,4,20,0,1,23,0
10,1973,GREECHA003,10,3,11,0,,,
10,1973,LITTFLO001,14,1,7,0,,,
10,1973,CRITKEN001,14,1,0,0,,,
10,1973,MITCLER001,12,1,0,0,,,
10,1973,ARMSOTI001,14,,,,20,472,0
10,1973,DAWKJOE001,14,,,,10,222,0
10,1973,MONTRAN001,9,,,,1,22,0
10,1973,LYNCFRA001,9,,,,1,14,0
10,1973,FORSFRE001,3,,,,1,12,0
10,1973,SIMOMIK001,14,,,,1,3,0
10,1972,SHERROD001,14,10,89,0,,,
10,1972,LITTFLO001,14,8,64,0,3,48,0
10,1972,THOMBIL002,8,4,82,0,,,
10,1972,GREECHA003,14,4,67,1,,,
10,1972,SIMOMIK001,14,1,5,0,1,-6,0
10,1972,KRIEJIM001,6,1,3,0,1,18,0
10,1972,MONTRAN001,14,,,,29,756,1
10,1972,DAWKJOE001,14,,,,15,357,0
10,1972,LYNCFRA001,14,,,,3,45,0
10,1972,TURNCLE001,12,,,,1,25,0
10,1972,ANDEBOB002,9,,,,1,13,0
10,1972,PREESTE001,13,,,,1,0,0
10,1971,THOMBIL002,14,29,274,0,5,105,0
10,1971,GREECHA003,13,11,46,0,,,
10,1971,MITCLER001,14,1,0,0,,,
10,1971,ANDEBOB002,13,,,,8,187,0
10,1971,LITTFLO001,14,,,,7,199,0
10,1971,POSTDIC001,6,,,,5,116,0
10,1971,TURNCLE001,14,,,,5,100,0
10,1971,CRITKEN001,11,,,,5,81,0
10,1971,MONTRAN001,3,,,,4,80,0
10,1971,DAWKJOE001,8,,,,2,34,0
10,1971,BACHJAY001,14,,,,2,20,0
10,1971,FORSFRE001,14,,,,1,19,0
10,1971,LYNCFRA001,10,,,,0,19,0
10,1970,THOMBIL002,9,23,233,0,9,188,0
10,1970,LITTFLO001,14,22,187,0,6,126,0
10,1970,GREECHA003,14,14,123,0,,,
10,1970,JAQUPET001,13,4,13,0,,,
10,1970,ANDEBOB002,14,,,,21,520,0
10,1970,HENDJER001,10,,,,8,197,0
10,1970,CRITKEN001,14,,,,2,20,0
10,1970,TURNCLE001,11,,,,1,31,0
10,1970,WASHDAV002,13,,,,1,20,0
10,1970,MYRTCHI001,14,,,,1,1,0
10,1970,LYNCFRA001,14,,,,0,11,0
10,1969,THOMBIL002,14,25,288,0,18,513,0
10,1969,LITTFLO001,9,6,70,0,3,81,0
10,1969,BURRGEO001,14,5,56,0,6,108,0
10,1969,GREECHA003,12,1,36,0,,,
10,1969,WILLWAN001,11,,,,23,574,0
10,1969,CRITKEN001,14,,,,3,31,0
10,1969,BARNWAL002,9,,,,1,16,0
10,1969,HOLLGUS001,14,,,,1,0,0
10,1969,MYRTCHI001,12,,,,1,0,0
10,1968,LITTFLO001,11,24,261,1,26,649,0
10,1968,GREECHA003,14,9,53,0,2,41,0
10,1968,LUKETOM001,7,3,13,0,2,34,0
10,1968,JAQUPET001,13,2,5,0,1,0,0
10,1968,HOLLGUS001,13,,,,7,194,0
10,1968,STOKJES001,2,,,,5,106,0
10,1968,MOORALE001,3,,,,4,74,0
10,1968,GARRDRA001,14,,,,3,77,0
10,1968,LINDHUB001,3,,,,3,72,0
10,1968,ERWITER001,9,,,,3,55,0
10,1968,FORSFRE001,13,,,,2,16,0
10,1968,CRABERI001,14,,,,1,30,0
10,1968,DICKWAL001,10,,,,1,13,0
10,1967,LITTFLO001,13,16,270,1,35,942,0
10,1967,SELLGOL001,13,4,24,0,6,120,0
10,1967,CASSTOM001,14,3,14,0,1,19,0
10,1967,CRABERI001,14,2,24,0,1,26,0
10,1967,HUARJOH001,14,1,19,0,,,
10,1967,MITCCHA002,14,,,,8,164,0
10,1967,WILSNEM001,14,,,,4,106,0
10,1967,HAYEWEN001,14,,,,3,104,0
10,1967,LYNCFRA001,6,,,,1,27,0
10,1967,BEERTOM001,14,,,,1,10,0
10,1966,HAYNABN001,14,10,119,0,9,229,0
10,1966,SCOTLEW001,13,7,56,0,9,282,0
10,1966,SELLGOL001,14,6,49,0,19,541,2
10,1966,WILSNEM001,14,2,10,0,10,309,1
10,1966,LESTDAR002,11,1,1,0,1,11,0
10,1966,CRABERI001,14,,,,5,129,0
10,1966,MITCCHA002,13,,,,3,55,0
10,1966,STURJER001,14,,,,1,2,0
10,1966,INMAJER001,14,,,,1,0,0
10,1965,BARRODE001,12,21,210,0,26,611,0
10,1965,HAYNABN001,14,14,121,1,34,901,0
10,1965,BUSSGER001,6,2,24,0,5,103,0
10,1965,HAYEWEN001,14,,,,4,93,0
10,1965,CARMPAU001,3,,,,1,15,0
10,1965,DIXOHEW001,14,,,,1,8,0
10,1964,BARRODE001,14,16,149,1,47,1245,0
10,1964,MITCCHA002,14,9,110,0,10,221,0
10,1964,MINGGEN001,7,,,,8,163,0
10,1964,DIXOHEW001,14,,,,6,89,0
10,1964,OLSOHAR001,14,,,,2,27,0
10,1964,SHACDON001,8,,,,1,13,0
10,1964,JORDLAR001,8,,,,1,0,0
10,1964,STURJER001,14,,,,1,0,0
10,1963,MITCCHA002,14,12,141,0,37,954,1
10,1963,MINGGEN001,14,7,85,0,7,151,0
10,1963,DIXOHEW001,5,3,58,0,9,195,0
10,1963,FRAZALA001,3,3,42,0,7,185,0
10,1963,BROWWIL002,8,3,29,0,3,70,0
10,1963,GAITBOB001,6,,,,11,225,0
10,1963,OLSOHAR001,14,,,,2,0,0
10,1963,SCARBOB001,11,,,,1,8,0
10,1963,FRASJIM001,14,,,,1,0,0
10,1963,GROMBIL001,14,,,,0,9,0
10,1963,GONSGOO001,14,,,,0,4,0
10,1962,MINGGEN001,14,7,36,0,6,99,0
10,1962,ZEMABOB001,14,5,59,0,,,
10,1962,FRAZALA001,14,5,32,0,19,388,0
10,1962,MINTTOM001,7,2,1,0,10,227,0
10,1962,TARRJER001,14,,,,8,217,0
10,1962,MCGEJOH001,14,,,,5,143,0
10,1962,OLSZJOH001,12,,,,3,66,0
10,1962,STINJAM001,10,,,,2,27,0
10,1962,DICKBOA001,14,,,,2,26,0
10,1962,DANEELD001,14,,,,1,11,0
10,1962,MCMIJIM002,14,,,,1,6,0
10,1961,FRAZALA001,14,18,231,1,18,504,1
10,1961,CARMALA001,6,7,58,0,16,310,0
10,1961,MCNABOB001,14,4,17,0,,,
10,1961,AMESDAV001,7,2,17,0,12,240,0
10,1961,MINGGEN001,10,1,1,0,4,120,0
10,1961,STONDON001,14,,,,9,215,0
10,1961,BUKAFRE001,14,,,,3,41,0
10,1961,GONSGOO001,14,,,,1,34,0
10,1961,HILLJAC001,14,,,,1,23,0
10,1961,PREBGEN001,14,,,,1,8,0
10,1961,STINJAM001,14,,,,1,6,0
10,1960,CARMALA001,10,15,101,0,22,581,0
10,1960,MCNABOB001,14,11,68,0,9,192,0
10,1960,MINGGEN001,14,3,92,1,9,209,0
10,1960,STRABOB001,14,,,,7,153,0
10,1960,WEGETED001,4,,,,6,143,0
10,1960,BRODJWA001,14,,,,5,117,0
10,1960,ALLEDON001,10,,,,5,72,0
10,1960,BELLHEN001,10,,,,2,60,0
10,1960,GREEJIM001,14,,,,1,11,0
10,1960,STRIDAV001,14,,,,1,9,0
11,2018,ABDUAME001,3,,,,4,107,0
11,2018,WILLLUK001,14,,,,2,35,0
11,2018,AGNEJAM001,6,12,57,0,8,216,0
11,2018,JONETJA001,15,8,87,0,4,81,0
11,2018,TATEGOL001,7,2,15,0,,,
11,2018,POWEBRA001,6,2,8,0,2,43,0
11,2018,DIGGQUA001,16,2,4,0,,,
11,2018,ELLIBRU001,4,1,0,0,,,
11,2017,ABDUAME001,14,,,,8,179,0
11,2017,ZENNZAC001,8,,,,3,62,0
11,2017,WASHDWA001,5,,,,2,31,0
11,2017,FELLDAR001,16,,,,1,10,0
11,2017,AGNEJAM001,13,29,447,2,11,196,0
11,2017,JONETJA001,14,6,47,0,5,105,0
11,2017,TATEGOL001,16,2,23,0,2,0,0
11,2016,ROBEAND001,16,20,246,2,33,747,0
11,2016,WASHDWA001,12,,,,2,46,0
11,2015,TATEGOL001,16,20,149,0,1,26,0
11,2015,JONETJA001,10,7,59,0,5,106,0
11,2015,MOORLAN001,14,2,1,0,,,
11,2015,FULLCOR002,12,1,0,0,,,
11,2015,ABDUAME001,16,,,,37,1077,0
11,2015,BELLJOI001,13,,,,1,11,0
11,2014,ROSSJER001,16,32,284,0,23,584,0
11,2014,WINNGEO001,12,,,,2,28,0
11,2013,SPURMIC001,10,22,145,0,15,338,0
11,2013,ROSSJER001,10,15,243,1,15,439,1
11,2013,BROYRYA001,6,1,4,0,,,
11,2013,DICKDOR001,5,,,,1,18,0
11,2013,RIDDTHE001,14,,,,1,12,0
11,2013,GANDDYL001,15,,,,1,5,0
11,2013,BELLJOI001,16,,,,1,4,0
11,2012,LOGASTE001,16,33,300,0,28,597,0
11,2012,SMITALP001,4,1,2,0,,,
11,2012,THOMMIK003,9,1,0,0,1,12,0
11,2012,BELLJOI001,16,,,,2,54,0
11,2012,REIFRIL001,16,,,,1,10,0
11,2012,SCHETON001,15,,,,1,7,0
11,2012,HELLWIL001,16,,,,1,1,0
11,2011,LOGASTE001,16,37,301,0,33,832,0
11,2011,MCDOBRA001,13,1,0,0,,,
11,2011,DAVIRAS001,11,,,,2,34,0
11,2011,MORRMAU001,16,,,,1,15,0
11,2011,FLUEAND001,13,,,,1,6,0
11,2010,LOGASTE001,16,30,362,0,55,1448,1
11,2010,FELTJER001,16,,,,2,59,0
11,2010,MCBRTUR001,15,,,,1,8,0
11,2010,FLUEAND001,16,,,,1,4,0
11,2010,BURLNAT001,14,,,,1,0,0
11,2010,SCHETON001,15,,,,1,0,0
11,2009,NORTDEN001,16,22,189,0,3,66,0
11,2009,BUCHPHI001,13,4,34,0,,,
11,2009,WITHBRI001,1,2,10,0,4,72,0
11,2009,BROWAAR003,15,,,,42,951,0
11,2009,WILLDER001,11,,,,42,931,0
11,2009,FOLLZAC001,12,,,,2,12,0
11,2009,FITZCAS001,12,,,,1,10,0
11,2009,JENNADA001,1,,,,1,8,0
11,2009,FELTJER001,13,,,,1,0,0
11,2008,MCDOSHA001,12,11,104,0,,,
11,2008,FURRMIK001,9,5,36,0,2,30,0
11,2008,CASOAVE001,7,3,27,0,32,746,0
11,2008,STANJOH001,9,1,1,0,,,
11,2008,JENNADA001,7,1,0,0,,,
11,2008,MIDDBRA001,8,,,,39,864,0
11,2008,THOMMAR006,3,,,,4,93,0
11,2008,FITZCAS001,14,,,,3,41,0
11,2008,SMITCOR001,12,,,,2,26,0
11,2008,CODYSHA001,16,,,,1,7,0
11,2007,WALTTRO001,13,15,118,0,8,172,0
11,2007,FURRMIK001,16,3,30,0,2,25,0
11,2007,CASOAVE001,12,,,,42,1041,0
11,2007,CALHBRI001,4,,,,10,221,0
11,2007,MIDDBRA001,5,,,,4,83,0
11,2007,FITZCAS001,16,,,,3,62,1
11,2007,SAIPBLA001,14,,,,2,23,0
11,2007,DAVIBUS001,1,,,,1,1,0
11,2006,DRUMEDD001,14,28,296,0,62,1349,0
11,2006,ELLIDEV001,9,4,61,0,6,139,0
11,2006,BLYADRE001,16,3,39,0,1,27,0
11,2006,CASOAVE001,6,,,,4,110,0
11,2006,FURRMIK001,16,,,,1,23,0
11,2005,DRUMEDD001,12,26,157,0,49,1077,0
11,2005,MCQURWA001,16,10,117,0,16,381,0
11,2005,BRYSSHA001,16,,,,4,55,0
11,2005,MARTGLE001,5,,,,2,42,0
11,2005,JOHNKEV002,6,,,,1,14,0
11,2005,DEVRJAR001,16,,,,1,7,0
11,2004,DRUMEDD001,11,24,316,2,41,1092,2
11,2004,SWINREG001,13,16,104,0,18,410,0
11,2004,BRYSSHA001,16,,,,2,27,0
11,2004,TREJSTE001,11,,,,2,12,0
11,2004,SCHLCOR001,13,,,,1,23,0
11,2004,DEVRJAR001,15,,,,1,5,0
11,2004,CURRDON002,12,,,,1,-1,0
11,2003,SWINREG001,11,23,318,1,40,964,1
11,2003,DRUMEDD001,6,12,151,1,21,469,0
11,2003,HAKIAZZ001,14,9,85,0,,,
11,2003,BLYADRE001,14,3,22,0,,,
11,2003,COBOAVO001,7,,,,7,123,0
11,2003,SCHLCOR001,16,,,,1,23,0
11,2003,REDDCOR001,9,,,,1,5,0
11,2002,DRUMEDD001,9,18,138,1,40,1039,0
11,2002,HAKIAZZ001,10,10,148,1,,,
11,2002,HOWADES001,7,9,48,0,26,587,0
11,2002,FOSTLAR001,13,4,29,0,12,286,0
11,2002,CASHCHR001,16,1,0,0,,,
11,2002,CASOAVE001,10,,,,2,48,0
11,2002,COOPRAF001,5,,,,1,55,0
11,2002,SCHLCOR001,16,,,,1,15,0
11,2002,BEVEERI001,15,,,,1,9,0
11,2001,HOWADES001,14,22,201,0,57,1446,0
11,2001,FAIRTER001,12,4,37,0,10,187,0
11,2001,FOSTLAR001,13,3,17,0,9,182,0
11,2001,OLIVBRO001,16,,,,1,40,0
11,2001,RAIODOM001,16,,,,1,11,0
11,2001,SCHLCOR001,16,,,,1,10,0
11,2001,MORTJOH002,16,,,,1,4,0
11,2001,WARRLAM001,16,,,,0,-4,0
11,2000,HOWADES001,15,31,457,1,57,1401,0
11,2000,FAIRTER001,15,2,15,0,6,149,0
11,2000,OLIVBRO001,13,,,,3,25,0
11,2000,SCHLCOR001,16,,,,2,25,0
11,2000,BEVEERI001,16,,,,1,0,0
11,1999,UWAEIHE001,10,18,150,0,,,
11,1999,FAIRTER001,11,11,97,0,34,752,0
11,1999,HOWADES001,5,6,115,1,15,298,0
11,1999,IRVISED001,14,2,15,0,3,21,0
11,1999,STABBRI001,16,1,9,0,,,
11,1999,OLIVBRO001,14,,,,11,198,0
11,1999,TALTTYR001,12,,,,6,121,0
11,1999,SCHLCOR001,16,,,,2,33,0
11,1999,MORTJOH002,16,,,,1,22,0
11,1998,FAIRTER001,14,30,189,0,51,1428,2
11,1998,BOYDTOM001,9,4,11,0,8,163,0
11,1998,ABRAKEV001,16,2,12,0,,,
11,1998,MCPHJER001,3,,,,6,71,0
11,1998,RIVERON002,15,,,,2,15,0
11,1998,VARDTOM001,14,,,,1,23,0
11,1997,MILBGLY001,16,47,433,0,55,1315,0
11,1997,CARRMAR002,16,1,0,0,,,
11,1997,RIVERON002,16,,,,2,34,0
11,1997,VARDTOM001,16,,,,1,15,0
11,1997,RUSSMAT001,14,,,,1,0,0
11,1996,MILBGLY001,16,34,284,0,64,1627,0
11,1996,LYNCERI001,16,,,,1,15,0
11,1996,WASHKEI001,12,,,,1,14,0
11,1996,MATTAUB001,16,,,,1,10,0
11,1996,RIVERON002,15,,,,1,8,0
11,1996,METZPET001,15,,,,1,1,0
11,1995,MORTJOH002,16,7,48,0,18,390,0
11,1995,TURNVER001,6,6,39,0,17,323,0
11,1995,PERRBRE001,16,5,50,0,5,65,0
11,1995,CLAYWIL001,16,5,49,0,,,
11,1995,CARTANT001,3,1,3,0,2,46,0
11,1995,RIVERON002,16,,,,19,420,0
11,1995,WILLALL001,5,,,,4,100,0
11,1995,SLOADAV001,16,,,,1,14,0
11,1995,OWENDAN001,16,,,,1,9,0
11,1994,GRAYMEL002,16,21,233,0,45,1276,3
