fid,season,playerid,g,pr,pryds,prtd,kr,kryds,krtd
21,1951,SCOTJOE001,12,,,,6,154,0
21,1951,GRIFFOR001,10,,,,2,28,0
21,1951,SULAJOE001,12,,,,1,37,0
21,1951,JACKBOB001,12,,,,1,27,0
21,1951,COULTEX001,12,,,,1,12,0
21,1951,MURRBIL003,12,,,,1,0,0
21,1950,TUNNEML001,12,31,305,0,,,
21,1950,OSTEJIM001,7,7,60,0,3,68,0
21,1950,SCHNOTT001,12,3,22,0,,,
21,1950,SCOTJOE001,10,1,23,0,14,351,0
21,1950,SULAJOE001,12,,,,4,112,0
21,1950,CLAYRAN001,12,,,,1,25,0
21,1950,ROBEGEN001,12,,,,1,13,0
21,1950,POOLRAY001,12,,,,1,12,0
21,1950,SWIABIL001,12,,,,1,11,0
21,1949,TUNNEML001,12,26,315,1,2,26,0
21,1949,FISCCLE001,11,7,64,0,8,188,0
21,1949,COATRAY001,12,6,78,0,,,
21,1949,SALSJAC001,11,,,,15,474,1
21,1949,SCOTJOE001,8,,,,7,203,0
21,1949,KOLMEDA001,11,,,,2,24,0
21,1949,SULAJOE001,12,,,,1,27,0
21,1949,ROBEGEN001,12,,,,1,16,0
21,1949,POOLRAY001,12,,,,1,3,0
21,1948,TUNNEML001,10,12,115,0,1,21,0
21,1948,ATWOJOH001,8,4,32,0,3,58,0
21,1948,SCOTJOE001,10,3,25,0,20,569,1
21,1948,MINISKI001,12,3,25,0,4,82,0
21,1948,ROBEGEN001,11,1,10,0,7,160,0
21,1948,CHEVGEO001,8,1,5,0,3,80,0
21,1948,COATRAY001,9,,,,6,107,0
21,1948,CONECHA001,12,,,,4,72,0
21,1948,SULAJOE001,12,,,,4,66,0
21,1948,SIEGJUL001,3,,,,1,12,0
21,1948,WHITJIM001,11,,,,1,6,0
21,1948,ROYSEDA001,10,,,,1,5,0
21,1948,GARZMIK001,5,,,,1,0,0
21,1948,SWIABIL001,12,,,,1,0,0
21,1947,REAGFRA001,10,27,182,0,2,34,0
21,1947,FRANGEO002,7,6,60,0,7,121,0
21,1947,CHEVGEO001,9,5,88,0,7,135,0
21,1947,BROWDAV005,7,4,22,0,1,30,0
21,1947,PASCBIL001,4,1,11,0,,,
21,1947,BLUMJIM001,10,1,8,0,2,77,0
21,1947,LIVIHOW001,10,,,,9,203,0
21,1947,ROBEGEN001,9,,,,8,141,0
21,1947,FAIRART001,3,,,,2,62,0
21,1947,SULAJOE001,11,,,,2,23,0
21,1947,COULTEX001,12,,,,2,16,0
21,1947,PASCGOR001,6,,,,1,20,0
21,1947,IVERDUK001,8,,,,1,16,0
21,1947,LIEBFRA001,11,,,,1,12,0
21,1947,NILEJER001,4,,,,1,12,0
21,1947,MIKLBIL001,7,,,,1,3,0
21,1946,PASCBIL001,10,8,85,0,6,158,0
21,1946,FILCFRA001,11,6,50,0,4,109,0
21,1946,REAGFRA001,6,5,48,0,2,77,0
21,1946,SOARHAN001,11,4,83,0,,,
21,1946,FRANGEO002,10,4,58,0,6,162,0
21,1946,DOOLJOH001,5,3,49,0,,,
21,1946,HAPEMER001,10,2,5,0,2,43,0
21,1946,BROWDAV005,7,1,0,0,,,
21,1946,LIVIHOW001,10,,,,1,30,0
21,1946,HARECEC001,8,,,,1,19,0
21,1946,FILISTE001,11,,,,1,16,0
21,1946,CARRVIC001,6,,,,1,11,0
21,1945,LIVIHOW001,10,13,106,0,4,104,0
21,1945,CUFFWAR001,9,10,124,0,4,105,0
21,1945,SHEDEDA001,3,1,19,0,2,40,0
21,1945,FRANGEO002,5,1,18,0,3,58,0
21,1945,FILISTE001,10,1,18,0,1,32,0
21,1945,MARTFRA001,3,1,10,0,1,18,0
21,1945,DOOLJOH001,5,,,,3,87,0
21,1945,SULAJOE001,8,,,,3,50,0
21,1945,PASCBIL001,4,,,,2,43,0
21,1945,SHAFLEE001,6,,,,2,42,0
21,1945,WEISJOH001,10,,,,2,36,0
21,1945,HOVIJUN001,6,,,,1,20,0
21,1945,FOXASAM001,8,,,,1,14,0
21,1945,VISNLAR001,8,,,,1,0,0
21,1944,CUFFWAR001,10,11,115,0,2,63,0
21,1944,PASCBIL001,10,7,102,0,9,260,0
21,1944,SOARHAN001,3,6,52,0,,,
21,1944,PETRBIL001,9,4,58,0,,,
21,1944,LIVIHOW001,10,4,44,0,4,114,0
21,1944,CARRVIC001,10,1,28,1,,,
21,1944,ADAMNEA001,10,,,,2,29,0
21,1943,CUFFWAR001,10,9,120,0,3,59,0
21,1943,PASCBIL001,9,9,92,0,7,183,0
21,1943,BROWDAV005,10,7,106,0,,,
21,1943,NIXAEME001,10,4,50,0,1,12,0
21,1943,LEEMTUF001,10,3,66,0,2,29,0
21,1943,SOARHAN001,4,2,15,0,,,
21,1943,TROCBOB001,5,1,17,0,2,64,0
21,1943,KINSCAR001,8,,,,2,57,0
21,1943,KARCBUL001,8,,,,1,21,0
21,1943,ADAMNEA001,8,,,,1,8,0
21,1943,WALLWIL001,8,,,,1,3,0
21,1942,HAPEMER001,11,11,170,0,9,215,0
21,1942,CANTLEO001,10,5,69,0,1,24,0
21,1942,CUFFWAR001,11,4,54,0,3,78,0
21,1942,SOARHAN001,11,3,29,0,5,134,0
21,1942,LEEMTUF001,8,2,26,0,,,
21,1942,TROCBOB001,7,2,24,0,1,35,0
21,1942,OWENALA001,7,2,20,0,,,
21,1942,HUTCBIL001,2,1,1,0,,,
21,1942,LIEBDON001,11,1,0,0,1,12,0
21,1942,SHAFLEE001,10,,,,2,40,0
21,1942,WALLWIL001,11,,,,2,26,0
21,1941,LEEMTUF001,11,14,170,0,3,48,0
21,1941,FRANGEO002,11,13,194,0,4,120,0
21,1941,ESHMLEN001,9,6,131,0,2,54,0
21,1941,REAGFRA001,5,6,113,0,2,50,0
21,1941,SOARHAN001,11,4,54,0,,,
21,1941,YEAGHOW001,10,2,40,0,3,89,0
21,1941,CUFFWAR001,11,1,10,0,2,46,0
21,1941,PUGHMAR001,5,1,5,0,,,
21,1941,FALANEL001,11,,,,2,32,0
21,1941,WALLWIL001,11,,,,2,28,0
22,2018,CANNTRE001,16,,,,1,20,0
22,2018,ANDEROB001,14,,,,1,13,0
22,2018,TOMLERI001,15,,,,1,10,0
22,2018,KAUFBRO001,3,,,,1,0,0
22,2018,ROBEAND001,16,23,324,1,40,1174,1
22,2018,BROOTER001,16,1,0,0,,,
22,2018,HERNCHR001,16,1,0,0,2,21,0
22,2017,STEWARD001,15,,,,9,173,0
22,2017,BASSDAV001,13,,,,1,10,0
22,2017,JENKJOR001,16,,,,1,7,0
22,2017,KERLJER001,8,16,85,0,,,
22,2017,NATSJOJ001,7,16,38,0,16,325,0
22,2017,RAYMKAL001,2,5,38,0,3,85,0
22,2017,MCGUELI001,16,1,10,0,4,83,0
22,2016,MARSJAL001,10,18,100,0,13,324,0
22,2016,MARSNIC001,8,6,39,0,12,168,0
22,2016,ROSSJER001,4,1,10,0,11,224,0
22,2016,ROBEDAR001,12,1,0,0,,,
22,2016,SKRIBUS001,14,1,0,0,,,
22,2016,SPILCJA001,4,,,,5,96,0
22,2016,ENUNQUI001,16,,,,1,54,0
22,2016,HOWSJUL001,2,,,,1,15,0
22,2015,KERLJER001,16,48,411,0,,,
22,2015,DECKERI001,15,1,11,0,,,
22,2015,CROMANT001,15,,,,15,377,0
22,2015,STACZAC001,8,,,,10,204,0
22,2015,CUMBJEF001,15,,,,4,50,0
22,2015,OWUSCHR001,3,,,,2,58,0
22,2015,DAVIKEL001,16,,,,2,24,0
22,2015,SMITDEV002,10,,,,1,21,0
22,2015,POWEBIL001,11,,,,1,20,0
22,2015,THOMKEN003,7,,,,1,17,0
22,2015,REILTRE001,15,,,,1,0,0
22,2014,KERLJER001,16,25,199,0,1,12,0
22,2014,POWEWAL001,4,12,48,0,8,233,0
22,2014,SAUNJAL001,3,6,26,0,,,
22,2014,HARVPER001,8,,,,20,495,0
22,2014,HAKISAA001,16,,,,13,279,0
22,2014,GRAHTJA001,12,,,,6,113,0
22,2014,OWUSCHR001,5,,,,2,102,0
22,2014,POWEBIL001,15,,,,2,34,0
22,2014,CONNJOH001,12,,,,2,12,0
22,2014,PANTCHR001,5,,,,1,24,0
22,2014,AMARJAC001,14,,,,1,21,0
22,2014,SUDFZAC001,16,,,,1,9,0
22,2014,SALAGRE001,10,,,,1,8,0
22,2013,KERLJER001,12,13,115,0,1,19,0
22,2013,CRIBJOS001,6,8,96,0,20,490,0
22,2013,WILSKYL001,16,4,13,0,,,
22,2013,GATECLY001,6,,,,9,209,0
22,2013,CROMANT001,16,,,,6,164,0
22,2013,REYNDAR001,2,,,,3,75,0
22,2013,DOUZLEG001,16,,,,2,20,0
22,2013,GREEALE002,13,,,,1,22,0
22,2013,BOHATOM001,16,,,,1,15,0
22,2013,DAVITRO002,4,,,,1,7,0
22,2013,BELLNIC001,16,,,,1,0,0
22,2012,KERLJER001,16,19,208,1,,,
22,2012,WILSKYL001,16,4,30,0,1,9,0
22,2012,MCKNJOE001,15,,,,39,1072,1
22,2012,GATECLY001,11,,,,5,144,0
22,2012,CROMANT001,16,,,,2,42,0
22,2012,SMITERI003,12,,,,1,19,0
22,2012,REULKON001,16,,,,1,14,0
22,2012,BELLNIC001,16,,,,1,8,0
22,2011,KERLJER001,14,29,317,0,1,15,0
22,2011,LEONJIM004,13,9,83,0,,,
22,2011,MCKNJOE001,15,5,26,0,34,1073,1
22,2011,CROMANT001,16,1,0,0,17,417,0
22,2011,BAKEJOS001,11,,,,3,60,0
22,2011,CONNJOH001,16,,,,2,29,0
22,2011,MULLMAT001,16,,,,1,20,0
22,2011,WILSKYL001,16,,,,1,17,0
22,2011,REVIDAR001,16,,,,1,3,0
22,2011,MCINGAR001,13,,,,1,0,0
22,2011,TURNPAT001,15,,,,1,-1,0
22,2010,LEONJIM004,11,21,238,0,,,
22,2010,WILSKYL001,16,15,111,0,2,22,0
22,2010,COTCJER001,14,8,66,0,,,
22,2010,CROMANT001,15,5,36,0,1,-6,0
22,2010,HOLMSAN001,12,4,40,0,,,
22,2010,MCKNJOE001,9,2,43,0,3,60,0
22,2010,COLEMAR002,12,1,-5,0,,,
22,2010,SMITBRA002,16,,,,50,1432,2
22,2010,CONNJOH001,16,,,,3,35,0
22,2010,LOWEDWI001,14,,,,2,26,0
22,2010,TURNROB002,16,,,,1,11,0
22,2010,MULLMAT001,13,,,,1,8,0
22,2009,COTCJER001,14,23,236,0,1,17,0
22,2009,LEONJIM004,16,21,173,0,1,7,0
22,2009,SMITBRA002,13,2,27,0,10,310,1
22,2009,WASHLEO001,7,2,16,0,16,385,0
22,2009,REVIDAR001,16,2,5,0,,,
22,2009,LOWEDWI001,13,,,,5,128,0
22,2009,MILLJUS001,1,,,,5,115,0
22,2009,CLOWDAV001,13,,,,3,81,0
22,2009,WOODDAN001,10,,,,1,16,0
22,2009,SMITERI003,16,,,,1,9,0
22,2009,TURNROB002,13,,,,1,6,0
22,2008,WASHLEO001,16,29,303,0,48,1231,1
22,2008,SMITBRA002,15,,,,4,39,0
22,2008,BOWEDAV001,16,,,,4,37,0
22,2008,COTCJER001,16,,,,1,54,0
22,2008,MILLJUS001,1,,,,1,22,0
22,2008,KELLDUS001,16,,,,1,9,0
22,2008,TURNROB002,10,,,,1,9,0
22,2008,FRANBUB001,8,,,,1,6,0
22,2007,WASHLEO001,16,20,183,0,47,1291,3
22,2007,SMITBRA002,16,,,,9,183,0
22,2007,COTCJER001,15,,,,4,56,0
22,2007,BOWEDAV001,16,,,,3,30,0
22,2007,BAKECHR001,15,,,,3,18,0
22,2007,MILLJUS001,2,,,,2,48,0
22,2007,WRIGWAL001,16,,,,2,31,0
22,2007,MCCAJUS001,16,,,,2,15,0
22,2007,RYANSEA001,10,,,,1,18,0
22,2007,CHATMAT001,9,,,,1,5,0
22,2006,DWIGTIM001,9,14,146,0,,,
22,2006,WASHLEO001,16,13,97,0,6,79,0
22,2006,KASSBRA001,16,1,0,0,,,
22,2006,POTEHAN001,11,1,0,0,,,
22,2006,MILLJUS001,16,,,,46,1304,2
22,2006,CHATMAT001,16,,,,2,26,0
22,2006,BAKECHR001,16,,,,2,15,0
22,2006,HODGJAM001,6,,,,1,17,0
22,2006,SMITBRA002,16,,,,1,4,0
22,2006,COLELAV001,16,,,,1,0,0
22,2006,RHODKER001,16,,,,1,0,0
22,2005,COTCJER001,16,23,182,0,4,105,0
22,2005,MILLJUS001,16,6,9,0,60,1577,1
22,2005,MCCAJUS001,16,5,28,0,,,
22,2005,HOUSCED001,12,,,,2,18,0
22,2005,BAKECHR001,8,,,,2,11,0
22,2005,BLAYDER001,7,,,,1,17,0
22,2005,BARRDAV003,13,,,,1,0,0
22,2005,LAWTLUK001,4,,,,1,0,0
22,2004,MOSSSAN001,15,27,225,0,,,
22,2004,MCCAJUS001,16,14,88,0,,,
22,2004,CARTJON002,13,,,,17,374,0
22,2004,JORDLAM001,16,,,,14,284,0
22,2004,COTCJER001,12,,,,13,362,1
22,2004,ASKEBJA001,16,,,,2,18,0
22,2003,MOSSSAN001,16,30,332,0,,,
22,2003,BATEMIC001,8,,,,22,596,0
22,2003,CARTJON002,9,,,,18,517,1
22,2003,JORDLAM001,16,,,,11,209,0
22,2003,SWAYKEV001,15,,,,3,48,0
22,2003,JOHNALB001,1,,,,2,50,0
22,2003,BAKECHR001,16,,,,2,6,0
22,2003,ASKEBJA001,16,,,,1,27,0
22,2003,MACHJPA001,16,,,,1,8,0
22,2002,MOSSSAN001,15,25,413,2,,,
22,2002,MORTCHA001,16,4,51,0,58,1509,2
22,2002,JORDLAM001,14,,,,5,112,0
22,2002,BAKECHR001,12,,,,3,23,0
22,2002,SOWEJER001,16,,,,1,20,0
22,2002,SWAYKEV001,15,,,,1,13,0
22,2002,OSULDEN001,3,,,,1,11,0
22,2002,DEARJAM001,16,,,,1,9,0
22,2002,REEDJAM002,16,,,,1,5,0
22,2002,MOSEKEL001,16,,,,1,0,0
22,2002,MCGRJON001,15,,,,0,11,0
22,2001,YEASCRA001,11,13,122,0,29,663,0
22,2001,MORTCHA001,9,13,113,0,12,247,0
22,2001,MOSSSAN001,5,6,82,0,,,
22,2001,GLENAAR001,13,2,6,0,,,
22,2001,COLELAV001,16,,,,9,211,0
22,2001,JORDLAM001,16,,,,3,62,0
22,2001,DEARJAM001,16,,,,1,7,0
22,2001,SOWEJER001,16,,,,1,6,0
22,2001,HENDJAM001,16,,,,1,0,0
22,2000,WARDDED001,16,27,214,0,,,
22,2000,JOHNLEO002,3,10,62,0,6,117,0
22,2000,DUNNDAM001,1,1,0,0,2,35,0
22,2000,STONDWI001,12,,,,25,555,0
22,2000,WILLKEV006,9,,,,21,551,1
22,2000,COLELAV001,13,,,,11,207,0
22,2000,GLENAAR001,16,,,,3,51,0
22,2000,BECHANT001,14,,,,2,0,0
22,2000,BAXTFRE001,9,,,,1,15,0
22,2000,WIGGJER001,11,,,,1,12,0
22,2000,SOWEJER001,16,,,,1,9,0
22,2000,SCOTTON001,16,,,,1,0,0
22,1999,WARDDED001,16,38,288,0,,,
22,1999,SAWYCOR001,5,4,25,0,,,
22,1999,JOHNLEO002,1,1,6,0,2,31,0
22,1999,STONDWI001,16,,,,28,689,0
22,1999,GLENAAR001,16,,,,27,601,0
22,1999,WILLKEV006,4,,,,6,166,0
22,1999,FARMROB001,13,,,,4,84,0
22,1998,JOHNLEO002,12,29,203,0,16,366,0
22,1998,WARDDED001,16,8,72,0,3,60,0
22,1998,MEGGDAV001,2,5,40,0,1,16,0
22,1998,FROSSCO001,13,1,0,0,,,
22,1998,GLENAAR001,13,,,,24,585,0
22,1998,WILLKEV006,15,,,,11,230,0
22,1998,BRADKYL001,16,,,,1,20,0
22,1998,BAXTFRE001,14,,,,1,8,0
22,1997,JOHNLEO002,16,51,619,1,12,319,1
22,1997,WARDDED001,11,8,55,0,2,10,0
22,1997,GLENAAR001,16,,,,28,741,1
22,1997,VANDALE001,5,,,,6,138,0
22,1997,NEALLOR001,16,,,,2,22,0
22,1997,CHREWAY001,16,,,,1,5,0
22,1997,FERGJAS001,13,,,,1,1,0
22,1997,BAXTFRE001,16,,,,1,0,0
22,1997,HAMIBOB001,16,,,,1,0,0
22,1996,CHREWAY001,16,28,139,0,,,
22,1996,BAILHEN001,8,,,,24,470,0
22,1996,COBBREG001,15,,,,23,488,0
22,1996,VANDALE001,15,,,,15,289,0
22,1996,MOORRON002,16,,,,8,118,0
22,1996,CARPRON003,2,,,,6,107,0
22,1996,BRADKYL001,16,,,,2,26,0
22,1996,GLENAAR001,16,,,,1,6,0
22,1995,CARTDEX001,10,21,145,0,33,705,0
22,1995,SYDNJEF001,6,17,178,0,4,80,0
22,1995,CARPRON003,13,,,,20,553,0
22,1995,MOORRON002,15,,,,8,166,0
22,1995,BAXTFRE001,15,,,,6,36,0
22,1995,BRADKYL001,15,,,,2,25,0
22,1995,BENFLOU001,12,,,,1,25,0
22,1995,GLENAAR001,16,,,,1,12,0
22,1995,SMITOTI001,11,,,,1,6,0
22,1995,MURRADR001,15,,,,1,5,0
22,1994,HICKCLI001,16,38,342,0,2,30,0
22,1994,JOHNANT001,15,1,3,0,,,
22,1994,GLENAAR001,15,,,,27,582,0
22,1994,PRIOANT001,13,,,,16,316,0
22,1994,MURRADR001,10,,,,14,268,0
22,1994,ANDERIC001,13,,,,3,43,0
22,1994,BAXTFRE001,11,,,,1,20,0
22,1994,CLIFKYL001,16,,,,1,13,0
22,1994,CADRGLE001,16,,,,1,10,0
22,1994,THORJAM001,15,,,,1,0,0
22,1993,HICKCLI001,10,17,157,0,,,
22,1993,MATHTER001,16,14,99,0,7,102,0
22,1993,MURRADR001,16,,,,23,342,0
22,1993,PRIOANT001,16,,,,9,126,0
22,1993,ANDERIC001,7,,,,4,66,0
22,1993,THOMBLA001,11,,,,2,39,0
22,1993,SADOTRO001,13,,,,1,0,0
22,1992,CARPROB002,16,28,208,0,,,
22,1992,MATHTER001,16,2,24,0,28,492,0
22,1992,MCMIERI001,15,,,,22,420,0
22,1992,HECTJOH001,5,,,,1,15,0
22,1992,DAWKDAL001,6,,,,1,10,0
22,1992,DUFFROG001,16,,,,1,7,0
22,1992,DIXOCAL001,11,,,,1,6,0
22,1991,MATHTER001,16,23,157,0,29,599,0
22,1991,BROWABA001,9,,,,10,100,0
22,1991,HECTJOH001,14,,,,8,172,0
22,1991,ODEGDON001,16,,,,6,106,0
22,1991,DAWKDAL001,15,,,,2,22,0
22,1991,KELLPAT001,8,,,,1,4,0
22,1991,BOYEMAR001,11,,,,1,0,0
22,1991,DRESCHR001,15,,,,1,0,0
22,1990,TOWNJOJ001,9,17,154,0,7,158,0
22,1990,MATHTER001,16,11,165,1,43,787,0
22,1990,ODEGDON001,14,1,0,0,5,89,0
22,1990,HASTJAM001,16,1,0,0,,,
22,1990,NICHGER001,15,,,,2,3,0
22,1990,BROWABA001,1,,,,1,63,0
22,1990,BOYEMAR001,16,,,,1,14,0
22,1990,DUFFROG001,16,,,,1,8,0
22,1990,DRESCHR001,15,,,,1,7,0
22,1989,TOWNJOJ001,16,33,299,0,34,653,0
22,1989,HUMPBOB001,16,,,,24,414,0
22,1989,EPPSPHI001,10,,,,9,154,0
22,1989,DIXOTIT001,3,,,,4,67,0
22,1989,NICHGER001,16,,,,2,9,0
22,1989,WASHMAR004,16,,,,1,11,0
22,1989,BYRDDEN002,16,,,,1,1,0
22,1988,TOWNJOJ001,16,35,409,1,31,601,0
22,1988,SOHNKUR001,15,3,9,0,9,159,0
22,1988,HUMPBOB001,16,,,,21,510,0
22,1988,HARPMIC001,10,,,,7,114,0
22,1988,FAAONUU001,16,,,,2,9,0
22,1988,BARBMAR001,16,,,,1,11,0
22,1988,ROSEKEN001,12,,,,1,0,0
22,1987,TOWNJOJ001,12,32,381,1,11,272,0
22,1987,HARPMIC001,3,4,93,1,4,75,0
22,1987,SMITREG001,1,2,9,0,4,60,0
22,1987,FOSTDER001,3,2,8,0,,,
22,1987,SOHNKUR001,12,1,6,0,3,47,0
22,1987,COLLTRE001,3,1,0,0,,,
22,1987,HUMPBOB001,12,,,,18,357,0
22,1987,MARTTRA001,12,,,,8,180,0
22,1987,HUNTEDD001,3,,,,8,123,0
22,1987,KLEVROC001,12,,,,5,85,0
22,1987,BARBMAR001,12,,,,2,5,0
22,1987,GRIGBIL001,12,,,,1,13,0
22,1987,FAAONUU001,12,,,,1,4,0
22,1986,SOHNKUR001,15,35,289,0,7,124,0
22,1986,TOWNJOJ001,14,4,52,0,13,322,1
22,1986,HUMPBOB001,16,,,,28,655,1
22,1986,HARPMIC001,16,,,,7,71,0
22,1986,RUDOBEN001,16,,,,3,17,0
22,1986,BALDTOM001,16,,,,2,3,0
22,1986,SHULMIC001,16,,,,2,-3,0
22,1986,LYNNJOH001,16,,,,1,0,0
22,1985,SOHNKUR001,15,16,149,0,3,7,0
22,1985,SPRIKIR001,16,14,147,0,10,227,0
22,1985,TOWNJOJ001,16,6,65,0,2,42,0
22,1985,MINTCED001,3,2,25,0,1,14,0
22,1985,HUMPBOB001,12,1,0,0,17,363,0
22,1985,HECTJOH001,14,,,,11,274,0
22,1985,GLENKER001,16,,,,5,71,0
22,1985,ELDEDON001,10,,,,3,42,0
22,1985,KLEVROC001,16,,,,1,3,0
22,1984,SPRIKIR001,16,28,247,0,23,521,0
22,1984,MINTCED001,8,4,44,0,10,224,0
22,1984,BRUCNIC001,16,2,25,0,1,17,0
22,1984,MULLDAV001,15,1,8,0,2,34,0
22,1984,HUMPBOB001,16,,,,22,675,1
22,1984,PAIGTON001,16,,,,3,7,0
22,1984,DAVICHY001,3,,,,1,9,0
22,1984,GAFFDER001,12,,,,1,6,0
22,1984,BANKTED001,4,,,,1,5,0
22,1984,SHULMIC001,16,,,,1,0,0
22,1983,SPRIKIR001,16,23,287,1,16,364,0
22,1983,HARMMIK001,9,12,109,0,,,
22,1983,MULLDAV001,11,2,13,0,3,57,0
22,1983,SCHRKEN001,16,1,11,0,,,
22,1983,BROWPRE001,16,,,,29,645,0
22,1983,HECTJOH001,10,,,,14,274,0
22,1983,HARPBRU001,9,,,,1,16,0
22,1983,BARBMAR001,14,,,,1,9,0
22,1983,MCELREG001,16,,,,1,7,0
22,1983,SHULMIC001,16,,,,1,3,0
22,1982,HARPBRU001,9,23,184,0,18,368,0
22,1982,SOHNKUR001,9,,,,15,299,0
22,1981,HARPBRU001,16,35,265,0,23,480,0
22,1981,SOHNKUR001,16,13,66,0,26,528,0
22,1981,SCHRKEN001,16,1,5,0,,,
22,1981,JONEBOB005,16,1,1,0,,,
22,1981,LEWIKEN002,5,,,,5,108,0
22,1981,STEPSTE001,16,,,,2,21,0
22,1981,RUDOBEN001,15,,,,1,8,0
22,1981,JONELAM001,15,,,,1,6,0
22,1980,HARPBRU001,15,28,242,0,49,1070,0
22,1980,SCHRKEN001,14,4,27,0,1,17,0
22,1980,JONEBOB005,15,1,0,0,2,50,0
22,1980,DARBPAU001,8,,,,7,139,0
22,1980,BENNWOO001,10,,,,6,88,0
22,1980,JONELAM001,16,,,,4,67,0
22,1980,SHULMIC001,16,,,,2,25,0
22,1980,BINGGUY001,16,,,,1,19,0
22,1980,CARTGER001,3,,,,1,12,0
22,1980,WINKBOB001,16,,,,1,4,0
22,1979,HARPBRU001,16,33,290,0,55,1158,0
22,1979,SCHRKEN001,16,2,24,0,6,179,0
22,1979,DARBPAU001,15,1,0,0,,,
22,1979,JONEBOB005,10,,,,7,140,0
22,1979,GAINCLA001,16,,,,2,29,0
22,1979,HENNJOH001,16,,,,2,15,0
22,1979,RABABOB001,8,,,,1,18,0
22,1979,SHULMIC001,16,,,,1,15,0
22,1979,BENNWOO001,15,,,,1,7,0
22,1979,NEWTTOM001,16,,,,1,0,0
22,1978,HARPBRU001,16,30,378,1,55,1280,0
22,1978,SCHRKEN001,16,3,35,0,0,26,0
22,1978,POWEDAR001,14,,,,3,50,0
22,1978,STEPBRU001,6,,,,3,42,0
22,1978,GAINCLA001,16,,,,3,33,0
22,1978,BELLKEV001,9,,,,2,66,0
22,1978,SHULMIC001,16,,,,1,12,0
22,1977,HARPBRU001,14,34,425,0,42,1035,0
22,1977,SCHRKEN001,14,3,38,0,,,
22,1977,HARDBIL001,14,1,17,0,7,148,0
22,1977,DIERSCO001,14,,,,6,91,0
22,1977,RABABOB001,14,,,,4,64,0
22,1977,MARVTOM001,2,,,,2,36,0
22,1976,PICCLOU001,14,21,173,1,31,699,0
22,1976,GIAMLOU001,14,12,117,0,23,527,0
22,1976,JACKJAZ001,7,6,-1,0,10,207,0
22,1976,MARVTOM001,12,1,0,0,,,
22,1976,DENSKEI001,2,,,,6,129,0
22,1976,HENNMIK001,12,,,,1,22,0
22,1976,OSBORIC001,9,,,,1,8,0
22,1976,GAINCLA001,14,,,,1,5,0
22,1975,PICCLOU001,13,18,74,0,26,637,0
22,1975,BELLEDD002,14,2,42,0,,,
22,1975,JACKJAZ001,13,1,0,0,2,52,0
22,1975,SOWERIC001,14,1,0,0,,,
22,1975,DAVISTE002,14,,,,20,483,0
22,1975,GARRCAR001,13,,,,7,159,0
22,1975,GRESBOB001,10,,,,7,153,0
22,1975,TAYLEDA001,14,,,,7,151,0
22,1975,WOODRIC001,14,,,,3,27,0
22,1975,WORDROS001,14,,,,1,22,0
22,1975,WISEPHI001,5,,,,1,20,0
22,1974,WORDROS001,14,38,301,0,4,69,0
22,1974,PICCLOU001,14,9,75,0,39,961,0
22,1974,JACKJAZ001,13,6,49,0,4,100,0
22,1974,BJORHAN001,13,,,,4,73,0
22,1974,BURNROB002,14,,,,3,52,0
22,1974,OWENBUR001,14,,,,3,35,0
22,1974,ADAMMIK001,12,,,,2,17,0
22,1974,KNIGDAV001,14,,,,2,0,0
22,1973,FARACHR001,9,14,111,0,,,
22,1973,TURNROC001,14,11,54,0,,,
22,1973,TANNSTE001,9,2,0,0,,,
22,1973,ADKIMAR001,13,,,,31,615,0
22,1973,BJORHAN001,10,,,,9,175,0
22,1973,MCCLCLI001,12,,,,5,89,0
22,1973,ADAMMIK001,14,,,,5,79,0
22,1973,OWENBUR001,14,,,,2,103,1
22,1972,FARACHR001,13,17,179,1,26,627,0
22,1972,TURNROC001,8,5,38,0,3,57,0
22,1972,HICKWKA001,14,3,25,0,4,73,0
22,1972,WISEPHI001,9,,,,9,211,0
22,1972,BJORHAN001,7,,,,7,150,0
22,1972,MCCLCLI001,13,,,,2,45,0
22,1972,KIRKROY001,10,,,,2,33,0
22,1972,SNELMAT001,4,,,,1,14,0
22,1972,ZAPAWIL001,6,,,,1,8,0
22,1972,BARKJER001,14,,,,1,0,0
22,1971,FARACHR001,14,19,155,0,25,545,0
22,1971,STUDVER001,8,4,3,0,15,329,0
22,1971,HICKWKA001,13,1,0,0,,,
22,1971,BELLEDD002,14,1,-3,0,,,
22,1971,WISEPHI001,14,,,,8,210,0
22,1971,NOCKGEO001,14,,,,5,71,0
22,1971,MCCLCLI001,11,,,,1,11,0
22,1971,HARKSTE001,14,,,,1,2,0
22,1970,BATTMIK001,14,19,117,0,40,891,0
22,1970,BELLEDD002,14,7,33,0,3,61,0
22,1970,MCCLCLI001,10,,,,4,70,0
22,1970,MERCCHU001,9,,,,4,32,0
22,1970,LEONCEC001,5,,,,1,35,0
22,1970,NOCKGEO001,14,,,,1,18,0
22,1970,CASTRIC001,14,,,,1,0,0
22,1970,ONKODEN001,9,,,,1,0,0
22,1970,TANNSTE001,14,,,,1,-1,0
22,1969,BATTMIK001,14,34,235,0,31,750,0
22,1969,BAIRBIL001,14,4,21,0,,,
22,1969,LEONCEC001,8,1,0,0,7,120,0
22,1969,TURNBAK001,14,,,,3,74,0
22,1969,RICHJIM001,14,,,,2,36,0
22,1969,WHITLEE001,14,,,,1,5,0
