fid,team,season,league,conference,division,playoff_app,wild_card,div_title,conf_title,league_title,sb_title,title_notes,w,l,t,points,yards,plays,fd,to,pen,penyds,fdpen,patt,pcmp,pyds,ptd,pint,fdp,ratt,rnet,rtd,fdr,int,iyds,itd,pr,pryds,prtd,kr,kryds,krtd,patm,pata,fgm,fga,pt,ptyds,opp_points,opp_yards,opp_plays,opp_fd,opp_to,opp_pen,opp_penyds,opp_fdpen,opp_patt,opp_pcmp,opp_pyds,opp_ptd,opp_pint,opp_fdp,opp_ratt,opp_rnet,opp_rtd,opp_fdr,opp_pr,opp_pryds,opp_prtd,opp_kr,opp_kryds,opp_krtd,opp_patm,opp_pata,opp_fgm,opp_fga,opp_pt,opp_ptyds
77,Providence Steam Roller,1925,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,5,1,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Rochester Jeffersons,1925,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,0,6,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Rock Island Independents,1925,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,3,3,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Chicago Cardinals,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,6,1,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Chicago Bears,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,12,1,3,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Green Bay Packers,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,3,3,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,New York Giants,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,4,1,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Akron Indians,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,4,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Pottsville Maroons,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,2,2,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Brooklyn Lions,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,8,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Buffalo Rangers,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,4,2,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Canton Bulldogs,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,9,3,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Columbus Tigers,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,6,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Dayton Triangles,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,4,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Detroit Panthers,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,6,2,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Duluth Eskimos,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,5,3,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Frankford Yellow Jackets,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,14,1,2,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Hammond Pros,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,0,4,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Hartford Blues,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,7,0,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Kansas City Cowboys,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,3,0,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Los Angeles Buccaneers,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,3,1,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Louisville Colonels,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Milwaukee Badgers,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,7,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Providence Steam Roller,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,7,1,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Racine Tornadoes,1926,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,4,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Chicago Cardinals,1927,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,7,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Chicago Bears,1927,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,3,2,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Green Bay Packers,1927,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,2,1,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,New York Giants,1927,NFL,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,11,1,1,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Pottsville Maroons,1927,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,8,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Buffalo Bisons,1927,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,0,5,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Cleveland Bulldogs,1927,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,4,1,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Dayton Triangles,1927,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,6,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Duluth Eskimos,1927,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,8,0,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Frankford Yellow Jackets,1927,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,9,3,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,New York Yankees,1927,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,8,1,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Providence Steam Roller,1927,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,5,1,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Chicago Cardinals,1928,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,5,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Chicago Bears,1928,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,5,1,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Green Bay Packers,1928,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,4,3,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,New York Giants,1928,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,7,2,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Pottsville Maroons,1928,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,8,0,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Dayton Triangles,1928,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,0,7,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Detroit Wolverines,1928,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,2,1,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Frankford Yellow Jackets,1928,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,3,2,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,New York Yankees,1928,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,8,1,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Providence Steam Roller,1928,NFL,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,8,1,2,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Chicago Cardinals,1929,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,6,1,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Chicago Bears,1929,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,9,2,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Green Bay Packers,1929,NFL,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,12,0,1,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,New York Giants,1929,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,13,1,1,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Boston Bulldogs,1929,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,4,0,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Buffalo Bisons,1929,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,7,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Dayton Triangles,1929,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,0,6,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Frankford Yellow Jackets,1929,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,4,5,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Minneapolis Red Jackets,1929,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,9,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Orange Tornadoes,1929,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,5,4,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Providence Steam Roller,1929,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,6,2,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Staten Island Stapletons,1929,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,4,3,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Chicago Cardinals,1930,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,6,2,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Chicago Bears,1930,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,4,1,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Portsmouth Spartans,1930,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,6,3,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Green Bay Packers,1930,NFL,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,10,3,1,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,New York Giants,1930,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,13,4,0,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Brooklyn Dodgers,1930,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,4,1,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Frankford Yellow Jackets,1930,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,13,1,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Minneapolis Red Jackets,1930,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,7,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Newark Tornadoes,1930,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,10,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Providence Steam Roller,1930,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,4,1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Staten Island Stapletons,1930,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,5,2,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Chicago Cardinals,1931,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,4,0,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Chicago Bears,1931,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,5,0,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Portsmouth Spartans,1931,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,3,0,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Green Bay Packers,1931,NFL,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,12,2,0,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,New York Giants,1931,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,6,1,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Brooklyn Dodgers,1931,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,12,0,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Cleveland Indians,1931,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,8,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Frankford Yellow Jackets,1931,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,6,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Providence Steam Roller,1931,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,4,3,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Staten Island Stapletons,1931,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,6,1,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Chicago Cardinals,1932,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,6,2,72,1545,436,,,,,,126,40,628,2,4,,310,917,6,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Chicago Bears,1932,NFL,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,7,1,6,160,2602,661,,,,,,148,67,982,8,7,,513,1620,13,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Portsmouth Spartans,1932,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,2,4,116,1853,486,,,,,,113,43,623,6,12,,373,1230,9,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Green Bay Packers,1932,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,3,1,152,2131,568,,,,,,134,48,798,9,14,,434,1333,7,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,New York Giants,1932,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,6,2,93,2260,587,,,,,,164,82,949,9,14,,423,1311,3,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Boston Braves,1932,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,4,2,55,1465,396,,,,,,92,17,216,1,15,,304,1249,4,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Brooklyn Dodgers,1932,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,9,0,63,1695,527,,,,,,136,42,586,5,16,,391,1109,4,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Staten Island Stapletons,1932,NFL,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,7,3,77,2298,621,,,,,,131,33,518,2,16,,490,1780,9,,,,,,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Chicago Cardinals,1933,NFL,,Western,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,9,1,52,1487,507,,,,,,139,37,470,3,30,,368,1017,2,,,,,,,,,,,,,,,,,101,2237,575,,,,,,153,58,851,4,19,,422,1386,6,,,,,,,,,,,,,
6,Chicago Bears,1933,NFL,,Western,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,10,2,1,133,2963,708,,,,,,212,74,1229,11,29,,496,1734,3,,,,,,,,,,,,,,,,,82,2316,701,,,,,,187,63,691,4,32,,514,1625,4,,,,,,,,,,,,,
11,Portsmouth Spartans,1933,NFL,,Western,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,5,0,128,2679,626,,,,,,170,65,959,7,18,,456,1720,9,,,,,,,,,,,,,,,,,87,1980,520,,,,,,107,32,558,5,22,,413,1422,5,,,,,,,,,,,,,
12,Green Bay Packers,1933,NFL,,Western,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,7,1,170,2699,696,,,,,,209,89,1186,6,18,,487,1513,13,,,,,,,,,,,,,,,,,107,1921,621,,,,,,179,48,711,7,30,,442,1210,4,,,,,,,,,,,,,
21,New York Giants,1933,NFL,,Eastern,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,11,3,0,244,2972,654,,,,,,178,74,1348,15,19,,476,1624,15,,,,,,,,,,,,,,,,,101,2586,695,,,,,,202,62,809,6,40,,493,1777,7,,,,,,,,,,,,,
24,Philadelphia Eagles,1933,NFL,,Eastern,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,5,1,77,1760,503,,,,,,149,40,657,4,34,,354,1103,6,,,,,,,,,,,,,,,,,158,2306,484,,,,,,176,63,1223,8,19,,308,1083,11,,,,,,,,,,,,,
25,Pittsburgh Pirates,1933,NFL,,Eastern,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,6,2,67,1943,534,,,,,,196,60,1029,3,40,,338,914,4,,,,,,,,,,,,,,,,,208,2735,583,,,,,,142,57,930,8,19,,441,1805,16,,,,,,,,,,,,,
32,Boston Redskins,1933,NFL,,Eastern,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,5,2,103,2774,573,,,,,,106,33,514,1,25,,467,2260,11,,,,,,,,,,,,,,,,,97,2471,491,,,,,,162,72,1312,7,24,,329,1159,6,,,,,,,,,,,,,
39,Brooklyn Dodgers,1933,NFL,,Eastern,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,4,1,93,2241,526,,,,,,170,79,1129,7,21,,356,1112,4,,,,,,,,,,,,,,,,,54,1777,500,,,,,,161,55,813,2,22,,339,964,3,,,,,,,,,,,,,
46,Cincinnati Reds,1933,NFL,,Western,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,6,1,38,1152,422,,,,,,102,25,357,0,15,,320,795,2,,,,,,,,,,,,,,,,,110,2341,579,,,,,,162,66,980,6,22,,417,1361,7,,,,,,,,,,,,,
1,Chicago Cardinals,1934,NFL,,Western,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,6,0,80,1443,448,,,,,,132,34,302,1,13,,316,1141,7,,,,,,,,,,,,,,,,,84,1539,466,,,,,,106,37,585,5,14,,360,954,5,,,,,,,,,,,,,
6,Chicago Bears,1934,NFL,,Western,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,13,0,0,286,3802,759,,,,,,192,57,955,16,24,,567,2847,20,,,,,,,,,,,,,,,,,86,2213,655,,,,,,226,73,806,2,27,,429,1407,9,,,,,,,,,,,,,
11,Detroit Lions,1934,NFL,,Western,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,3,0,238,3487,774,,,,,,142,46,747,3,15,,632,2740,27,,,,,,,,,,,,,,,,,59,1909,637,,,,,,200,53,678,5,33,,437,1231,2,,,,,,,,,,,,,
12,Green Bay Packers,1934,NFL,,Western,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,6,0,156,2348,653,,,,,,197,74,1165,10,19,,456,1183,8,,,,,,,,,,,,,,,,,112,2250,689,,,,,,172,56,686,3,25,,517,1564,9,,,,,,,,,,,,,
21,New York Giants,1934,NFL,,Eastern,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,8,5,0,147,2731,716,,,,,,149,64,796,5,17,,567,1935,12,,,,,,,,,,,,,,,,,107,2378,649,,,,,,184,54,744,5,22,,465,1634,7,,,,,,,,,,,,,
24,Philadelphia Eagles,1934,NFL,,Eastern,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,7,0,127,2452,623,,,,,,163,48,576,7,23,,460,1876,11,,,,,,,,,,,,,,,,,85,2203,546,,,,,,135,41,545,1,22,,411,1658,9,,,,,,,,,,,,,
25,Pittsburgh Pirates,1934,NFL,,Eastern,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,10,0,51,2479,604,,,,,,186,58,952,4,23,,418,1527,2,,,,,,,,,,,,,,,,,206,3179,650,,,,,,133,45,610,10,20,,517,2569,15,,,,,,,,,,,,,
32,Boston Redskins,1934,NFL,,Eastern,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,6,0,107,2127,553,,,,,,138,35,459,4,22,,415,1668,10,,,,,,,,,,,,,,,,,94,2397,577,,,,,,159,45,682,4,18,,418,1715,5,,,,,,,,,,,,,
