fid,season,playerid,g,int,iyds,itd,ts,ta,tt,tfl,sk,pd,fum,fr,fryds,ftd,ff,sft
1,1940,MCCUHUG001,11,5,68,0,,,,,,,,,,,,
1,1940,CLARBER002,9,2,58,0,,,,,,,,,,,,
1,1940,JOHNBER001,10,2,49,0,,,,,,,,,,,,
1,1940,PARKBUD001,10,2,20,0,,,,,,,,,,,,
1,1940,GOLDMAR001,11,2,15,0,,,,,,,,,,,,
1,1940,TINSGAY001,7,2,10,0,,,,,,,,,,,,
1,1940,KUHAJOE001,11,2,9,0,,,,,,,,,,,,
1,1940,HALLJOH003,11,1,50,1,,,,,,,,,,,,
1,1940,SCHNHER001,6,1,48,0,,,,,,,,,,,,
1,1940,ALDRKIA001,11,1,34,0,,,,,,,,,,,,
1,1940,ZONTLOU001,8,1,20,0,,,,,,,,,,,,
1,1940,SHIRJOH001,11,1,8,0,,,,,,,,,,,,
1,1940,THOMJIM001,8,1,0,0,,,,,,,,,,,,
1,1941,GOLDMAR001,11,7,54,0,,,,,,,,,,,,
1,1941,PARKBUD001,11,2,8,0,,,,,,,,,,,,
1,1941,JOHNBER001,10,1,30,0,,,,,,,,,,,,
1,1941,IVYAPOP001,11,1,20,1,,,,,,,,,,,,
1,1941,KUHAJOE001,10,1,20,0,,,,,,,,,,,,
1,1941,CHISAND001,11,1,7,0,,,,,,,,,,,,
1,1941,APOLRAY001,11,1,4,0,,,,,,,,,,,,
1,1941,MARTJOH001,9,1,2,0,,,,,,,,,,,,
1,1941,MORRBOB002,9,1,0,0,,,,,,,,,,,,
1,1942,MARTJOH001,11,6,45,0,,,,,,,,,,,,
1,1942,LACHSTE001,9,4,52,0,,,,,,,,,,,,
1,1942,GOLDMAR001,11,3,39,0,,,,,,,,,,,,
1,1942,BANOVIN001,11,2,22,0,,,,,,,,,,,,
1,1942,APOLRAY001,11,2,15,0,,,,,,,,,,,,
1,1942,KNOLJOH001,11,1,28,0,,,,,,,,,,,,
1,1942,ALLTJOE001,11,1,24,0,,,,,,,,,,,,
1,1942,SCHWBUD001,11,1,21,0,,,,,,,,,,,,
1,1942,POPOMIL001,10,1,6,0,,,,,,,,,,,,
1,1942,DADDBIL001,11,1,4,0,,,,,,,,,,,,
1,1942,CHEALLO001,11,1,4,0,,,,,,,,,,,,
1,1942,SEIBCHA001,11,1,3,1,,,,,,,,,,,,
1,1942,DUGGGIL001,11,1,0,0,,,,,,,,,,,,
1,1943,GRIGJOH001,10,5,42,0,,,,,,,,,,,,
1,1943,RANKWAL001,10,3,30,0,,,,,,,,,,,,
1,1943,MORRBOB002,10,2,49,0,,,,,,,,,,,,
1,1943,HALLJOH003,8,2,49,0,,,,,,,,,,,,
1,1943,MARTJOH001,10,1,35,0,,,,,,,,,,,,
1,1943,PUPLAND001,8,1,19,0,,,,,,,,,,,,
1,1943,GHERVER001,4,1,19,0,,,,,,,,,,,,
1,1943,GOLDMAR001,1,1,0,0,,,,,,,,,,,,
1,1944,RUCIEDA001,10,4,35,0,,,,,,,,,,,,
1,1944,BUTLJOH002,3,2,16,0,,,,,,,,,,,,
1,1944,THURBOB001,10,2,14,0,,,,,,,,,,,,
1,1944,MAGUGEO001,9,2,12,0,,,,,,,,,,,,
1,1944,RANKWAL001,10,2,9,0,,,,,,,,,,,,
1,1944,ROBNMAR001,8,1,48,0,,,,,,,,,,,,
1,1944,PERKJOH002,10,1,10,0,,,,,,,,,,,,
1,1944,GRIGJOH001,9,1,2,0,,,,,,,,,,,,
1,1944,SEMEBER001,8,1,0,0,,,,,,,,,,,,
1,1945,CANTLEO001,10,5,70,0,,,,,,,,,,,,
1,1945,SPEECLI001,8,2,13,0,,,,,,,,,,,,
1,1945,POOLJIM001,9,1,28,0,,,,,,,,,,,,
1,1945,BONEERN001,7,1,23,0,,,,,,,,,,,,
1,1945,SENOFRA001,9,1,0,0,,,,,,,,,,,,
1,1945,IVYAPOP001,3,1,0,0,,,,,,,,,,,,
1,1945,RANKWAL001,6,1,0,0,,,,,,,,,,,,
1,1946,KUTNMAL001,11,5,29,0,,,,,,,,,,,,
1,1946,GOLDMAR001,10,4,46,0,,,,,,,,,,,,
1,1946,SENOFRA001,11,4,33,0,,,,,,,,,,,,
1,1946,BLACBIL001,11,3,56,0,,,,,,,,,,,,
1,1946,RANKWAL001,11,2,14,0,,,,,,,,,,,,
1,1946,BANOVIN001,11,2,1,0,,,,,,,,,,,,
1,1946,IVYAPOP001,11,1,22,0,,,,,,,,,,,,
1,1946,JOHNJIM002,6,1,20,0,,,,,,,,,,,,
1,1946,APOLRAY001,6,1,20,0,,,,,,,,,,,,
1,1946,MALLRAY001,5,1,15,0,,,,,,,,,,,,
1,1946,RAMSBUS001,11,1,6,0,,,,,,,,,,,,
1,1947,COCHRED001,12,8,122,0,,,,,,,,,,,,
1,1947,RAMSBUS001,8,4,29,0,,,,,,,,,,,,
1,1947,KUTNMAL001,12,3,56,1,,,,,,,,,,,,
1,1947,BANOVIN001,12,3,55,0,,,,,,,,,,,,
1,1947,BLACBIL001,12,3,35,0,,,,,,,,,,,,
1,1947,TRIPCHA001,11,1,59,1,,,,,,,,,,,,
1,1947,NICHHAM001,11,1,41,0,,,,,,,,,,,,
1,1947,BURKJEF001,3,1,25,0,,,,,,,,,,,,
1,1947,MAULSTA001,12,1,11,0,,,,,,,,,,,,
1,1947,SMITCHA001,7,1,5,0,,,,,,,,,,,,
1,1947,DECOBIL001,12,1,0,0,,,,,,,,,,,,
1,1948,COCHRED001,12,7,111,0,,,,,,,,,,,,
1,1948,DAVIJER003,11,4,47,0,,,,,,,,,,,,
1,1948,BLACBIL001,12,2,58,2,,,,,,,,,,,,
1,1948,KUTNMAL001,12,2,35,0,,,,,,,,,,,,
1,1948,BANOVIN001,12,2,32,0,,,,,,,,,,,,
1,1948,GOLDMAR001,11,2,9,0,,,,,,,,,,,,
1,1948,HANLBOB001,10,1,25,0,,,,,,,,,,,,
1,1948,CLATCOR001,12,1,20,0,,,,,,,,,,,,
1,1948,RAMSBUS001,12,1,13,0,,,,,,,,,,,,
1,1948,RAVEBOB001,11,1,0,0,,,,,,,,,,,,
1,1949,NUSSBOB001,12,12,157,0,,,,,,,,,,,,
1,1949,DAVIJER003,9,6,63,0,,,,,,,,,,,,
1,1949,BANOVIN001,12,4,66,1,,,,,,,,,,,,
1,1949,BLACBIL001,12,3,34,1,,,,,,,,,,,,
1,1949,CLATCOR001,12,2,39,0,,,,,,,,,,,,
1,1949,WHAMTOM001,12,1,46,1,,,,,,,,,,,,
1,1949,GOLDJOH001,10,1,36,0,,,,,,,,,,,,
1,1949,APOLRAY001,8,1,16,0,,,,,,,,,,,,
1,1949,FISCBIL001,12,1,3,0,,,,,,,,,,,,
1,1949,RAMSBUS001,12,1,0,0,,,,,,,,,,,,
1,1949,SELFCLA001,12,1,0,0,,,,,,,,,,,,
1,1950,DAVIJER003,11,9,40,0,,,,,,,,,,,,
1,1950,PAULDON002,12,4,90,0,,,,,,,,,,,,
1,1950,KUTNMAL001,9,3,31,0,,,,,,,,,,,,
1,1950,GEHRFRE001,7,3,23,0,,,,,,,,,,,,
1,1950,APOLRAY001,9,1,6,0,,,,,,,,,,,,
1,1950,DOVEBOB001,12,1,0,0,,,,,,,,,,,,
1,1950,RAMSRAY001,6,1,0,0,,,,,,,,,,,,
1,1951,WHITSJA001,12,7,102,0,,,,,,,,,,,,
1,1951,RAMSRAY001,10,5,90,0,,,,,,,,,,,,
1,1951,PAULDON002,12,3,52,0,,,,,,,,,,,,
1,1951,KLIMTON001,12,3,39,0,,,,,,,,,,,,
1,1951,PATTCLI001,12,3,31,0,,,,,,,,,,,,
1,1951,DAVIJER003,8,2,36,0,,,,,,,,,,,,
1,1951,SANFLEO001,12,1,20,0,,,,,,,,,,,,
1,1951,WALLFRE001,12,1,10,0,,,,,,,,,,,,
1,1951,MCDELLO001,12,1,5,0,,,,,,,,,,,,
1,1951,BIENTOM001,12,1,5,0,,,,,,,,,,,,
1,1952,BARNROY001,12,6,70,0,,,,,,,,,,,,
1,1952,RAMSRAY001,9,5,67,0,,,,,,,,,,,,
1,1952,WHITSJA001,7,3,27,0,,,,,,,,,,,,
1,1952,PANEJOH001,9,3,5,0,,,,,,,,,,,,
1,1952,MATSOLL001,12,2,51,0,,,,,,,,,,,,
1,1952,SANFLEO001,12,2,5,0,,,,,,,,,,,,
1,1952,KLIMTON001,12,2,5,0,,,,,,,,,,,,
1,1952,SVOBBIL001,9,2,2,0,,,,,,,,,,,,
1,1953,RAMSRAY001,12,10,237,1,,,,,,,,,,,,
1,1953,PAULDON002,12,5,62,0,,,,,,,,,,,,
1,1953,SANFLEO001,12,2,56,1,,,,,,,,,,,,
1,1953,PSALJIM001,12,2,43,0,,,,,,,,,,,,
1,1953,CURCTON001,12,2,16,0,,,,,,,,,,,,
1,1953,PANEJOH001,11,1,22,0,,,,,,,,,,,,
1,1953,WHITSJA001,3,1,3,0,,,,,,,,,,,,
1,1953,SVOBBIL001,12,1,0,0,,,,,,,,,,,,
1,1954,LANENIG001,12,10,181,0,,,,,,,,,,,,
1,1954,TRIPCHA001,12,3,34,0,,,,,,,,,,,,
1,1954,BREDBIL001,12,2,44,0,,,,,,,,,,,,
1,1954,BROSALA001,9,2,11,0,,,,,,,,,,,,
1,1954,SANFLEO001,12,2,2,0,,,,,,,,,,,,
1,1954,KINEGEO001,12,2,0,0,,,,,,,,,,,,
1,1954,KINGELL001,9,1,19,0,,,,,,,,,,,,
1,1954,GOBLLES001,12,1,3,0,,,,,,,,,,,,
1,1954,MATSOLL001,10,1,0,0,,,,,,,,,,,,
1,1955,LANENIG001,12,6,69,0,,,,,,,,,,,,
1,1955,KEANTOM001,11,6,64,0,,,,,,,,,,,,
1,1955,PSALJIM001,12,4,42,1,,,,,,,,,,,,
1,1955,SANFLEO001,12,3,97,1,,,,,,,,,,,,
1,1955,CROWLIN001,12,3,11,0,,,,,,,,,,,,
1,1955,BIENTOM001,10,2,8,0,,,,,,,,,,,,
1,1955,WALLFRE001,12,2,4,0,,,,,,,,,,,,
1,1955,SUGALEO001,12,1,29,0,,,,,,,,,,,,
1,1955,SUMMPAT001,11,1,26,1,,,,,,,,,,,,
1,1955,BERNFRA001,11,1,18,0,,,,,,,,,,,,
1,1956,CROWLIN001,12,11,170,0,,,,,,,,,,,,
1,1956,LANENIG001,12,7,206,1,,,,,,,,,,,,
1,1956,SANFLEO001,12,5,24,0,,,,,,,,,,,,
1,1956,HILLJIM003,12,5,21,0,,,,,,,,,,,,
1,1956,WEBECHU001,5,1,19,0,,,,,,,,,,,,
1,1956,SPENJUL001,8,1,7,0,,,,,,,,,,,,
1,1956,BERNFRA001,12,1,2,0,,,,,,,,,,,,
1,1956,BIENTOM001,8,1,2,0,,,,,,,,,,,,
1,1956,LEWIWOO001,12,1,0,0,,,,,,,,,,,,
1,1957,HILLJIM003,10,3,53,0,,,,,,,,,,,,
1,1957,LANENIG001,8,2,47,0,,,,,,,,,,,,
1,1957,BERNFRA001,12,2,40,0,,,,,,,,,,,,
1,1957,LEWIWOO001,12,2,34,0,,,,,,,,,,,,
1,1957,SAGEFLO001,10,1,7,0,,,,,,,,,,,,
1,1957,SANFLEO001,12,1,2,0,,,,,,,,,,,,
1,1957,CROWLIN001,12,1,0,0,,,,,,,,,,,,
1,1958,NOLADIC001,12,5,30,0,,,,,,,,,,,,
1,1958,CONRBOB001,12,4,46,0,,,,,,,,,,,,
1,1958,GORDBOB001,12,2,27,0,,,,,,,,,,,,
1,1958,LANENIG001,12,2,0,0,,,,,,,,,,,,
1,1958,JACKCHA004,10,1,13,0,,,,,,,,,,,,
1,1958,TAYLJIM001,12,1,5,0,,,,,,,,,,,,
1,1959,STACBIL001,12,5,114,0,,,,,,,,,,,,
1,1959,LANENIG001,12,3,125,1,,,,,,,,,,,,
1,1959,NORTJER001,12,3,35,0,,,,,,,,,,,,
1,1959,HILLJIM003,12,2,4,0,,,,,,,,,,,,
1,1959,PATEJAC001,12,1,21,0,,,,,,,,,,,,
1,1959,BRETCAR001,12,1,2,0,,,,,,,,,,,,
1,1960,NORTJER001,12,10,96,0,,,,,,,,,,,,
1,1960,STACBIL001,11,4,42,0,,,,,,,,,,,,
1,1960,MEINDAL001,12,3,17,0,,,,,,,,,,,,
1,1960,WILSLAR001,11,2,4,0,,,,,,,,,,,,
1,1960,TRACJOH001,12,1,14,0,,,,,,,,,,,,
1,1960,KOMABIL001,12,1,5,0,,,,,,,,,,,,
1,1961,NORTJER001,14,7,136,2,,,,,,,,,,,,
1,1961,STACBIL001,13,4,95,2,,,,,,,,,,,,
1,1961,HILLJIM003,13,4,92,1,,,,,,,,,,,,
1,1961,WILSLAR001,11,3,36,0,,,,,,,,,,,,
1,1961,MEINDAL001,14,2,68,0,,,,,,,,,,,,
1,1961,WESTWIL001,14,1,14,0,,,,,,,,,,,,
1,1961,KOMABIL001,14,1,8,0,,,,,,,,,,,,
1,1961,LEEAMON001,12,1,7,0,,,,,,,,,,,,
1,1961,ROBBJOE001,12,1,3,0,,,,,,,,,,,,
1,1962,STACBIL001,13,6,72,0,,,,,,,,,,,,
1,1962,FISCPAT001,12,3,41,0,,,,,,,,,,,,
1,1962,WILSLAR001,14,2,59,1,,,,,,,,,,,,
1,1962,HILLJIM003,14,2,15,0,,,,,,,,,,,,
1,1962,TRIPBIL001,14,1,24,0,,,,,,,,,,,,
1,1962,MEINDAL001,5,1,12,0,,,,,,,,,,,,
1,1962,KOMABIL001,14,1,6,0,,,,,,,,,,,,
1,1963,FISCPAT001,14,8,169,0,,,,,,,,,,,,
1,1963,WILSLAR001,14,4,67,0,,,,,,,,,,,,
1,1963,HILLJIM003,12,3,126,1,,,,,,,,,,,,
1,1963,SYMAJOH001,13,1,21,1,,,,,,,,,,,,
1,1963,STACBIL001,9,1,0,0,,,,,,,,,,,,
1,1963,STOVJER001,14,1,0,0,,,,,,,,,,,,
1,1964,FISCPAT001,14,10,164,2,,,,,,,,,,,,
1,1964,STOVJER001,14,3,71,1,,,,,,,,,,,,
1,1964,BURSJIM001,14,3,53,0,,,,,,,,,,,,
1,1964,WILSLAR001,14,3,44,1,,,,,,,,,,,,
1,1964,STALLAR001,8,2,31,0,,,,,,,,,,,,
1,1964,MEINDAL001,14,2,24,1,,,,,,,,,,,,
1,1964,KOMABIL001,14,2,1,0,,,,,,,,,,,,
1,1965,WILSLAR001,10,6,153,1,,,,,,,,,,,,
1,1965,BURSJIM001,12,5,113,0,,,,,,,,,,,,
1,1965,FISCPAT001,14,3,30,0,,,,,,,,,,,,
1,1965,STOVJER001,10,2,30,0,,,,,,,,,,,,
1,1965,KOMABIL001,14,1,2,0,,,,,,,,,,,,
1,1966,WILSLAR001,14,10,180,2,,,,,,,,,,,,
1,1966,WOODABE001,14,4,47,0,,,,,,,,,,,,
1,1966,STOVJER001,14,3,43,1,,,,,,,,,,,,
1,1966,BURSJIM001,11,2,20,0,,,,,,,,,,,,
1,1966,FISCPAT001,7,1,40,0,,,,,,,,,,,,
1,1966,STALLAR001,14,1,0,0,,,,,,,,,,,,
1,1967,FISCPAT001,14,4,85,1,,,,,,,,,,,,
1,1967,WILSLAR001,14,4,75,0,,,,,,,,,,,,
1,1967,STOVJER001,14,4,6,0,,,,,,,,,,,,
1,1967,WILLBOB003,14,2,21,0,,,,,,,,,,,,
1,1967,SPILPHI001,14,2,13,0,,,,,,,,,,,,
1,1967,BURSJIM001,13,2,0,0,,,,,,,,,,,,
1,1967,MEINDAL001,14,1,5,0,,,,,,,,,,,,
1,1968,WILSLAR001,14,4,14,0,,,,,,,,,,,,
1,1968,SANDLON001,13,3,6,0,,,,,,,,,,,,
1,1968,RIVEJAM001,9,2,22,0,,,,,,,,,,,,
1,1968,ATKIBOB001,14,2,0,0,,,,,,,,,,,,
1,1968,CLARERN001,14,1,15,0,,,,,,,,,,,,
1,1968,KEYSBRA001,7,1,8,0,,,,,,,,,,,,
1,1969,ATKIBOB001,13,3,74,0,,,,,,,,,,,,
1,1969,WEHRROG001,13,3,44,0,,,,,,,,,,,,
1,1969,WRIGNAT001,10,2,41,0,,,,,,,,,,,,
1,1969,ROWEBOB002,13,2,19,1,,,,,,,,,,,,
1,1969,WILSLAR001,14,2,15,0,,,,,,,,,,,,
1,1969,STOVJER001,10,1,28,0,,,,,,,,,,,,
1,1969,BROWTER001,14,1,21,0,,,,,,,,,,,,
1,1969,ROSEROC001,14,1,3,0,,,,,,,,,,,,
1,1970,WEHRROG001,14,6,50,0,,,,,,,,,,,,
1,1970,WILSLAR001,13,5,72,0,,,,,,,,,,,,
1,1970,FARRMIL001,14,5,38,1,,,,,,,,,,,,
1,1970,STOVJER001,11,2,45,0,,,,,,,,,,,,
1,1970,PARIDON001,14,1,41,1,,,,,,,,,,,,
1,1970,STALLAR001,14,1,9,0,,,,,,,,,,,,
1,1970,WRIGNAT001,14,1,0,0,,,,,,,,,,,,
1,1971,WILSLAR001,14,4,46,0,,,,,,,,,,,,
1,1971,THOMNOR002,14,4,45,0,,,,,,,,,,,,
1,1971,STOVJER001,6,2,20,0,,,,,,,,,,,,
1,1971,FARRMIL001,14,2,13,0,,,,,,,,,,,,
1,1971,WEHRROG001,13,2,11,0,,,,,,,,,,,,
1,1971,STALLAR001,14,1,26,1,,,,,,,,,,,,
1,1971,MCGIMIK001,11,1,19,0,,,,,,,,,,,,
1,1971,HACKDAL001,14,1,11,0,,,,,,,,,,,,
1,1972,WILSLAR001,12,3,35,0,,,,,,,,,,,,
1,1972,FARRMIL001,13,3,21,0,,,,,,,,,,,,
1,1972,MCGIMIK001,4,2,28,0,,,,,,,,,,,,
1,1972,HACKDAL001,14,1,22,0,,,,,,,,,,,,
1,1972,STAGJEF001,8,1,7,0,,,,,,,,,,,,
1,1972,THOMNOR002,12,1,5,0,,,,,,,,,,,,
1,1973,TOLBJIM001,13,2,34,0,,,,,,,,,,,,
1,1973,DURECLA001,11,2,13,0,,,,,,,,,,,,
1,1973,ARNEMAR001,14,1,13,0,,,,,,,,,,,,
1,1973,RIVEJAM001,10,1,11,0,,,,,,,,,,,,
1,1973,DETWCHU001,10,1,0,0,,,,,,,,,,,,
1,1973,STALLAR001,14,1,0,0,,,,,,,,,,,,
1,1973,BARNPET002,12,1,0,0,,,,,,,,,,,,
1,1973,WEHRROG001,11,1,0,0,,,,,,,,,,,,
1,1974,THOMNOR002,12,6,190,1,,,,,,,,,,,,
1,1974,WEHRROG001,14,2,54,1,,,,,,,,,,,,
1,1974,DURECLA001,14,2,29,0,,,,,,,,,,,,
1,1974,TOLBJIM001,14,2,22,0,,,,,,,,,,,,
1,1974,STALLAR001,14,2,13,0,,,,,,,,,,,,
1,1974,REAVKEN001,6,1,54,0,,,,,,,,,,,,
1,1974,CRUMDWA001,14,1,10,0,,,,,,,,,,,,
1,1975,THOMNOR002,14,7,141,1,,,,,,,,,,,,
1,1975,WEHRROG001,14,6,31,0,,,,,,,,,,,,
1,1975,REAVKEN001,14,3,7,0,,,,,,,,,,,,
1,1975,BARNPET002,14,2,26,0,,,,,,,,,,,,
1,1975,DURECLA001,13,1,23,0,,,,,,,,,,,,
1,1975,RUDOCOU001,13,1,18,0,,,,,,,,,,,,
1,1975,ARNEMAR001,14,1,6,0,,,,,,,,,,,,
1,1975,STALLAR001,13,1,-3,0,,,,,,,,,,,,
1,1976,THOMNOR002,13,4,83,0,,,,,,,,,,,,
1,1976,SENSMIK001,14,4,60,1,,,,,,,,,,,,
1,1976,WEHRROG001,14,4,31,0,,,,,,,,,,,,
1,1976,REAVKEN001,14,2,41,0,,,,,,,,,,,,
1,1976,WHITRAY001,6,2,20,0,,,,,,,,,,,,
1,1976,DURECLA001,13,1,8,0,,,,,,,,,,,,
1,1976,ARNEMAR001,14,1,0,0,,,,,,,,,,,,
1,1976,KEARTIM001,12,1,0,0,,,,,,,,,,,,
1,1977,WEHRROG001,14,5,44,0,,,,,,,,,,,,
1,1977,NELSLEE001,10,4,37,0,,,,,,,,,,,,
1,1977,SENSMIK001,10,3,110,1,,,,,,,,,,,,
1,1977,ARNEMAR001,14,2,23,0,,,,,,,,,,,,
1,1977,REAVKEN001,14,2,17,0,,,,,,,,,,,,
1,1977,ALLECAR002,14,1,22,0,,,,,,,,,,,,
1,1977,KELLMAR002,14,1,14,0,,,,,,,,,,,,
1,1977,SEVEJEF001,14,1,0,0,,,,,,,,,,,,
1,1978,STONKEN001,14,9,139,0,,,,,,,,,,,,
1,1978,ALLECAR002,15,6,54,0,,,,,,,,,,,,
1,1978,WEHRROG001,16,4,3,0,,,,,,,,,,,,
1,1978,SMITPER001,16,3,6,0,,,,,,,,,,,,
1,1978,WILLERI001,13,1,24,0,,,,,,,,,,,,
1,1978,NEILSTE001,16,1,18,0,,,,,,,,,,,,
1,1978,KEARTIM001,15,1,8,0,,,,,,,,,,,,
1,1978,NELSLEE001,16,1,-3,0,,,,,,,,,,,,
1,1979,STONKEN001,16,6,70,0,,,,,,,,,,,,
1,1979,ALLECAR002,15,5,126,0,,,,,,,,,,,,
1,1979,GREEKEN001,16,3,37,0,,,,,,,,,,,,
1,1979,WEHRROG001,16,2,8,1,,,,,,,,,,,,
1,1979,WILLERI001,16,1,25,0,,,,,,,,,,,,
1,1979,SMITPER001,16,1,22,0,,,,,,,,,,,,
1,1980,STONKEN001,16,5,63,0,,,,,,,,,,,,
1,1980,GREEKEN001,12,4,41,0,,,,,,,,,,,,
1,1980,ALLECAR002,16,3,104,1,,,,,,,,,,,,
1,1980,WILLERI001,12,2,31,0,,,,,,,,,,,,
1,1980,COLLTIM001,12,2,22,0,,,,,,,,,,,,
1,1980,WEHRROG001,16,1,25,0,,,,,,,,,,,,
1,1980,KEARTIM001,13,1,22,0,,,,,,,,,,,,
1,1980,GREEROY001,15,1,10,0,,,,,,,,,,,,
1,1980,BROWRUS001,16,1,9,0,,,,,,,,,,,,
1,1981,GREEKEN001,15,7,111,0,,,,,,,,,,,,
1,1981,WEHRROG001,16,4,8,0,,,,,,,,,,,,
1,1981,GREEROY001,16,3,44,0,,,,,,,,,,,,
1,1981,FAVRCAL001,14,1,42,0,,,,,,,,,,,,
1,1981,JOHNCHA002,5,1,19,0,,,,,,,,,,,,
1,1981,WILLERI001,15,1,17,0,,,,,,,,,,,,
1,1981,COLLTIM001,14,1,17,0,,,,,,,,,,,,
1,1981,AHREDAV001,16,1,14,1,,,,,,,,,,,,
1,1981,JUNIEJA001,16,1,5,0,,,,,,,,,,,,
1,1981,GRIFJEF001,16,1,4,0,,,,,,,,,,,,
1,1982,PERRBEN001,9,1,35,0,,,,,,,,,,,,
1,1982,GRIFJEF001,9,1,8,0,,,,,,,,,,,,
1,1982,NELSLEE001,8,1,7,0,,,,,,,,,,,,
1,1982,GREEKEN001,8,1,2,0,,,,,,,,,,,,
1,1982,ALLECAR002,9,1,0,0,,,,,,,,,,,,
1,1982,DAWSMIK001,9,1,0,0,,,,,,,,,,,,
1,1983,WASHLIO001,16,8,92,0,,,,,,,,,,,,
1,1983,PERRBEN001,16,4,50,0,,,,,,,,,,,,
1,1983,JUNIEJA001,12,3,27,0,,,,,,,,,,,,
1,1983,MACKCED001,16,3,25,0,,,,,,,,,,,,
1,1983,HARRBOB002,8,3,10,0,,,,,,,,,,,,
1,1983,BAKEALA001,16,2,24,0,,,,,,,,,,,,
1,1983,SMITWAY001,16,2,3,0,,,,,,,,,,,,
1,1983,GALLDAV002,16,1,17,0,,,,,,,,,,,,
1,1983,GROOELO001,11,1,10,0,,,,,,,,,,,,
1,1983,NELSLEE001,16,1,8,0,,,,,,,,,,,,
1,1984,WASHLIO001,15,5,42,0,,,,,,,,,,,,
1,1984,SMITWAY001,16,4,35,0,,,,,,,,,,,,
1,1984,PERRBEN001,16,4,22,0,,,,,,,,,,,,
1,1984,SMITLEO001,12,2,31,1,,,,,,,,,,,,
1,1984,GRIFJEF001,8,2,0,0,,,,,,,,,,,,
1,1984,HOWATOM001,15,2,-4,0,,,,,,,,,,,,
1,1984,HEFLVIC001,16,1,19,0,,,,,,,,,,,,
1,1984,JUNIEJA001,16,1,18,0,,,,,,,,,,,,
1,1985,JUNIEJA001,16,5,109,0,,,,,,,,,,,,
1,1985,YOUNLON001,16,3,0,0,,,,,,,,,,,,
1,1985,SMITLEO001,16,2,73,0,,,,,,,,,,,,
1,1985,MACKCED001,16,2,10,0,,,,,,,,,,,,
1,1985,WASHLIO001,5,1,48,1,,,,,,,,,,,,
1,1986,MACKCED001,15,4,42,0,,,,,,,,,,,,
1,1986,WASHLIO001,16,2,19,0,,,,,,,,,,,,
1,1986,CARTCAR001,14,2,12,0,,,,,,,,,,,,
1,1986,SMITWAY001,16,1,35,0,,,,,,,,,,,,
1,1986,SMITLEO001,16,1,13,0,,,,,,,,,,,,
1,1987,CURTTRA001,13,5,65,0,,,,,,,,,,,,
1,1987,MACKCED001,10,2,0,0,,,,,,,,,,,,
1,1987,NOGAPET001,3,1,60,1,,,,,,,,,,,,
1,1987,JUNIEJA001,13,1,25,0,,,,,,,,,,,,
1,1987,BELLANT001,12,1,13,0,,,,,,,,,,,,
1,1987,MATHMAR001,2,1,4,0,,,,,,,,,,,,
1,1987,CARTCAR001,12,1,0,0,,,,,,,,,,,,
1,1987,YOUNLON001,12,1,0,0,,,,,,,,,,,,
1,1987,SADDROD001,12,1,0,0,,,,,,,,,,,,
1,1988,MACKCED001,16,3,33,0,,,,,,,,,,,,
1,1988,CARTCAR001,16,3,0,0,,,,,,,,,,,,
1,1988,MCDOTIM001,16,2,11,0,,,,,,,,,,,,
1,1988,LYLELES001,6,2,0,0,,,,,,,,,,,,
1,1988,CURTTRA001,12,1,18,0,,,,,,,,,,,,
1,1988,SMITLEO001,3,1,15,0,,,,,,,,,,,,
1,1988,CLASBOB001,16,1,7,0,,,,,,,,,,,,
1,1988,JUNIEJA001,16,1,2,0,,,,,,,,,,,,
1,1988,YOUNLON001,12,1,2,0,,,,,,,,,,,,
1,1988,MITCROL001,11,1,0,0,,,,,,,,,,,,
1,1989,MCDOTIM001,16,7,170,1,,,,,,,,,,,,
1,1989,MACKCED001,16,4,15,0,,,,,,,,,,,,
1,1989,DOWNMIC001,5,1,37,0,,,,,,,,,,,,
1,1989,YOUNLON001,10,1,32,0,,,,,,,,,,,,
1,1989,ZORDMIK001,16,1,16,1,,,,,,,,,,,,
1,1989,WAHLJIM001,13,1,5,0,,,,,,,,,,,,
1,1989,CARTCAR001,15,1,0,0,,,,,,,,,,,,
1,1990,MCDOTIM001,16,4,63,0,,,,,,,,,,,,
1,1990,TAYLJAY001,16,3,50,0,,,,,,,,,,,,
1,1990,MACKCED001,16,2,53,0,,,,,,,,,,,,
1,1990,YOUNLON001,16,2,8,0,,,,,,,,,,,,
1,1990,JAXAGAR001,16,2,5,0,,,,,,,,,,,,
1,1990,TURNMAR001,16,1,70,2,,,,,,,,,,,,
1,1990,ZORDMIK001,16,1,25,0,,,,,,,,,,,,
1,1990,BELLANT001,16,1,0,0,,,,,,,,,,,,
1,1991,WILLAEN001,16,6,60,0,,,,,,,,,,,,
1,1991,MCDOTIM001,13,5,36,0,,,,,,,,,,,,
1,1991,LYNCLOR001,16,3,59,1,,,,,,,,,,,,
1,1991,ZORDMIK001,16,1,27,0,,,,,,,,,,,,
1,1991,DUERDAV001,11,1,5,0,,,,,,,,,,,,
1,1991,PATTCRA001,16,1,0,0,,,,,,,,,,,,
1,1992,MASSROB001,15,5,147,3,,,,,,,,,,,,
1,1992,ZORDMIK001,16,3,37,0,,,,,,,,,,,,
1,1992,WILLAEN001,16,3,25,0,,,,,,,,,,,,
1,1992,MCDOTIM001,16,2,35,0,,,,,,,,,,,,
1,1992,DAVIDEX001,16,2,27,0,,,,,,,,,,,,
