fid,season,playerid,g,patt,pcmp,pyds,ptd,pint
2,1975,JAMEJOH001,14,1,1,25,0,0
2,1974,LEEABOB002,9,172,78,852,3,14
2,1974,SULLPAT001,6,105,48,556,1,8
2,1974,MCQUKIM001,5,79,34,373,0,9
2,1973,LEEABOB002,12,230,120,1786,10,8
2,1973,SHINDIC001,4,64,34,401,3,4
2,1973,SULLPAT001,4,26,14,175,1,0
2,1972,BERRBOB001,14,277,154,2158,13,12
2,1972,SULLPAT001,14,19,3,44,0,3
2,1971,BERRBOB001,11,226,136,2005,11,16
2,1971,SHINDIC001,10,57,30,463,5,5
2,1971,LOTHBIL001,9,1,1,27,0,0
2,1971,HARTLEO001,1,1,0,0,0,0
2,1970,BERRBOB001,12,269,156,1806,16,13
2,1970,JOHNRAN002,4,72,40,443,2,8
2,1970,WAGEHAR001,13,1,1,13,0,0
2,1969,BERRBOB001,7,124,71,1087,10,2
2,1969,JOHNRAN002,6,93,51,788,8,5
2,1969,LEMMBRU001,7,62,25,330,1,4
2,1969,WAGEHAR001,14,1,1,16,1,0
2,1969,LOTHBIL001,14,1,1,9,0,0
2,1969,GIPSPAU001,10,1,0,0,0,1
2,1968,JOHNRAN002,8,156,73,892,2,10
2,1968,BERRBOB001,10,153,81,1433,7,13
2,1968,LEMMBRU001,4,15,3,40,0,1
2,1968,WAGEHAR001,13,2,1,21,0,0
2,1967,JOHNRAN002,14,288,142,1620,10,21
2,1967,NOFSTER001,7,60,30,352,1,2
2,1967,SLOASTE001,5,18,4,38,0,2
2,1967,MOORTOM001,10,2,2,102,1,0
2,1967,DUNNPER001,14,2,1,32,1,0
2,1966,JOHNRAN002,14,295,129,1795,12,21
2,1966,CLARDEN001,7,70,40,471,2,2
2,1966,SLOASTE001,3,13,6,96,0,2
2,1966,DUNNPER001,14,2,0,0,0,2
2,1966,LOTHBIL001,14,1,0,0,0,0
3,2018,FLACJOE001,9,379,232,2465,12,6
3,2018,JACKLAM001,16,170,99,1201,6,3
3,2018,GRIFROB002,3,6,2,21,0,0
3,2018,KOCHSAM001,16,1,1,21,0,0
3,2017,FLACJOE001,16,549,352,3141,18,13
3,2017,MALLRYA001,2,16,9,56,2,0
3,2017,KOCHSAM001,16,2,2,38,0,0
3,2016,FLACJOE001,16,672,436,4317,20,15
3,2016,MALLRYA001,4,6,3,26,0,1
3,2016,TUCKJUS002,16,1,0,0,0,0
3,2015,FLACJOE001,10,413,266,2791,14,12
3,2015,MALLRYA001,2,97,58,566,2,2
3,2015,CLAUJIM001,3,85,49,555,2,3
3,2015,SCHAMAT001,2,80,52,540,3,4
3,2015,KOCHSAM001,16,1,1,-3,0,0
3,2014,FLACJOE001,16,554,344,3986,27,12
3,2013,FLACJOE001,16,614,362,3912,19,22
3,2013,TAYLTYR001,3,5,1,2,0,1
3,2012,FLACJOE001,16,531,317,3817,22,10
3,2012,TAYLTYR001,7,29,17,179,0,1
3,2011,FLACJOE001,16,542,312,3610,20,12
3,2011,TAYLTYR001,3,1,1,18,0,0
3,2011,RICERAY001,16,1,1,1,1,0
3,2010,FLACJOE001,16,489,306,3622,25,10
3,2010,KOCHSAM001,16,1,1,13,0,0
3,2010,BOLDANQ001,16,1,1,-6,0,0
3,2009,FLACJOE001,16,499,315,3613,21,12
3,2009,SMITTRO002,4,9,5,24,0,1
3,2009,CLAYMAR002,14,1,1,0,0,0
3,2009,RICERAY001,16,1,0,0,0,0
3,2008,FLACJOE001,16,428,257,2971,14,12
3,2008,SMITTRO002,6,4,3,82,1,0
3,2008,CLAYMAR002,16,1,1,32,1,0
3,2007,BOLLKYL001,12,275,168,1743,9,10
3,2007,MCNASTE001,6,205,133,1113,2,4
3,2007,SMITTRO002,4,76,40,452,2,0
3,2007,CLAYMAR002,16,1,0,0,0,0
3,2006,MCNASTE001,16,468,295,3050,16,12
3,2006,BOLLKYL001,5,55,33,485,5,2
3,2006,CLAYMAR002,16,1,0,0,0,0
3,2005,BOLLKYL001,9,293,171,1799,11,12
3,2005,WRIGANT001,9,266,164,1582,6,9
3,2005,HYMERAN001,16,2,0,0,0,0
3,2005,CLAYMAR002,14,1,0,0,0,0
3,2004,BOLLKYL001,16,464,258,2559,13,11
3,2004,HYMERAN001,14,1,0,0,0,0
3,2003,BOLLKYL001,11,224,116,1260,7,9
3,2003,WRIGANT001,7,178,94,1199,9,8
3,2003,REDMCHR001,2,13,7,58,0,2
3,2002,BLAKJEF001,11,295,165,2084,13,11
3,2002,REDMCHR001,6,182,97,1034,7,3
3,2002,HEAPTOD001,16,1,0,0,0,0
3,2002,ZASTDAV001,16,1,0,0,0,0
3,2001,GRBAELV001,14,467,265,3033,15,18
3,2001,CUNNRAN001,6,89,54,573,3,2
3,2001,RICHKYL001,16,1,1,-11,0,0
3,2000,BANKTON001,11,274,150,1578,8,8
3,2000,DILFTRE001,11,226,134,1502,12,11
3,2000,REDMCHR001,2,3,2,19,0,0
3,2000,LEWIJER001,15,1,1,3,0,0
3,1999,BANKTON001,12,320,169,2136,17,8
3,1999,CASESTO001,10,170,77,988,3,8
3,1999,MITCSCO001,2,56,24,236,1,4
3,1998,HARBJIM001,14,293,164,1839,12,11
3,1998,ZEIEERI001,10,181,107,1312,4,3
3,1998,RICHWAL001,1,2,1,1,0,0
3,1998,HOLMPRI001,16,1,0,0,0,1
3,1997,TESTVIN001,13,470,271,2971,18,15
3,1997,ZEIEERI001,5,116,67,958,7,1
3,1996,TESTVIN001,16,549,325,4177,33,19
3,1996,ZEIEERI001,1,21,10,97,1,1
4,2018,ALLEJOS002,12,320,169,2074,10,12
4,2018,PETENAT001,4,81,44,296,1,7
4,2018,ANDEDER001,2,70,42,465,0,4
4,2018,BARKMAT001,1,25,15,232,2,0
4,2018,THOMLOG001,12,1,1,15,0,0
4,2018,BOJOCOR001,8,1,0,0,0,0
4,2018,JONEZAY001,16,1,0,0,0,0
4,2018,MCCOLES001,14,0,0,0,0,0
4,2017,TAYLTYR001,15,420,263,2799,14,4
4,2017,PETENAT001,4,49,24,252,2,5
4,2017,WEBBJOE001,16,7,2,35,0,1
4,2016,TAYLTYR001,15,436,269,3023,17,6
4,2016,MANUEJA001,7,26,11,131,0,0
4,2016,JONECAR001,1,11,6,96,0,1
4,2016,WILLJON002,10,1,0,0,0,0
4,2015,TAYLTYR001,14,380,242,3035,20,6
4,2015,MANUEJA001,7,84,52,561,3,3
4,2015,HOGACHR001,16,1,1,4,0,0
4,2014,ORTOKYL001,12,447,287,3018,18,10
4,2014,MANUEJA001,5,131,76,838,5,3
4,2014,JACKFRE001,14,1,0,0,0,0
4,2013,MANUEJA001,10,306,180,1972,11,9
4,2013,LEWITHA001,6,157,93,1092,4,3
4,2013,TUELJEF001,2,59,26,309,1,3
4,2012,FITZRYA001,16,505,306,3400,24,16
4,2012,THIGTYL001,4,5,3,30,0,0
4,2012,SMITBRA002,15,1,0,0,0,1
4,2011,FITZRYA001,16,569,353,3832,24,23
4,2011,THIGTYL001,3,8,3,25,0,1
4,2011,SMITBRA002,15,1,0,0,0,1
4,2010,FITZRYA001,13,441,255,3000,23,15
4,2010,EDWATRE001,2,52,29,241,1,2
4,2010,BROHBRI001,1,23,10,106,0,3
4,2010,BROWLEV002,1,3,2,24,0,1
4,2009,FITZRYA001,10,227,127,1422,9,10
4,2009,EDWATRE001,8,183,110,1169,6,7
4,2009,BROHBRI001,2,29,17,146,0,2
4,2009,JACKFRE001,16,1,1,27,1,0
4,2009,MOORBRI001,16,1,1,25,1,0
4,2008,EDWATRE001,14,374,245,2699,11,10
4,2008,LOSMJPA001,5,104,63,584,2,5
4,2008,MOORBRI001,16,1,1,19,1,0
4,2007,EDWATRE001,10,269,151,1630,7,8
4,2007,LOSMJPA001,8,175,111,1204,4,6
4,2007,LYNCMAR001,13,1,1,8,1,0
4,2006,LOSMJPA001,16,429,268,3051,19,14
4,2006,EVANLEE001,16,1,0,0,0,0
4,2006,MOORBRI001,16,1,0,0,0,0
4,2005,HOLCKEL001,10,230,155,1509,10,8
4,2005,LOSMJPA001,9,228,113,1340,8,8
4,2005,PARRROS001,10,1,1,3,0,0
4,2004,BLEDDRE001,16,450,256,2932,20,16
4,2004,LOSMJPA001,4,5,3,32,0,1
4,2004,MATTSHA001,3,3,2,44,1,0
4,2004,MOORBRI001,16,3,1,24,0,0
4,2003,BLEDDRE001,16,471,274,2860,11,12
4,2003,BROWTRA001,2,18,14,160,0,1
4,2003,VANPALE001,6,12,5,49,0,3
4,2003,HENRTRA001,15,1,0,0,0,1
4,2002,BLEDDRE001,16,610,375,4359,24,15
4,2002,VANPALE001,2,2,2,5,0,0
4,2001,VANPALE001,12,307,178,2056,12,11
4,2001,JOHNROB001,8,216,134,1465,5,7
4,2001,BROWTRA001,1,33,15,201,1,2
4,2001,MOORBRI001,16,1,0,0,0,0
4,2000,JOHNROB001,12,306,175,2125,12,7
4,2000,FLUTDOU001,11,231,132,1700,8,3
4,2000,VANPALE001,1,8,4,67,0,0
4,2000,MOHRCHR001,16,1,1,44,0,0
4,1999,FLUTDOU001,15,478,264,3171,19,16
4,1999,JOHNROB001,2,34,25,298,2,0
4,1999,VANPALE001,1,1,1,9,0,0
4,1998,FLUTDOU001,13,354,202,2711,20,11
4,1998,JOHNROB001,8,107,67,910,8,3
4,1997,COLLTOD002,14,391,215,2367,12,13
4,1997,VANPALE001,6,124,60,684,2,10
4,1997,HOBEBIL001,2,30,17,133,0,2
4,1997,MOHRCHR001,16,1,1,29,0,0
4,1997,REEDAND001,15,0,0,0,0,0
4,1996,KELLJIM003,13,379,222,2810,14,19
4,1996,COLLTOD002,7,99,55,739,4,5
4,1996,VANPALE001,1,5,2,9,0,0
4,1995,KELLJIM003,15,458,255,3130,22,13
4,1995,COLLTOD002,7,29,14,112,0,1
4,1995,VANPALE001,1,18,10,106,2,0
4,1995,ARMOJUS001,15,1,0,0,0,0
4,1994,KELLJIM003,14,448,285,3114,22,17
4,1994,REICFRA001,16,93,56,568,1,4
4,1994,REEDAND001,16,1,1,32,0,0
4,1993,KELLJIM003,16,470,288,3382,18,18
4,1993,REICFRA001,15,26,16,153,2,0
4,1993,THOMTHU001,16,1,0,0,0,0
4,1992,KELLJIM003,16,462,269,3457,23,19
4,1992,REICFRA001,16,47,24,221,0,2
4,1991,KELLJIM003,15,474,304,3844,33,17
4,1991,REICFRA001,16,41,27,305,6,2
4,1991,MOHRCHR001,16,1,1,-9,0,0
4,1990,KELLJIM003,14,346,219,2829,24,9
4,1990,REICFRA001,16,63,36,469,2,0
4,1990,GILBGAL001,1,15,8,106,2,2
4,1990,SMITDON004,16,1,0,0,0,0
4,1989,KELLJIM003,13,391,228,3130,25,18
4,1989,REICFRA001,7,87,53,701,7,2
4,1989,JOHNFLI001,16,0,0,0,0,0
4,1988,KELLJIM003,16,452,269,3380,15,17
4,1988,RIDDROB001,15,2,2,31,0,0
4,1987,KELLJIM003,12,419,250,2798,19,11
4,1987,MCCLBRI001,1,38,20,181,0,3
4,1987,TOTTWIL001,2,33,13,155,2,2
4,1987,MANUDAN001,3,21,7,68,0,2
4,1987,MILLMAR002,1,3,1,9,0,1
4,1987,RIDDROB001,6,1,1,35,0,0
4,1987,KIDDJOH001,12,1,0,0,0,0
4,1986,KELLJIM003,16,480,285,3593,22,17
4,1986,REICFRA001,3,19,9,104,0,2
4,1985,FERRVIN001,10,287,149,1677,5,17
4,1985,MATHBRU001,10,228,113,1635,4,14
4,1985,REICFRA001,1,1,1,19,0,0
4,1985,BELLGRE002,16,1,0,0,0,0
4,1985,KIDDJOH001,16,0,0,0,0,0
4,1984,FERGJOE001,12,344,191,1991,12,17
4,1984,DUFEJOE001,5,150,74,829,4,8
4,1984,KOFLMAT001,16,93,33,432,2,5
4,1984,MOSLMIK001,4,1,0,0,0,0
4,1983,FERGJOE001,16,508,281,2995,26,25
4,1983,KOFLMAT001,16,61,35,440,4,3
4,1983,CRIBJOE001,16,2,1,3,0,0
4,1982,FERGJOE001,9,264,144,1597,7,16
4,1982,ROBIMAT001,5,8,5,74,1,0
4,1982,CRIBJOE001,7,1,0,0,0,1
4,1981,FERGJOE001,16,498,252,3652,24,20
4,1981,ROBIMAT001,15,2,0,0,0,0
4,1981,CRIBJOE001,15,1,1,9,1,0
4,1981,LEAKROO001,16,1,0,0,0,0
4,1981,MIKENIC001,16,1,0,0,0,0
4,1980,FERGJOE001,16,439,251,2805,20,18
4,1980,HUMMDAV001,16,14,4,39,0,1
4,1980,MANUDAN001,2,6,5,64,0,0
4,1980,CATEGRE001,16,1,1,15,0,0
4,1980,CRIBJOE001,16,1,1,13,0,0
4,1979,FERGJOE001,16,458,238,3572,14,15
4,1979,MUNSBIL001,3,7,3,31,0,0
4,1978,FERGJOE001,16,330,175,2136,16,15
4,1978,MUNSBIL001,4,43,24,328,4,2
4,1978,MAYSDAV001,1,15,4,39,1,0
4,1977,FERGJOE001,14,457,221,2803,12,24
4,1977,SIMPOJA001,7,1,0,0,0,0
4,1976,MARAGAR001,11,232,82,998,7,16
4,1976,FERGJOE001,7,151,74,1086,9,1
4,1975,FERGJOE001,14,321,169,2426,25,17
4,1975,MARAGAR001,5,33,13,235,3,2
4,1974,FERGJOE001,14,232,119,1588,12,12
4,1974,MARAGAR001,3,18,9,140,2,3
4,1974,SIMPOJA001,14,1,0,0,0,0
4,1973,FERGJOE001,14,164,73,939,4,10
4,1973,SHAWDEN001,4,46,22,300,0,4
4,1973,SIMPOJA001,14,2,1,-3,0,0
4,1973,CHANBOB001,14,1,0,0,0,0
4,1972,SHAWDEN001,14,258,136,1666,14,17
4,1972,TALIMIK001,5,33,16,176,1,4
4,1972,HARTLEO001,2,15,6,53,0,3
4,1972,SIMPOJA001,14,8,5,113,1,0
4,1972,JONESPI001,14,2,1,4,0,0
4,1971,SHAWDEN001,13,291,149,1813,11,26
4,1971,HARRJAM003,7,103,51,512,1,6
4,1971,BRAXJIM001,13,3,1,49,0,0
4,1971,BRISMAR001,14,2,1,36,0,0
4,1971,SIMPOJA001,14,2,0,0,0,0
4,1970,SHAWDEN001,14,321,178,2507,10,20
4,1970,HARRJAM003,7,50,24,338,3,4
4,1970,DARRDAN001,3,29,11,71,0,2
4,1970,SIMPOJA001,8,2,0,0,0,0
4,1969,KEMPJAC001,14,344,170,1981,13,22
4,1969,DARRDAN001,3,52,24,365,1,6
4,1969,HARRJAM003,4,36,15,270,1,1
4,1969,FLORTOM001,2,5,2,16,0,0
4,1969,SHERTOM001,1,2,2,20,1,0
4,1969,RIDLPRE001,9,1,1,45,1,0
4,1969,MAGUPAU001,14,1,1,19,0,0
4,1969,BRISMAR001,13,1,0,0,0,1
4,1968,DARRDAN001,11,215,92,917,3,14
4,1968,RUTKEDA001,13,100,41,380,0,6
4,1968,STEPKAY001,10,79,29,364,4,7
4,1968,FLORTOM001,1,5,3,15,0,1
4,1968,MCDEGAR001,14,3,2,35,0,0
4,1968,RUSSBEN001,1,2,1,3,0,0
4,1968,ANDEMAX001,14,1,0,0,0,0
4,1967,KEMPJAC001,14,369,161,2503,14,26
4,1967,FLORTOM001,14,64,22,260,0,8
4,1967,RUTKEDA001,14,1,0,0,0,0
4,1966,KEMPJAC001,14,389,166,2451,11,16
4,1966,LAMODAR001,14,84,33,549,4,5
4,1965,KEMPJAC001,14,391,179,2368,10,18
4,1965,LAMODAR001,14,70,29,376,3,6
4,1964,KEMPJAC001,14,269,119,2285,13,26
4,1964,LAMODAR001,14,128,55,1137,6,8
4,1963,KEMPJAC001,14,384,193,2910,13,20
4,1963,LAMODAR001,14,71,33,437,3,4
4,1963,GILCCOO001,14,1,1,35,0,0
4,1963,RUTKEDA001,14,1,0,0,0,0
4,1962,RABBWAR001,14,177,67,1196,10,14
4,1962,KEMPJAC001,4,94,51,636,3,4
4,1962,DOROALA001,4,75,30,333,2,7
4,1962,CROWWAY001,14,4,2,16,0,1
4,1962,TASECAR001,11,1,0,0,0,0
4,1961,REYNMCA001,12,181,83,1004,2,13
4,1961,GREEJOH002,8,126,56,903,6,5
4,1961,RABBWAR001,9,74,34,586,5,2
4,1961,LUCARIC001,8,50,20,282,2,4
4,1961,OCONTOM001,1,5,1,11,0,1
4,1961,CARLWRA001,14,2,0,0,0,0
4,1961,BOHLDEW001,7,1,0,0,0,0
4,1960,GREEJOH002,10,228,89,1267,10,10
4,1960,OCONTOM001,14,145,65,1033,7,13
4,1960,LUCARIC001,14,49,23,314,2,3
4,1960,BRODBOB001,4,25,7,75,0,3
5,2018,NEWTCAM002,14,471,320,3395,24,13
5,2018,HEINTAY001,6,57,35,320,1,3
5,2018,ALLEKYL001,2,31,20,266,2,0
5,2018,GILBGAR001,1,3,2,40,0,0
5,2018,MCCACHR002,16,1,1,50,1,0
5,2017,NEWTCAM002,16,492,291,3302,22,16
5,2017,ANDEDER001,3,8,2,17,0,0
5,2017,PALAMIC001,16,1,0,0,0,0
5,2016,NEWTCAM002,15,510,270,3509,19,14
5,2016,ANDEDER001,5,53,36,453,2,5
5,2015,NEWTCAM002,16,496,296,3837,35,10
5,2015,ANDEDER001,3,6,4,36,0,0
5,2014,NEWTCAM002,14,448,262,3127,18,12
5,2014,ANDEDER001,6,97,65,701,5,0
5,2013,NEWTCAM002,16,473,292,3379,24,13
5,2012,NEWTCAM002,16,485,280,3869,19,12
5,2012,ANDEDER001,2,4,4,58,0,0
5,2012,EDWAARM001,16,1,0,0,0,0
5,2011,NEWTCAM002,16,517,310,4051,21,17
5,2011,NAANLEG001,15,1,1,27,0,0
5,2011,EDWAARM001,16,1,1,11,0,0
5,2010,CLAUJIM001,13,299,157,1558,3,9
5,2010,MOORMAT001,6,143,79,857,5,10
5,2010,STPIBRI001,1,28,13,173,1,2
5,2010,PIKETON001,1,12,6,47,0,0
5,2010,EDWAARM001,3,1,1,0,0,0
5,2010,LAFEBRA001,14,1,0,0,0,0
5,2009,DELHJAK001,11,321,178,2015,8,18
5,2009,MOORMAT001,7,138,85,1053,8,2
5,2009,MCCOJOS001,1,6,1,2,0,0
5,2008,DELHJAK001,16,414,246,3288,15,12
5,2007,TESTVIN001,7,172,94,952,5,6
5,2007,CARRDAV001,6,136,73,635,3,5
5,2007,MOORMAT001,9,111,63,730,3,5
5,2007,DELHJAK001,3,86,55,624,8,1
5,2006,DELHJAK001,13,431,263,2805,17,11
5,2006,WEINCHR001,3,96,56,625,2,4
5,2006,BASABRE001,1,11,6,56,0,1
5,2006,JOHNKEY001,16,1,0,0,0,1
5,2005,DELHJAK001,16,435,262,3421,24,16
5,2005,WEINCHR001,3,13,7,64,1,0
5,2005,FOSTDES001,15,1,0,0,0,0
5,2004,DELHJAK001,16,533,310,3886,29,15
5,2004,PEETROD001,1,1,1,3,0,0
5,2004,PROERIC001,16,1,0,0,0,0
5,2004,SMITSTE003,1,1,0,0,0,0
5,2003,DELHJAK001,16,449,266,3219,19,16
5,2003,PEETROD001,1,10,4,19,0,0
5,2003,SAUETOD001,16,1,0,0,0,0
5,2002,PEETROD001,14,381,223,2630,15,14
5,2002,FASARAN001,4,44,15,171,0,4
5,2002,WEINCHR001,6,38,17,180,0,3
5,2002,BROWDEE001,14,1,0,0,0,1
5,2001,WEINCHR001,15,540,293,2931,11,19
5,2001,LYTLMAT001,3,30,17,133,1,3
5,2001,CRAIDAM001,2,8,4,34,0,0
5,2001,HUNTRIC001,14,1,0,0,0,0
5,2000,BEUESTE001,16,533,324,3730,19,18
5,2000,LEWIJEF001,5,32,16,120,0,1
5,2000,WALTKEN001,16,1,0,0,0,0
5,1999,BEUESTE001,16,571,343,4436,36,15
5,1999,LEWIJEF001,2,3,2,11,0,0
5,1999,BONOSTE001,2,1,0,0,0,0
5,1998,BEUESTE001,12,343,216,2613,17,12
5,1998,COLLKER001,4,162,76,1011,8,5
5,1998,FLOYWIL001,16,1,0,0,0,1
5,1998,WALTKEN001,16,1,0,0,0,0
5,1997,COLLKER001,13,381,200,2124,11,21
5,1997,BEUESTE001,7,153,89,1032,6,3
5,1996,COLLKER001,13,364,204,2454,14,9
5,1996,BEUESTE001,8,123,69,879,8,2
5,1995,COLLKER001,15,433,214,2717,14,19
5,1995,REICFRA001,3,84,37,441,2,2
5,1995,TRUDJAC001,1,17,11,100,0,3
5,1995,GULIERI001,14,2,1,46,0,1
5,1995,WORKVIN001,9,1,0,0,0,0
6,2018,TRUBMIT001,14,434,289,3223,24,12
6,2018,DANICHA001,5,76,53,515,3,2
6,2018,MILLANT002,15,1,1,8,0,0
6,2018,COHETAR001,16,1,1,1,1,0
6,2017,TRUBMIT001,12,330,196,2193,7,7
6,2017,GLENMIK001,4,140,93,833,4,5
6,2017,COHETAR001,16,2,1,21,1,0
6,2017,ODONPAT002,16,1,1,38,1,0
6,2016,BARKMAT001,7,216,129,1611,8,14
6,2016,HOYEBRI001,6,200,134,1445,6,0
6,2016,CUTLJAY001,5,137,81,1059,4,5
6,2016,FALEDAV001,1,5,2,22,0,0
6,2016,MERECAM001,14,1,1,2,1,0
6,2015,CUTLJAY001,15,483,311,3659,21,11
6,2015,CLAUJIM001,2,40,23,184,0,1
6,2014,CUTLJAY001,15,561,370,3812,28,18
6,2014,CLAUJIM001,4,48,26,223,2,1
6,2013,CUTLJAY001,11,355,224,2621,19,12
6,2013,MCCOJOS001,8,224,149,1829,13,1
6,2012,CUTLJAY001,15,434,255,3033,19,14
6,2012,CAMPJAS001,6,51,32,265,2,2
6,2011,CUTLJAY001,10,314,182,2319,13,7
6,2011,HANICAL001,6,102,51,613,3,9
6,2011,MCCOJOS001,3,55,35,414,2,4
6,2011,FORTMAT001,12,1,0,0,0,0
6,2011,PODLADA001,16,1,0,0,0,0
6,2010,CUTLJAY001,15,432,261,3274,23,16
6,2010,COLLTOD002,2,27,10,68,0,5
6,2010,HANICAL001,2,7,5,55,0,0
6,2009,CUTLJAY001,16,555,336,3666,27,26
6,2009,HANICAL001,2,7,3,11,0,1
6,2009,MAYNBRA001,16,1,1,0,0,0
6,2008,ORTOKYL001,15,465,272,2972,18,12
6,2008,GROSREX002,4,62,32,257,2,2
6,2008,MAYNBRA001,16,1,0,0,0,0
6,2007,GRIEBRI001,7,262,161,1803,10,12
6,2007,GROSREX002,8,225,122,1411,4,7
6,2007,ORTOKYL001,3,80,43,478,3,2
6,2007,PETEADR001,16,1,1,9,1,0
6,2007,GOULROB001,16,1,0,0,0,0
6,2007,HESTDEV001,16,0,0,0,0,0
6,2006,GROSREX002,16,480,262,3193,23,20
6,2006,GRIEBRI001,6,32,18,220,1,2
6,2006,MAYNBRA001,16,1,1,37,0,0
6,2006,JONETHO001,16,1,1,-4,0,0
6,2005,ORTOKYL001,15,368,190,1869,9,13
6,2005,GROSREX002,2,39,20,259,1,2
6,2005,BLAKJEF001,2,9,8,55,1,0
6,2005,MAYNBRA001,16,2,1,18,0,0
6,2004,HUTCCHA001,5,161,92,903,4,3
6,2004,KRENCRA001,6,127,59,718,3,6
6,2004,QUINJON001,5,98,51,413,1,3
6,2004,GROSREX002,3,84,47,607,1,3
6,2004,EDINPAU001,16,1,0,0,0,1
6,2003,STEWKOR001,9,251,126,1418,7,12
6,2003,CHANCHR001,8,192,107,1050,3,7
6,2003,GROSREX002,3,72,38,437,2,1
6,2002,MILLJIM004,10,314,180,1944,13,9
6,2002,CHANCHR001,9,161,103,1023,4,4
6,2002,BURRHEN001,6,51,18,207,3,5
6,2002,SAUTCOR001,1,9,6,59,0,0
6,2002,BOOKMAR001,16,5,1,44,1,0
6,2002,JOHNLEO002,16,1,1,27,0,0
6,2002,MAYNBRA001,16,1,1,12,1,0
6,2002,URLABRI001,16,1,0,0,0,0
6,2001,MILLJIM004,14,395,228,2299,13,10
6,2001,MATTSHA001,4,129,84,694,5,6
6,2001,BOOKMAR001,16,2,1,34,1,0
6,2001,MAYNBRA001,16,1,1,27,1,0
6,2001,JOHNLEO002,12,1,1,18,0,0
6,2000,MCNOCAD001,10,280,154,1646,8,9
6,2000,MATTSHA001,6,178,102,964,3,6
6,2000,MILLJIM004,3,82,47,382,1,1
6,2000,AGUILOU001,9,1,1,13,0,0
6,2000,HARTMAR001,1,1,0,0,0,0
6,1999,MATTSHA001,8,275,167,1645,10,6
6,1999,MCNOCAD001,15,235,127,1465,8,10
6,1999,MILLJIM004,5,174,110,1242,7,6
6,1998,KRAMERI001,8,250,151,1823,9,7
6,1998,STENSTE001,7,196,112,1252,4,6
6,1998,MOREMOS001,2,43,19,166,1,0
6,1998,BENNEDG001,16,2,1,18,1,0
6,1998,HORAMIK001,13,2,1,18,1,0
6,1998,CONWCUR001,15,1,0,0,0,0
6,1997,KRAMERI001,15,477,275,3011,14,14
6,1997,MIRERIC001,7,103,53,420,0,6
6,1997,STENSTE001,3,14,8,70,0,2
6,1997,CONWCUR001,7,1,0,0,0,0
6,1996,KRIEDAV001,13,377,226,2278,14,12
6,1996,KRAMERI001,4,150,73,781,3,6
6,1996,MATTSHA001,2,17,13,158,1,0
6,1996,STENSTE001,1,4,3,37,0,0
6,1996,SAUETOD001,16,2,2,63,0,0
6,1996,CONWCUR001,16,1,1,33,1,0
6,1995,KRAMERI001,16,522,315,3838,29,10
6,1995,CONWCUR001,16,1,0,0,0,0
6,1994,WALSSTE001,12,343,208,2078,10,8
6,1994,KRAMERI001,6,158,99,1129,8,8
6,1994,CONWCUR001,13,1,1,23,1,0
6,1993,HARBJIM001,15,325,200,2002,7,11
6,1993,WILLPET001,5,60,30,268,0,5
6,1993,GARDCHR001,16,2,0,0,0,0
6,1993,ANDENEA001,15,1,0,0,0,0
6,1992,HARBJIM001,16,358,202,2486,13,12
6,1992,WILLPET001,9,92,54,716,4,8
6,1992,FURRWIL001,2,25,9,89,0,3
6,1992,GARDCHR001,16,3,1,43,0,0
6,1992,MUSTBRA001,16,1,0,0,0,1
6,1991,HARBJIM001,16,478,275,3121,15,16
6,1991,WILLPET001,4,18,11,171,1,1
6,1991,ANDENEA001,13,1,0,0,0,0
6,1990,HARBJIM001,14,312,180,2178,10,6
6,1990,TOMCMIK001,16,104,39,521,3,5
6,1990,WILLPET001,3,13,9,106,1,1
6,1990,BAILJOH001,16,1,1,22,0,0
6,1989,TOMCMIK001,16,306,156,2058,16,16
6,1989,HARBJIM001,12,178,111,1204,5,9
6,1988,MCMAJIM001,9,192,114,1346,6,7
6,1988,TOMCMIK001,14,170,86,1310,7,6
6,1988,HARBJIM001,10,97,47,514,0,2
6,1988,WAGNBRY001,16,1,1,3,0,0
6,1988,ANDENEA001,16,1,0,0,0,0
6,1987,MCMAJIM001,7,210,125,1639,12,8
6,1987,TOMCMIK001,12,178,97,1220,5,10
6,1987,HOHEMIK001,2,52,28,343,4,1
6,1987,PAYTSEA001,3,23,8,79,0,1
6,1987,BRADSTE001,1,18,6,77,2,3
6,1987,HARBJIM001,6,11,8,62,0,0
6,1987,PAYTWAL001,12,1,0,0,0,1
6,1986,TOMCMIK001,13,151,74,1105,2,10
6,1986,MCMAJIM001,6,150,77,995,5,8
6,1986,FULLSTE001,16,64,34,451,2,4
6,1986,FLUTDOU001,4,46,23,361,3,2
6,1986,PAYTWAL001,16,4,0,0,0,1
6,1985,MCMAJIM001,13,313,178,2392,15,11
6,1985,FULLSTE001,16,107,53,777,1,5
6,1985,TOMCMIK001,6,6,2,33,0,0
6,1985,PAYTWAL001,16,5,3,96,1,0
6,1985,BUFOMAU001,16,1,1,5,0,0
6,1984,MCMAJIM001,9,143,85,1146,8,2
6,1984,LISCRUS001,7,85,43,413,0,6
6,1984,FULLSTE001,6,78,53,595,3,0
6,1984,AVELBOB001,4,53,30,288,0,3
6,1984,LANDGRE001,1,20,11,199,1,3
6,1984,PAYTWAL001,16,8,3,47,2,1
6,1984,BASCBRI001,16,2,1,7,0,0
6,1984,SUHEMAT001,16,1,0,0,0,0
