boxscoreid,season,Player,playerid,home,fid,kr,kryds,krtd,pr,pryds,prtd
198310230807,1983,Bill Contz,CONTBIL001,FALSE,8,1,3,0,,,
198310230807,1983,Scott Nicolas,NICOSCO001,FALSE,8,1,15,0,,,
198310230807,1983,Dwight Walker,WALKDWI001,FALSE,8,1,4,0,,,
198310230807,1983,Mike Martin,MARTMIK001,TRUE,7,0,0,0,4,60,0
198310230807,1983,David Verser,VERSDAV001,TRUE,7,3,51,0,,,
198310231631,1983,J.T. Smith,SMITJTA001,FALSE,16,0,0,0,3,18,0
198310231631,1983,Theotis Brown,BROWTHE001,FALSE,16,3,60,0,,,
198310231631,1983,Durwood Roquemore,ROQUDUR001,FALSE,16,1,13,0,,,
198310231631,1983,Carl Roaches,ROACCAR001,TRUE,31,2,25,0,3,14,0
198310231631,1983,Steve Brown,BROWSTE001,TRUE,31,1,30,0,,,
198310230222,1983,Billy Johnson,JOHNBIL008,FALSE,2,0,0,0,4,116,1
198310230222,1983,Richard Williams,WILLRIC002,FALSE,2,3,59,0,,,
198310230222,1983,Lynn Cain,CAINLYN001,FALSE,2,1,14,0,,,
198310230222,1983,Mike Harmon,HARMMIK001,TRUE,22,0,0,0,2,12,0
198310230222,1983,Preston Brown,BROWPRE001,TRUE,22,2,66,0,,,
198310230222,1983,Kirk Springs,SPRIKIR001,TRUE,22,2,50,0,,,
198310231714,1983,Mark Clayton,CLAYMAR001,FALSE,17,0,0,0,4,48,0
198310231714,1983,Fulton Walker,WALKFUL001,FALSE,17,0,0,0,1,23,0
198310231714,1983,Woody Bennett,BENNWOO001,FALSE,17,1,6,0,,,
198310231714,1983,Ricky Porter,PORTRIC001,TRUE,14,4,83,0,4,20,0
198310232528,1983,Paul Skansi,SKANPAU001,FALSE,25,0,0,0,3,26,0
198310232528,1983,Tim Harris,HARRTIM001,FALSE,25,2,19,0,,,
198310232528,1983,Henry Odom,ODOMHEN001,FALSE,25,1,15,0,,,
198310232528,1983,Paul Johns,JOHNPAU001,TRUE,28,0,0,0,5,50,0
198310232528,1983,Zachary Dixon,DIXOZAC001,TRUE,28,5,113,0,,,
198310232729,1983,Dana McLemore,MCLEDAN001,FALSE,27,6,119,0,,,
198310232729,1983,LeRoy Irvin,IRVILER001,TRUE,29,0,0,0,2,34,0
198310232729,1983,Johnnie Johnson,JOHNJOH004,TRUE,29,0,0,0,2,6,0
198310232729,1983,Henry Ellard,ELLAHEN001,TRUE,29,3,86,0,,,
198310232729,1983,Robert Alexander,ALEXROB001,TRUE,29,2,26,0,,,
198310232729,1983,Barry Redden,REDDBAR001,TRUE,29,2,67,0,,,
198310232610,1983,Wes Chandler,CHANWES001,FALSE,26,0,0,0,3,26,0
198310232610,1983,Dwight Scales,SCALDWI001,FALSE,26,0,0,0,1,30,0
198310232610,1983,Earnest Jackson,JACKEAR001,FALSE,26,1,12,0,,,
198310232610,1983,Bruce Laird,LAIRBRU001,FALSE,26,1,12,0,,,
198310232610,1983,Zach Thomas,THOMZAC001,TRUE,10,0,0,0,3,28,0
198310232610,1983,Steve Wilson,WILSSTE002,TRUE,10,2,32,0,,,
198310232030,1983,Jeff Groth,GROTJEF001,FALSE,20,0,0,0,6,43,0
198310232030,1983,Cliff Austin,AUSTCLI001,FALSE,20,2,33,0,,,
198310232030,1983,Kenny Duckett,DUCKKEN001,FALSE,20,1,39,0,,,
198310232030,1983,Andre Tyler,TYLEAND001,TRUE,30,0,0,0,3,34,0
198310232030,1983,Michael Morton,MORTMIC001,TRUE,30,1,23,0,,,
198310232030,1983,Johnny Ray Smith,SMITJOH004,TRUE,30,1,24,0,,,
198310232309,1983,Greg Pruitt,PRUIGRE001,FALSE,23,2,50,0,5,70,0
198310232309,1983,Cleo Montgomery,MONTCLE001,FALSE,23,4,127,0,,,
198310232309,1983,Rod Hill,HILLROD001,TRUE,9,2,46,0,2,10,0
198310232309,1983,Ron Fellows,FELLRON001,TRUE,9,4,93,0,,,
198310232309,1983,Gary Allen,ALLEGAR001,TRUE,9,1,19,0,,,
198310242101,1983,Leon Bright,BRIGLEO001,FALSE,21,4,85,0,4,11,0
198310242101,1983,Joe McLaughlin,MCLAJOE002,FALSE,21,1,8,0,,,
198310242101,1983,Steve Bird,BIRDSTE001,TRUE,1,4,88,0,5,32,0
198310242101,1983,George Schmitt,SCHMGEO001,TRUE,1,2,5,0,,,
198310301424,1983,Ricky Porter,PORTRIC001,FALSE,14,2,38,0,2,15,0
198310301424,1983,Alvin Moore,MOORALV001,FALSE,14,1,17,0,,,
198310301424,1983,Kendall Williams,WILLKEN003,FALSE,14,1,19,0,,,
198310301424,1983,Glen Young,YOUNGLE001,TRUE,24,5,97,0,5,25,0
198310301424,1983,Major Everett,EVERMAJ001,TRUE,24,2,39,0,,,
198310301902,1983,Ricky Smith,SMITRIC002,FALSE,19,2,56,0,2,11,0
198310301902,1983,Clarence Weathers,WEATCLA001,FALSE,19,0,0,0,1,3,0
198310301902,1983,Keith Lee,LEEAKEI001,FALSE,19,1,0,0,,,
198310301902,1983,Billy Johnson,JOHNBIL008,TRUE,2,0,0,0,2,38,0
198310301902,1983,Bob Glazebrook,GLAZBOB001,TRUE,2,1,0,0,,,
198310301902,1983,Richard Williams,WILLRIC002,TRUE,2,1,15,0,,,
198310301801,1983,Jarvis Redwine,REDWJAR001,FALSE,18,3,41,0,,,
198310301801,1983,Rickey Young,YOUNRIC001,FALSE,18,3,27,0,,,
198310301801,1983,Dave Huffman,HUFFDAV001,FALSE,18,1,12,0,,,
198310301801,1983,Darrin Nelson,NELSDAR002,FALSE,18,1,50,0,,,
198310301801,1983,Earl Ferrell,FERREAR001,TRUE,1,3,44,0,1,17,0
198310300921,1983,Rod Hill,HILLROD001,FALSE,9,1,18,0,2,10,0
198310300921,1983,Ron Fellows,FELLRON001,FALSE,9,4,57,0,,,
198310300921,1983,Leon Bright,BRIGLEO001,TRUE,21,6,124,0,2,14,0
198310300921,1983,Joe Morris,MORRJOE001,TRUE,21,1,20,0,,,
198310301106,1983,Ken Jenkins,JENKKEN001,FALSE,11,2,35,0,2,13,0
198310301106,1983,Robbie Martin,MARTROB001,FALSE,11,1,0,0,,,
198310301106,1983,Dennis McKinnon,MCKIDEN002,TRUE,6,0,0,0,3,64,0
198310301106,1983,Anthony Hutchison,HUTCANT001,TRUE,6,2,41,0,,,
198310301106,1983,Rickey Watts,WATTRIC002,TRUE,6,2,34,0,,,
198310301106,1983,Brian Cabral,CABRBRI001,TRUE,6,1,5,0,,,
198310301106,1983,Dennis Gentry,GENTDEN001,TRUE,6,1,28,0,,,
198310301106,1983,John Janata,JANAJOH001,TRUE,6,1,2,0,,,
198310302004,1983,Jeff Groth,GROTJEF001,FALSE,20,0,0,0,3,20,0
198310302004,1983,Kenny Duckett,DUCKKEN001,FALSE,20,4,88,0,,,
198310302004,1983,Cliff Austin,AUSTCLI001,FALSE,20,1,12,0,,,
198310302004,1983,Robb Riddick,RIDDROB001,TRUE,4,2,29,0,3,18,0
198310302004,1983,Mike Mosley,MOSLMIK001,TRUE,4,2,54,0,,,
198310303108,1983,Carl Roaches,ROACCAR001,FALSE,31,3,52,0,1,23,0
198310303108,1983,Steve Brown,BROWSTE001,FALSE,31,3,64,0,,,
198310303108,1983,Mike McCloskey,MCCLMIK002,FALSE,31,1,11,0,,,
198310303108,1983,Dino Hall,HALLDIN001,TRUE,8,0,0,0,4,29,0
198310303108,1983,Boyce Green,GREEBOY001,TRUE,8,4,92,0,,,
198310303108,1983,Dwight Walker,WALKDWI001,TRUE,8,1,21,0,,,
198310303025,1983,Andre Tyler,TYLEAND001,FALSE,30,0,0,0,3,29,0
198310303025,1983,Johnny Ray Smith,SMITJOH004,FALSE,30,2,17,0,,,
198310303025,1983,Mel Carver,CARVMEL001,FALSE,30,1,13,0,,,
198310303025,1983,Michael Morton,MORTMIC001,FALSE,30,1,18,0,,,
198310303025,1983,Paul Skansi,SKANPAU001,TRUE,25,0,0,0,8,100,0
198310303025,1983,Henry Odom,ODOMHEN001,TRUE,25,4,83,0,,,
198310303025,1983,Tim Harris,HARRTIM001,TRUE,25,1,32,0,,,
198310302823,1983,Paul Johns,JOHNPAU001,FALSE,28,0,0,0,3,19,0
198310302823,1983,Zachary Dixon,DIXOZAC001,FALSE,28,2,45,0,,,
198310302823,1983,David Hughes,HUGHDAV001,FALSE,28,1,16,0,,,
198310302823,1983,Greg Pruitt,PRUIGRE001,TRUE,23,4,72,0,3,19,0
198310302823,1983,Dokie Williams,WILLDOK001,TRUE,23,3,54,0,,,
198310301610,1983,J.T. Smith,SMITJTA001,FALSE,16,0,0,0,4,17,0
198310301610,1983,Zach Thomas,THOMZAC001,TRUE,10,1,26,0,6,67,0
198310301610,1983,Steve Wilson,WILSSTE002,TRUE,10,2,44,0,,,
198310302227,1983,Kirk Springs,SPRIKIR001,FALSE,22,1,14,0,3,26,0
198310302227,1983,Preston Brown,BROWPRE001,FALSE,22,1,21,0,,,
198310302227,1983,Bruce Harper,HARPBRU001,FALSE,22,1,16,0,,,
198310302227,1983,Dana McLemore,MCLEDAN001,TRUE,27,1,17,0,3,60,0
198310302227,1983,Earl Cooper,COOPEAR001,TRUE,27,2,28,0,,,
198310301207,1983,Phil Epps,EPPSPHI001,FALSE,12,0,0,0,3,10,0
198310301207,1983,Harlan Huckleby,HUCKHAR001,FALSE,12,3,70,0,,,
198310301207,1983,Johnnie Gray,GRAYJOH001,FALSE,12,1,18,0,,,
198310301207,1983,Tim Lewis,LEWITIM001,FALSE,12,1,9,0,,,
198310301207,1983,Mike Martin,MARTMIK001,TRUE,7,0,0,0,3,28,0
198310301207,1983,David Verser,VERSDAV001,TRUE,7,2,38,0,,,
198310301207,1983,Stanley Wilson,WILSSTA001,TRUE,7,1,23,0,,,
198310302917,1983,Johnnie Johnson,JOHNJOH004,FALSE,29,0,0,0,3,15,0
198310302917,1983,LeRoy Irvin,IRVILER001,FALSE,29,0,0,0,1,11,0
198310302917,1983,Robert Alexander,ALEXROB001,FALSE,29,1,29,0,,,
198310302917,1983,Mike Guman,GUMAMIK001,FALSE,29,1,9,0,,,
198310302917,1983,Mark Clayton,CLAYMAR001,TRUE,17,0,0,0,3,13,0
198310302917,1983,Mike Kozlowski,KOZLMIK001,TRUE,17,1,23,0,,,
198310302917,1983,Fulton Walker,WALKFUL001,TRUE,17,1,31,0,,,
198310313226,1983,Mike Nelms,NELMMIK001,FALSE,32,4,69,0,1,4,0
198310313226,1983,James Brooks,BROOJAM002,TRUE,26,0,0,0,1,30,0
198310313226,1983,Dwight Scales,SCALDWI001,TRUE,26,0,0,0,1,4,0
198310313226,1983,Bruce Laird,LAIRBRU001,TRUE,26,2,27,0,,,
198310313226,1983,Miles McPherson,MCPHMIL001,TRUE,26,1,17,0,,,
198311060731,1983,John Simmons,SIMMJOH001,FALSE,7,2,37,0,4,56,0
198311060731,1983,Mike Martin,MARTMIK001,FALSE,7,1,19,0,1,17,0
198311060731,1983,Steve Brown,BROWSTE001,TRUE,31,4,69,0,,,
198311060731,1983,Carl Roaches,ROACCAR001,TRUE,31,4,56,0,,,
198311060731,1983,Chris Dressel,DRESCHR001,TRUE,31,1,8,0,,,
198311062625,1983,Wes Chandler,CHANWES001,FALSE,26,0,0,0,1,0,0
198311062625,1983,Hosea Fortune,FORTHOS001,FALSE,26,0,0,0,1,-1,0
198311062625,1983,Bruce Laird,LAIRBRU001,FALSE,26,6,159,0,,,
198311062625,1983,Paul Skansi,SKANPAU001,TRUE,25,0,0,0,3,16,0
198311062625,1983,Tim Harris,HARRTIM001,TRUE,25,2,37,0,,,
198311060220,1983,Billy Johnson,JOHNBIL008,FALSE,2,0,0,0,4,32,0
198311060220,1983,Gerald Riggs,RIGGGER001,FALSE,2,4,87,0,,,
198311060220,1983,Jeff Groth,GROTJEF001,TRUE,20,0,0,0,2,10,0
198311060220,1983,Kenny Duckett,DUCKKEN001,TRUE,20,3,54,0,,,
198311063018,1983,Andre Tyler,TYLEAND001,FALSE,30,0,0,0,5,20,0
198311063018,1983,Michael Morton,MORTMIC001,FALSE,30,2,47,0,,,
198311063018,1983,Johnny Ray Smith,SMITJOH004,FALSE,30,1,21,0,,,
198311063018,1983,Rufus Bess,BESSRUF001,TRUE,18,1,14,0,5,60,0
198311063018,1983,Jarvis Redwine,REDWJAR001,TRUE,18,2,37,0,,,
198311063018,1983,Leo Lewis,LEWILEO001,TRUE,18,1,25,0,,,
198311060924,1983,Rod Hill,HILLROD001,FALSE,9,2,38,0,3,16,0
198311060924,1983,Ron Fellows,FELLRON001,FALSE,9,2,24,0,,,
198311060924,1983,John Sciarra,SCIAJOH001,TRUE,24,0,0,0,4,40,0
198311060924,1983,Major Everett,EVERMAJ001,TRUE,24,3,66,0,,,
198311060924,1983,Michael Haddix,HADDMIC001,TRUE,24,1,24,0,,,
198311060924,1983,Perry Harrington,HARRPER001,TRUE,24,1,22,0,,,
198311060419,1983,Robb Riddick,RIDDROB001,FALSE,4,0,0,0,4,42,0
198311060419,1983,Van Williams,WILLVAN001,FALSE,4,1,8,0,1,0,0
198311060419,1983,Mike Mosley,MOSLMIK001,FALSE,4,3,76,0,,,
198311060419,1983,Ricky Smith,SMITRIC002,TRUE,19,1,19,0,5,33,0
198311060419,1983,Clarence Weathers,WEATCLA001,TRUE,19,1,1,0,,,
198311060812,1983,Dino Hall,HALLDIN001,FALSE,8,1,27,0,2,7,0
198311060812,1983,Boyce Green,GREEBOY001,FALSE,8,4,61,0,,,
198311060812,1983,Dwight Walker,WALKDWI001,FALSE,8,1,18,0,,,
198311060812,1983,Phil Epps,EPPSPHI001,TRUE,12,0,0,0,3,18,0
198311060812,1983,Harlan Huckleby,HUCKHAR001,TRUE,12,3,52,0,,,
198311062316,1983,Greg Pruitt,PRUIGRE001,FALSE,23,3,61,0,1,6,0
198311062316,1983,Cleo Montgomery,MONTCLE001,FALSE,23,2,42,0,,,
198311062316,1983,J.T. Smith,SMITJTA001,TRUE,16,0,0,0,1,13,0
198311062316,1983,Theotis Brown,BROWTHE001,TRUE,16,2,20,0,,,
198311062316,1983,Durwood Roquemore,ROQUDUR001,TRUE,16,2,23,0,,,
198311061727,1983,Mark Clayton,CLAYMAR001,FALSE,17,0,0,0,3,22,0
198311061727,1983,Fulton Walker,WALKFUL001,FALSE,17,4,124,0,,,
198311061727,1983,Dana McLemore,MCLEDAN001,TRUE,27,1,16,0,2,11,0
198311061727,1983,Bill Ring,RINGBIL001,TRUE,27,2,34,0,,,
198311061422,1983,Ricky Porter,PORTRIC001,FALSE,14,1,19,0,1,0,0
198311061422,1983,Kendall Williams,WILLKEN003,FALSE,14,0,0,0,1,6,0
198311061422,1983,Kirk Springs,SPRIKIR001,TRUE,22,3,43,0,3,19,0
198311061422,1983,Preston Brown,BROWPRE001,TRUE,22,1,38,0,,,
198311061028,1983,Zach Thomas,THOMZAC001,FALSE,10,1,20,0,2,1,0
198311061028,1983,Steve Wilson,WILSSTE002,FALSE,10,2,30,0,,,
198311061028,1983,Paul Johns,JOHNPAU001,TRUE,28,0,0,0,2,18,0
198311061028,1983,Zachary Dixon,DIXOZAC001,TRUE,28,4,59,0,,,
198311060132,1983,Stump Mitchell,MITCSTU001,FALSE,1,6,107,0,3,18,0
198311060132,1983,Earl Ferrell,FERREAR001,FALSE,1,2,40,0,,,
198311060132,1983,Mike Nelms,NELMMIK001,TRUE,32,2,47,0,6,27,0
198311060629,1983,Dennis McKinnon,MCKIDEN002,FALSE,6,2,42,0,5,15,0
198311060629,1983,Dennis Gentry,GENTDEN001,FALSE,6,1,13,0,,,
198311060629,1983,Johnnie Johnson,JOHNJOH004,TRUE,29,0,0,0,3,44,0
198311060629,1983,Robert Alexander,ALEXROB001,TRUE,29,1,0,0,,,
198311060629,1983,Doug Barnett,BARNDOU001,TRUE,29,1,0,0,,,
198311060629,1983,Barry Redden,REDDBAR001,TRUE,29,1,14,0,,,
198311072111,1983,Leon Bright,BRIGLEO001,FALSE,21,1,12,0,2,20,0
198311072111,1983,John Tuggle,TUGGJOH001,FALSE,21,3,43,0,,,
198311072111,1983,Ken Jenkins,JENKKEN001,TRUE,11,3,53,0,2,6,0
198311072111,1983,Robbie Martin,MARTROB001,TRUE,11,2,72,0,,,
198311132406,1983,John Sciarra,SCIAJOH001,FALSE,24,0,0,0,3,13,0
198311132406,1983,Major Everett,EVERMAJ001,FALSE,24,2,30,0,,,
198311132406,1983,Ray Ellis,ELLIRAY001,FALSE,24,1,15,0,,,
198311132406,1983,Jim Fritzsche,FRITJIM001,FALSE,24,1,2,0,,,
198311132406,1983,Dennis McKinnon,MCKIDEN002,TRUE,6,0,0,0,2,6,0
198311132406,1983,Brian Baschnagel,BASCBRI001,TRUE,6,1,19,0,,,
198311132406,1983,Anthony Hutchison,HUTCANT001,TRUE,6,1,19,0,,,
198311130422,1983,Robb Riddick,RIDDROB001,FALSE,4,0,0,0,5,14,0
198311130422,1983,Van Williams,WILLVAN001,FALSE,4,3,70,0,,,
198311130422,1983,Mike Mosley,MOSLMIK001,FALSE,4,1,29,0,,,
198311130422,1983,Kirk Springs,SPRIKIR001,TRUE,22,0,0,0,1,13,0
198311130422,1983,Davlin Mullen,MULLDAV001,TRUE,22,3,57,0,,,
198311130422,1983,Preston Brown,BROWPRE001,TRUE,22,2,46,0,,,
198311133008,1983,Andre Tyler,TYLEAND001,FALSE,30,0,0,0,1,8,0
198311133008,1983,Michael Morton,MORTMIC001,FALSE,30,1,21,0,,,
198311133008,1983,Johnny Ray Smith,SMITJOH004,FALSE,30,1,22,0,,,
198311133008,1983,Danny Spradlin,SPRADAN001,FALSE,30,1,7,0,,,
198311133008,1983,Dino Hall,HALLDIN001,TRUE,8,0,0,0,3,19,0
198311133008,1983,Dwight Walker,WALKDWI001,TRUE,8,1,28,0,,,
198311130716,1983,John Simmons,SIMMJOH001,FALSE,7,3,72,0,4,34,0
198311130716,1983,David Verser,VERSDAV001,FALSE,7,2,39,0,,,
198311130716,1983,J.T. Smith,SMITJTA001,TRUE,16,0,0,0,2,8,0
198311130716,1983,Theotis Brown,BROWTHE001,TRUE,16,2,34,0,,,
198311130716,1983,Carlos Carson,CARSCAR001,TRUE,16,1,12,0,,,
198311130716,1983,Anthony Hancock,HANCANT001,TRUE,16,1,17,0,,,
198311131218,1983,Phil Epps,EPPSPHI001,FALSE,12,0,0,0,2,34,0
198311131218,1983,Johnnie Gray,GRAYJOH001,FALSE,12,2,40,0,,,
198311131218,1983,Harlan Huckleby,HUCKHAR001,FALSE,12,2,46,0,,,
198311131218,1983,Mark Lee,LEEAMAR001,FALSE,12,1,0,0,,,
198311131218,1983,Rufus Bess,BESSRUF001,TRUE,18,0,0,0,2,15,0
198311131218,1983,Jarvis Redwine,REDWJAR001,TRUE,18,5,100,0,,,
198311131218,1983,Darrin Nelson,NELSDAR002,TRUE,18,1,22,0,,,
198311131719,1983,Mark Clayton,CLAYMAR001,FALSE,17,0,0,0,4,31,0
198311131719,1983,Fulton Walker,WALKFUL001,FALSE,17,4,81,0,,,
198311131719,1983,Ricky Smith,SMITRIC002,TRUE,19,3,65,0,4,25,0
198311131719,1983,Clarence Weathers,WEATCLA001,TRUE,19,0,0,0,1,-1,0
198311131131,1983,Ken Jenkins,JENKKEN001,FALSE,11,5,112,0,,,
198311131131,1983,Carl Roaches,ROACCAR001,TRUE,31,2,31,0,,,
198311131131,1983,Steve Brown,BROWSTE001,TRUE,31,1,29,0,,,
198311131131,1983,Chris Dressel,DRESCHR001,TRUE,31,1,11,0,,,
198311132801,1983,Paul Johns,JOHNPAU001,FALSE,28,0,0,0,4,28,0
198311132801,1983,Zachary Dixon,DIXOZAC001,FALSE,28,5,173,1,,,
198311132801,1983,Mike Tice,TICEMIK001,FALSE,28,1,9,0,,,
198311132801,1983,Steve Bird,BIRDSTE001,TRUE,1,0,0,0,2,2,0
198311132801,1983,Willard Harrell,HARRWIL002,TRUE,1,0,0,0,2,8,0
198311132801,1983,Earl Ferrell,FERREAR001,TRUE,1,3,63,0,,,
198311132801,1983,Mark Duda,DUDAMAR001,TRUE,1,1,12,0,,,
198311132801,1983,Randy Love,LOVERAN001,TRUE,1,1,15,0,,,
198311132514,1983,Paul Skansi,SKANPAU001,FALSE,25,0,0,0,2,15,0
198311132514,1983,Tim Harris,HARRTIM001,FALSE,25,2,39,0,,,
198311132514,1983,Henry Odom,ODOMHEN001,FALSE,25,2,41,0,,,
198311132514,1983,Kendall Williams,WILLKEN003,TRUE,14,4,104,0,4,23,0
198311132514,1983,Ricky Porter,PORTRIC001,TRUE,14,1,12,0,,,
198311130926,1983,Gary Allen,ALLEGAR001,FALSE,9,2,36,0,3,32,0
198311130926,1983,Timmy Newsome,NEWSTIM001,FALSE,9,1,28,0,,,
198311130926,1983,Ron Fellows,FELLRON001,FALSE,9,1,10,0,,,
198311130926,1983,Doug Cosbie,COSBDOU001,FALSE,9,1,10,0,,,
198311130926,1983,Hosea Fortune,FORTHOS001,TRUE,26,0,0,0,2,8,0
198311130926,1983,Wes Chandler,CHANWES001,TRUE,26,0,0,0,1,1,0
198311130926,1983,James Brooks,BROOJAM002,TRUE,26,0,0,0,1,4,0
198311130926,1983,Bruce Laird,LAIRBRU001,TRUE,26,2,46,0,,,
198311130926,1983,Miles McPherson,MCPHMIL001,TRUE,26,2,34,0,,,
198311130926,1983,Earnest Jackson,JACKEAR001,TRUE,26,1,18,0,,,
198311132027,1983,Jeff Groth,GROTJEF001,FALSE,20,0,0,0,1,9,0
198311132027,1983,Cliff Austin,AUSTCLI001,FALSE,20,4,67,0,,,
198311132027,1983,Wayne Wilson,WILSWAY001,FALSE,20,1,23,0,,,
198311132027,1983,Dana McLemore,MCLEDAN001,TRUE,27,1,31,0,6,48,0
198311133221,1983,Mike Nelms,NELMMIK001,FALSE,32,1,24,0,3,-1,0
198311133221,1983,Nick Giaquinto,GIAQNIC001,FALSE,32,0,0,0,1,12,0
198311133221,1983,Virgil Seay,SEAYVIR001,FALSE,32,1,50,0,,,
198311133221,1983,Leon Bright,BRIGLEO001,TRUE,21,0,0,0,2,5,0
198311133221,1983,Pete Shaw,SHAWPET001,TRUE,21,0,0,0,1,0,0
198311133221,1983,Larry Heater,HEATLAR001,TRUE,21,4,50,0,,,
198311133221,1983,Mike Miller,MILLMIK001,TRUE,21,2,31,0,,,
198311133221,1983,Joe Morris,MORRJOE001,TRUE,21,2,32,0,,,
198311131023,1983,Zach Thomas,THOMZAC001,FALSE,10,5,90,0,2,1,0
198311131023,1983,Dave Studdard,STUDDAV001,FALSE,10,1,0,0,,,
198311131023,1983,Greg Pruitt,PRUIGRE001,TRUE,23,3,49,0,5,80,0
198311131023,1983,Dokie Williams,WILLDOK001,TRUE,23,1,17,0,,,
198311142902,1983,Henry Ellard,ELLAHEN001,FALSE,29,2,21,0,,,
198311142902,1983,Robert Alexander,ALEXROB001,FALSE,29,1,12,0,,,
198311142902,1983,Billy Johnson,JOHNBIL008,TRUE,2,0,0,0,3,18,0
198311142902,1983,Gerald Riggs,RIGGGER001,TRUE,2,5,99,0,,,
198311142902,1983,William Curran,CURRWIL001,TRUE,2,1,16,0,,,
198311142902,1983,Kenny Johnson,JOHNKEN006,TRUE,2,1,23,0,,,
198311201112,1983,Ken Jenkins,JENKKEN001,FALSE,11,4,100,0,7,65,0
198311201112,1983,Horace King,KINGHOR001,FALSE,11,1,11,0,,,
198311201112,1983,Phil Epps,EPPSPHI001,TRUE,12,0,0,0,2,6,0
198311201112,1983,Harlan Huckleby,HUCKHAR001,TRUE,12,3,55,0,,,
198311201112,1983,Chet Winters,WINTCHE001,TRUE,12,3,28,0,,,
198311202601,1983,Wes Chandler,CHANWES001,FALSE,26,0,0,0,1,0,0
198311202601,1983,Miles McPherson,MCPHMIL001,FALSE,26,2,26,0,,,
198311202601,1983,Earnest Jackson,JACKEAR001,FALSE,26,1,22,0,,,
198311202601,1983,Jim Jodat,JODAJIM001,FALSE,26,1,18,0,,,
198311202601,1983,Stump Mitchell,MITCSTU001,TRUE,1,2,32,0,3,15,0
198311202601,1983,Willard Harrell,HARRWIL002,TRUE,1,0,0,0,1,8,0
198311200630,1983,Dennis McKinnon,MCKIDEN002,FALSE,6,0,0,0,6,53,0
198311200630,1983,Willie Gault,GAULWIL001,FALSE,6,1,24,0,,,
198311200630,1983,Theo Bell,BELLTHE001,TRUE,30,0,0,0,2,13,0
198311200630,1983,Michael Morton,MORTMIC001,TRUE,30,5,110,0,,,
198311202304,1983,Greg Pruitt,PRUIGRE001,FALSE,23,0,0,0,3,28,0
198311202304,1983,Derrick Jensen,JENSDER001,FALSE,23,1,0,0,,,
198311202304,1983,Cleo Montgomery,MONTCLE001,FALSE,23,1,17,0,,,
198311202304,1983,Dokie Williams,WILLDOK001,FALSE,23,1,17,0,,,
198311202304,1983,Robb Riddick,RIDDROB001,TRUE,4,0,0,0,2,2,0
198311202304,1983,Van Williams,WILLVAN001,TRUE,4,2,31,0,,,
198311200819,1983,Dino Hall,HALLDIN001,FALSE,8,0,0,0,2,10,0
198311200819,1983,Dwight Walker,WALKDWI001,FALSE,8,1,38,0,,,
198311200819,1983,Ricky Smith,SMITRIC002,TRUE,19,5,89,0,2,13,0
198311200819,1983,Keith Lee,LEEAKEI001,TRUE,19,0,0,0,1,0,0
198311200819,1983,Clarence Weathers,WEATCLA001,TRUE,19,0,0,0,1,-1,0
198311203107,1983,Carl Roaches,ROACCAR001,FALSE,31,4,77,0,1,16,0
198311203107,1983,Steve Brown,BROWSTE001,FALSE,31,3,50,0,,,
198311203107,1983,John Simmons,SIMMJOH001,TRUE,7,2,34,0,6,36,0
198311203107,1983,Ray Horton,HORTRAY001,TRUE,7,1,32,0,,,
198311202124,1983,Pete Shaw,SHAWPET001,FALSE,21,0,0,0,9,96,0
198311202124,1983,John Tuggle,TUGGJOH001,FALSE,21,1,15,0,,,
198311202124,1983,John Sciarra,SCIAJOH001,TRUE,24,0,0,0,3,10,0
198311202124,1983,Major Everett,EVERMAJ001,TRUE,24,3,51,0,,,
198311202124,1983,Glen Young,YOUNGLE001,TRUE,24,2,37,0,,,
198311201825,1983,Rufus Bess,BESSRUF001,FALSE,18,0,0,0,2,25,0
198311201825,1983,Jarvis Redwine,REDWJAR001,FALSE,18,3,72,0,,,
198311201825,1983,Paul Skansi,SKANPAU001,TRUE,25,0,0,0,3,9,0
198311201825,1983,Henry Odom,ODOMHEN001,TRUE,25,4,95,0,,,
198311201417,1983,Kendall Williams,WILLKEN003,FALSE,14,1,12,0,1,0,0
198311201417,1983,Larry Anderson,ANDELAR001,FALSE,14,3,49,0,,,
198311201417,1983,Ricky Porter,PORTRIC001,FALSE,14,1,16,0,,,
198311201417,1983,Mark Clayton,CLAYMAR001,TRUE,17,0,0,0,6,97,1
198311201417,1983,Fulton Walker,WALKFUL001,TRUE,17,1,27,0,,,
198311203229,1983,Virgil Seay,SEAYVIR001,FALSE,32,4,96,0,1,7,0
198311203229,1983,Nick Giaquinto,GIAQNIC001,FALSE,32,1,0,0,,,
198311203229,1983,Henry Ellard,ELLAHEN001,TRUE,29,3,39,0,1,41,0
198311203229,1983,Robert Alexander,ALEXROB001,TRUE,29,2,25,0,,,
198311203229,1983,Barry Redden,REDDBAR001,TRUE,29,2,42,0,,,
198311201609,1983,J.T. Smith,SMITJTA001,FALSE,16,0,0,0,3,35,0
198311201609,1983,Anthony Hancock,HANCANT001,FALSE,16,5,122,0,,,
198311201609,1983,Gary Allen,ALLEGAR001,TRUE,9,1,21,0,3,86,1
198311201609,1983,Ron Fellows,FELLRON001,TRUE,9,2,74,0,,,
198311201609,1983,Rod Hill,HILLROD001,TRUE,9,1,-1,0,,,
198311202702,1983,Dana McLemore,MCLEDAN001,FALSE,27,4,61,0,1,0,0
