boxscoreid,season,Player,playerid,home,fid,kr,kryds,krtd,pr,pryds,prtd
201809060224,2018,Justin Hardy,HARDJUS001,FALSE,2,,,,2,11,0
201809060224,2018,Darren Sproles,SPRODAR001,TRUE,24,,,,3,29,0
201809060224,2018,Tre Sullivan,SULLTRE001,TRUE,24,,,,1,0,0
201809060224,2018,Shelton Gibson,GIBSSHE001,TRUE,24,2,43,0,,,
201809092508,2018,Ryan Switzer,SWITRYA001,FALSE,25,3,69,0,5,56,0
201809092508,2018,Jabrill Peppers,PEPPJAB001,TRUE,8,1,24,0,1,15,0
201809092508,2018,Antonio Callaway,CALLANT001,TRUE,8,1,8,0,,,
201809092508,2018,T.J. Carrie,CARRTRA002,TRUE,8,1,14,0,,,
201809091319,2018,Tyler Ervin,ERVITYL001,FALSE,13,5,156,0,2,20,0
201809091319,2018,Riley McCarron,MCCARIL001,TRUE,19,,,,1,0,0
201809091319,2018,Cordarrelle Patterson,PATTCOR001,TRUE,19,1,19,0,,,
201809090714,2018,Alex Erickson,ERICALE001,FALSE,7,1,28,0,1,-1,0
201809090714,2018,Giovani Bernard,BERNGIO001,FALSE,7,1,14,0,,,
201809090714,2018,Chester Rogers,ROGECHE001,TRUE,14,,,,1,0,0
201809090714,2018,Zach Pascal,PASCZAC001,TRUE,14,2,54,0,,,
201809090403,2018,Jeremy Kerley,KERLJER001,FALSE,4,,,,2,10,0
201809090403,2018,Marcus Murphy,MURPMAR001,FALSE,4,5,165,0,1,9,0
201809090403,2018,Janarion Grant,GRANJAN001,TRUE,3,1,24,0,6,54,0
201809093020,2018,Adam Humphries,HUMPADA001,FALSE,30,1,4,0,2,17,0
201809093020,2018,DeSean Jackson,JACKDES001,FALSE,30,,,,1,2,0
201809093020,2018,Shaun Wilson,WILSSHA001,FALSE,30,1,29,0,,,
201809093020,2018,Tommylee Lewis,LEWITOM001,TRUE,20,3,69,0,1,0,0
201809092718,2018,Dante Pettis,PETTDAN001,FALSE,27,,,,2,14,0
201809092718,2018,Marcus Sherels,SHERMAR001,TRUE,18,,,,3,7,0
201809093117,2018,Adoree' Jackson,JACKADO001,FALSE,31,,,,1,26,0
201809093117,2018,Rishard Matthews,MATTRIS001,FALSE,31,,,,1,18,0
201809093117,2018,Darius Jennings,JENNDAR001,FALSE,31,2,121,1,,,
201809093117,2018,Jakeem Grant,GRANJAK001,TRUE,17,2,125,1,1,-1,0
201809093117,2018,Danny Amendola,AMENDAN001,TRUE,17,,,,1,2,0
201809091521,2018,Jaydon Mickens,MICKJAY001,FALSE,15,2,45,0,2,10,0
201809091521,2018,Kaelin Clay,CLAYKAE001,TRUE,21,,,,3,4,0
201809091521,2018,Cody Latimer,LATICOD001,TRUE,21,1,15,0,,,
201809091626,2018,Tyreek Hill,HILLTYR001,FALSE,16,,,,2,95,1
201809091626,2018,De'Anthony Thomas,THOMDEA001,FALSE,16,2,33,0,,,
201809091626,2018,JJ Jones,JONEJJA003,TRUE,26,2,36,0,1,-4,0
201809091626,2018,Travis Benjamin,BENJTRA001,TRUE,26,,,,1,-1,0
201809092810,2018,Tyler Lockett,LOCKTYL001,FALSE,28,2,39,0,3,11,0
201809092810,2018,Adam Jones,JONEADA001,TRUE,10,,,,2,9,0
201809090905,2018,Tavon Austin,AUSTTAV001,FALSE,9,,,,2,13,0
201809090905,2018,Damiere Byrd,BYRDDAM001,TRUE,5,,,,3,47,0
201809090905,2018,D.J. Moore,MOORDJA002,TRUE,5,,,,1,15,0
201809093201,2018,Trey Quinn,QUINTRE001,FALSE,32,,,,2,12,0
201809093201,2018,Danny Johnson,JOHNDAN003,FALSE,32,1,24,0,,,
201809093201,2018,Chris Thompson,THOMCHR002,FALSE,32,1,0,0,,,
201809093201,2018,Christian Kirk,KIRKCHR002,TRUE,1,,,,2,44,0
201809090612,2018,Tarik Cohen,COHETAR001,FALSE,6,,,,2,45,0
201809090612,2018,Benny Cunningham,CUNNBEN002,FALSE,6,1,18,0,,,
201809090612,2018,Randall Cobb,COBBRAN001,TRUE,12,,,,1,17,0
201809090612,2018,Ty Montgomery,MONTTYA001,TRUE,12,2,47,0,,,
201809090612,2018,Marquez Valdes-Scantling,VALDMAR001,TRUE,12,1,21,0,,,
201809102211,2018,Andre Roberts,ROBEAND001,FALSE,22,2,45,0,3,137,1
201809102923,2018,Pharoh Cooper,COOPPHA001,FALSE,29,3,75,0,2,12,0
201809102923,2018,Dwayne Harris,HARRDWA001,TRUE,23,,,,1,10,0
201809130307,2018,Janarion Grant,GRANJAN001,FALSE,3,1,32,0,1,-2,0
201809130307,2018,Darius Phillips,PHILDAR002,TRUE,7,,,,2,24,0
201809130307,2018,Alex Erickson,ERICALE001,TRUE,7,2,45,0,,,
201809130307,2018,Giovani Bernard,BERNGIO001,TRUE,7,1,11,0,,,
201809161722,2018,Jakeem Grant,GRANJAK001,FALSE,17,1,34,0,3,48,0
201809161722,2018,Andre Roberts,ROBEAND001,TRUE,22,,,,1,4,0
201809160820,2018,Jabrill Peppers,PEPPJAB001,FALSE,8,3,82,0,1,0,0
201809160820,2018,Tommylee Lewis,LEWITOM001,TRUE,20,,,,1,0,0
201809160820,2018,Taysom Hill,HILLTAY001,TRUE,20,1,47,0,,,
201809161331,2018,Tyler Ervin,ERVITYL001,FALSE,13,,,,4,25,0
201809161331,2018,Adoree' Jackson,JACKADO001,TRUE,31,,,,1,2,0
201809161432,2018,Zach Pascal,PASCZAC001,FALSE,14,1,19,0,,,
201809161432,2018,Greg Stroman,STROGRE001,TRUE,32,1,16,0,1,6,0
201809162604,2018,JJ Jones,JONEJJA003,FALSE,26,,,,3,17,0
201809162604,2018,Keenan Allen,ALLEKEE001,FALSE,26,1,25,0,,,
201809162604,2018,Marcus Murphy,MURPMAR001,TRUE,4,2,48,0,1,6,0
201809161812,2018,Marcus Sherels,SHERMAR001,FALSE,18,,,,1,13,0
201809161812,2018,Holton Hill,HILLHOL001,FALSE,18,1,28,0,,,
201809161812,2018,Mike Hughes,HUGHMIK001,FALSE,18,1,46,0,,,
201809161812,2018,Randall Cobb,COBBRAN001,TRUE,12,,,,2,0,0
201809161812,2018,Lucas Patrick,PATRLUC001,TRUE,12,1,8,0,,,
201809162430,2018,Corey Clement,CLEMCOR001,FALSE,24,,,,2,13,0
201809162430,2018,Nelson Agholor,AGHONEL001,FALSE,24,,,,1,0,0
201809162430,2018,Adam Humphries,HUMPADA001,TRUE,30,1,13,0,3,18,0
201809162430,2018,DeSean Jackson,JACKDES001,TRUE,30,,,,1,11,0
201809160502,2018,D.J. Moore,MOORDJA002,FALSE,5,1,26,0,2,9,0
201809160502,2018,Justin Hardy,HARDJUS001,TRUE,2,,,,1,3,0
201809160502,2018,Calvin Ridley,RIDLCAL001,TRUE,2,2,50,0,,,
201809161625,2018,Tyreek Hill,HILLTYR001,FALSE,16,,,,1,0,0
201809161625,2018,De'Anthony Thomas,THOMDEA001,FALSE,16,,,,1,48,0
201809161625,2018,Ryan Switzer,SWITRYA001,TRUE,25,4,67,0,1,6,0
201809160129,2018,T.J. Logan,LOGATJA001,FALSE,1,3,49,0,,,
201809160129,2018,Jojo Natson,NATSJOJ001,TRUE,29,1,22,0,6,133,0
201809161127,2018,Jamal Agnew,AGNEJAM001,FALSE,11,5,144,0,4,11,0
201809161127,2018,Dante Pettis,PETTDAN001,TRUE,27,,,,2,14,0
201809161127,2018,D.J. Reed,REEDDJA001,TRUE,27,4,159,0,,,
201809161127,2018,Trent Taylor,TAYLTRE001,TRUE,27,1,15,0,,,
201809161915,2018,Sony Michel,MICHSON001,FALSE,19,1,22,0,,,
201809161915,2018,Cordarrelle Patterson,PATTCOR001,FALSE,19,1,25,0,,,
201809161915,2018,Jaydon Mickens,MICKJAY001,TRUE,15,1,26,0,2,21,0
201809161915,2018,DJ Chark,CHARDJA001,TRUE,15,1,4,0,,,
201809161915,2018,Corey Grant,GRANCOR001,TRUE,15,1,6,0,,,
201809162310,2018,Jordy Nelson,NELSJOR001,FALSE,23,,,,1,7,0
201809162310,2018,Adam Jones,JONEADA001,TRUE,10,,,,1,1,0
201809162109,2018,Kaelin Clay,CLAYKAE001,FALSE,21,,,,2,11,0
201809162109,2018,Odell Beckham,BECKODE001,FALSE,21,,,,1,3,0
201809162109,2018,Cody Latimer,LATICOD001,FALSE,21,2,56,0,,,
201809162109,2018,Tavon Austin,AUSTTAV001,TRUE,9,,,,1,0,0
201809172806,2018,Tyler Lockett,LOCKTYL001,FALSE,28,,,,1,14,0
201809172806,2018,Tarik Cohen,COHETAR001,TRUE,6,,,,4,58,0
201809172806,2018,Anthony Miller,MILLANT002,TRUE,6,1,14,0,,,
201809202208,2018,Andre Roberts,ROBEAND001,FALSE,22,1,22,0,1,12,0
201809202208,2018,Terrence Brooks,BROOTER001,FALSE,22,,,,1,0,0
201809202208,2018,Jabrill Peppers,PEPPJAB001,TRUE,8,,,,3,10,0
201809202208,2018,Jarvis Landry,LANDJAR001,TRUE,8,,,,2,10,0
201809202208,2018,T.J. Carrie,CARRTRA002,TRUE,8,1,19,0,,,
201809232002,2018,Alvin Kamara,KAMAALV001,FALSE,20,,,,3,16,0
201809232002,2018,Taysom Hill,HILLTAY001,FALSE,20,3,64,0,,,
201809232002,2018,Justin Hardy,HARDJUS001,TRUE,2,,,,2,12,0
201809232002,2018,Marvin Hall,HALLMAR002,TRUE,2,3,74,0,,,
201809232716,2018,Dante Pettis,PETTDAN001,FALSE,27,,,,1,1,0
201809232716,2018,D.J. Reed,REEDDJA001,FALSE,27,1,23,0,,,
201809232716,2018,Tyreek Hill,HILLTYR001,TRUE,16,,,,1,5,0
201809232716,2018,De'Anthony Thomas,THOMDEA001,TRUE,16,1,25,0,,,
201809232317,2018,Dwayne Harris,HARRDWA001,FALSE,23,2,39,0,1,11,0
201809232317,2018,Jordy Nelson,NELSJOR001,FALSE,23,,,,1,0,0
201809232317,2018,Dominique Rodgers-Cromartie,RODGDOM001,FALSE,23,,,,1,0,0
201809232317,2018,Jakeem Grant,GRANJAK001,TRUE,17,4,105,0,,,
201809233115,2018,Rishard Matthews,MATTRIS001,FALSE,31,,,,3,20,0
201809233115,2018,Adoree' Jackson,JACKADO001,FALSE,31,,,,1,6,0
201809233115,2018,Jaydon Mickens,MICKJAY001,TRUE,15,1,25,0,2,11,0
201809231003,2018,DaeSean Hamilton,HAMIDAE001,FALSE,10,,,,3,31,0
201809231003,2018,Devontae Booker,BOOKDEV001,FALSE,10,1,23,0,,,
201809231003,2018,Phillip Lindsay,LINDPHI001,FALSE,10,1,18,0,,,
201809231003,2018,Tim White,WHITTIM001,TRUE,3,3,78,0,3,12,0
201809232113,2018,Stacy Coley,COLESTA001,FALSE,21,2,27,0,2,6,0
201809232113,2018,Cody Latimer,LATICOD001,FALSE,21,1,18,0,,,
201809232113,2018,Tyler Ervin,ERVITYL001,TRUE,13,2,41,0,3,45,0
201809231424,2018,T.Y. Hilton,HILTTYA001,FALSE,14,,,,1,2,0
201809231424,2018,Zach Pascal,PASCZAC001,FALSE,14,2,35,0,,,
201809231424,2018,Corey Clement,CLEMCOR001,TRUE,24,,,,4,4,0
201809231424,2018,Wendell Smallwood,SMALWEN001,TRUE,24,2,33,0,,,
201809230418,2018,Ray-Ray McCloud,MCCLRAY001,FALSE,4,,,,1,13,0
201809230418,2018,Mike Hughes,HUGHMIK001,TRUE,18,3,61,0,1,0,0
201809230418,2018,Aldrick Robinson,ROBIALD001,TRUE,18,1,21,0,,,
201809231232,2018,Randall Cobb,COBBRAN001,FALSE,12,,,,4,29,0
201809231232,2018,Ty Montgomery,MONTTYA001,FALSE,12,1,25,0,,,
201809231232,2018,Greg Stroman,STROGRE001,TRUE,32,1,18,0,1,9,0
201809231232,2018,Danny Johnson,JOHNDAN003,TRUE,32,1,15,0,,,
201809230705,2018,Alex Erickson,ERICALE001,FALSE,7,,,,1,9,0
201809230705,2018,D.J. Moore,MOORDJA002,TRUE,5,,,,1,4,0
201809232629,2018,JJ Jones,JONEJJA003,FALSE,26,1,33,0,1,11,0
201809232629,2018,Jojo Natson,NATSJOJ001,TRUE,29,1,24,0,2,8,0
201809232629,2018,Blake Countess,COUNBLA001,TRUE,29,2,51,0,,,
201809230928,2018,Tavon Austin,AUSTTAV001,FALSE,9,,,,4,20,0
201809230928,2018,Deonte Thompson,THOMDEO001,FALSE,9,3,81,0,,,
201809230928,2018,Tyler Lockett,LOCKTYL001,TRUE,28,3,66,0,3,25,0
201809230601,2018,Tarik Cohen,COHETAR001,FALSE,6,,,,2,24,0
201809230601,2018,Christian Kirk,KIRKCHR002,TRUE,1,,,,1,0,0
201809230601,2018,Patrick Peterson,PETEPAT001,TRUE,1,,,,1,7,0
201809231911,2018,Cordarrelle Patterson,PATTCOR001,FALSE,19,4,113,0,,,
201809231911,2018,Sony Michel,MICHSON001,FALSE,19,1,18,0,,,
201809231911,2018,Jamal Agnew,AGNEJAM001,TRUE,11,,,,3,28,0
201809242530,2018,Ryan Switzer,SWITRYA001,FALSE,25,1,21,0,1,16,0
201809242530,2018,DeSean Jackson,JACKDES001,TRUE,30,,,,1,0,0
201809242530,2018,Shaun Wilson,WILSSHA001,TRUE,30,5,68,0,,,
201809271829,2018,Cooper Kupp,KUPPCOO001,TRUE,29,,,,1,4,0
201809271829,2018,Blake Countess,COUNBLA001,TRUE,29,2,53,0,,,
201809271829,2018,Robert Woods,WOODROB004,TRUE,29,1,0,0,,,
201809301109,2018,Jamal Agnew,AGNEJAM001,FALSE,11,1,23,0,,,
201809301109,2018,Deonte Thompson,THOMDEO001,TRUE,9,1,17,0,,,
201809303006,2018,DeSean Jackson,JACKDES001,FALSE,30,,,,1,2,0
201809303006,2018,Jacquizz Rodgers,RODGJAC001,FALSE,30,1,21,0,,,
201809303006,2018,Tarik Cohen,COHETAR001,TRUE,6,,,,3,14,0
201809303006,2018,Benny Cunningham,CUNNBEN002,TRUE,6,1,28,0,,,
201809302431,2018,DeAndre Carter,CARTDEA001,FALSE,24,,,,2,42,0
201809302431,2018,Nick Williams,WILLNIC002,TRUE,31,,,,2,8,0
201809300702,2018,Alex Erickson,ERICALE001,FALSE,7,2,82,0,1,13,0
201809300702,2018,Marvin Hall,HALLMAR002,TRUE,2,3,95,0,,,
201809300702,2018,Justin Hardy,HARDJUS001,TRUE,2,1,0,0,,,
201809301719,2018,Jakeem Grant,GRANJAK001,FALSE,17,1,25,0,1,11,0
201809301719,2018,Danny Amendola,AMENDAN001,FALSE,17,,,,1,12,0
201809301719,2018,Senorise Perry,PERRSEN001,FALSE,17,1,16,0,,,
201809301719,2018,Cyrus Jones,JONECYR001,TRUE,19,,,,5,45,0
201809302215,2018,Andre Roberts,ROBEAND001,FALSE,22,3,40,0,1,7,0
201809302215,2018,Jaydon Mickens,MICKJAY001,TRUE,15,,,,4,11,0
201809302215,2018,Dede Westbrook,WESTDED001,TRUE,15,2,21,0,,,
201809301314,2018,Tyler Ervin,ERVITYL001,FALSE,13,3,56,0,2,20,0
201809301314,2018,Alfred Blue,BLUEALF001,FALSE,13,1,13,0,,,
201809301314,2018,Chester Rogers,ROGECHE001,TRUE,14,,,,1,19,0
201809301314,2018,Zach Pascal,PASCZAC001,TRUE,14,2,32,0,,,
201809300412,2018,Ray-Ray McCloud,MCCLRAY001,FALSE,4,,,,1,-1,0
201809300412,2018,Taiwan Jones,JONETAI001,FALSE,4,2,37,0,,,
201809300412,2018,Tramon Williams,WILLTRA001,TRUE,12,,,,5,20,0
201809302801,2018,Tyler Lockett,LOCKTYL001,FALSE,28,,,,4,39,0
201809302801,2018,Rashaad Penny,PENNRAS001,FALSE,28,3,65,0,,,
201809302801,2018,Christian Kirk,KIRKCHR002,TRUE,1,,,,1,0,0
201809302801,2018,Brandon Williams,WILLBRA005,TRUE,1,2,55,0,,,
201809300823,2018,Jabrill Peppers,PEPPJAB001,FALSE,8,4,64,0,1,1,0
201809300823,2018,Antonio Callaway,CALLANT001,FALSE,8,1,24,0,1,9,0
201809300823,2018,Dwayne Harris,HARRDWA001,TRUE,23,,,,5,98,0
201809302726,2018,Dante Pettis,PETTDAN001,FALSE,27,,,,1,-3,0
201809302726,2018,Trent Taylor,TAYLTRE001,FALSE,27,,,,1,8,0
201809302726,2018,D.J. Reed,REEDDJA001,FALSE,27,4,91,0,,,
201809302726,2018,Desmond King,KINGDES001,TRUE,26,,,,4,82,0
201809302021,2018,Brandon Tate,TATEBRA001,FALSE,20,,,,3,15,0
201809302021,2018,Ted Ginn,GINNTED001,FALSE,20,1,1,0,,,
201809302021,2018,Taysom Hill,HILLTAY001,FALSE,20,1,16,0,,,
201809302021,2018,Jawill Davis,DAVIJAW001,TRUE,21,3,60,0,,,
201809300325,2018,Tim White,WHITTIM001,FALSE,3,3,57,0,1,4,0
201809300325,2018,Ryan Switzer,SWITRYA001,TRUE,25,3,68,0,1,3,0
201809300325,2018,Roosevelt Nix,NIXAROO002,TRUE,25,1,12,0,,,
201810011610,2018,Tyreek Hill,HILLTYR001,FALSE,16,,,,1,37,0
201810011610,2018,Adam Jones,JONEADA001,TRUE,10,,,,1,2,0
201810011610,2018,Andy Janovich,JANOAND001,TRUE,10,1,8,0,,,
201810011610,2018,Phillip Lindsay,LINDPHI001,TRUE,10,1,32,0,,,
201810041419,2018,Chester Rogers,ROGECHE001,FALSE,14,,,,2,38,0
201810041419,2018,Zach Pascal,PASCZAC001,FALSE,14,1,15,0,,,
201810041419,2018,Julian Edelman,EDELJUL001,TRUE,19,,,,2,20,0
201810041419,2018,Sony Michel,MICHSON001,TRUE,19,1,26,0,,,
201810072105,2018,Odell Beckham,BECKODE001,FALSE,21,1,26,0,3,15,0
201810072105,2018,Jawill Davis,DAVIJAW001,FALSE,21,2,53,0,,,
201810072105,2018,Sterling Shepard,SHEPSTE001,FALSE,21,0,27,0,,,
201810072105,2018,Damiere Byrd,BYRDDAM001,TRUE,5,,,,1,-3,0
201810070308,2018,Tim White,WHITTIM001,FALSE,3,,,,5,59,0
201810070308,2018,Jabrill Peppers,PEPPJAB001,TRUE,8,,,,3,23,0
201810071022,2018,Adam Jones,JONEADA001,FALSE,10,,,,1,1,0
201810071022,2018,Phillip Lindsay,LINDPHI001,FALSE,10,1,27,0,,,
201810071022,2018,Andre Roberts,ROBEAND001,TRUE,22,2,30,0,4,71,0
201810073104,2018,Nick Williams,WILLNIC002,FALSE,31,,,,2,39,0
201810073104,2018,Darius Jennings,JENNDAR001,FALSE,31,1,33,0,,,
201810073104,2018,Ray-Ray McCloud,MCCLRAY001,TRUE,4,,,,1,8,0
201810073104,2018,Taiwan Jones,JONETAI001,TRUE,4,1,27,0,,,
201810071211,2018,Kevin King,KINGKEV001,FALSE,12,,,,1,0,0
201810071211,2018,Tramon Williams,WILLTRA001,FALSE,12,,,,1,2,0
201810071211,2018,Ty Montgomery,MONTTYA001,FALSE,12,2,29,0,,,
201810071211,2018,Ameer Abdullah,ABDUAME001,TRUE,11,1,30,0,,,
201810071707,2018,Jakeem Grant,GRANJAK001,FALSE,17,3,89,0,3,85,1
201810071707,2018,Alex Erickson,ERICALE001,TRUE,7,,,,2,19,0
201810070225,2018,Justin Hardy,HARDJUS001,FALSE,2,,,,2,3,0
201810070225,2018,Marvin Hall,HALLMAR002,FALSE,2,2,44,0,,,
201810070225,2018,Ryan Switzer,SWITRYA001,TRUE,25,1,23,0,,,
201810071516,2018,Jaydon Mickens,MICKJAY001,FALSE,15,1,22,0,1,6,0
201810071516,2018,Niles Paul,PAULNIL001,FALSE,15,1,8,0,,,
201810071516,2018,Tyreek Hill,HILLTYR001,TRUE,16,,,,1,2,0
201810071516,2018,Demetrius Harris,HARRDEM001,TRUE,16,1,11,0,,,
201810072326,2018,Dwayne Harris,HARRDWA001,FALSE,23,2,44,0,1,2,0
201810072326,2018,Desmond King,KINGDES001,TRUE,26,2,51,0,4,35,0
201810072928,2018,Marqui Christian,CHRIMAR002,FALSE,29,,,,1,11,0
201810072928,2018,Blake Countess,COUNBLA001,FALSE,29,4,98,0,,,
201810072928,2018,Matt Longacre,LONGMAT002,FALSE,29,2,30,0,,,
201810072928,2018,Tyler Lockett,LOCKTYL001,TRUE,28,3,77,0,1,-3,0
201810072928,2018,David Moore,MOORDAV002,TRUE,28,1,18,0,,,
201810071824,2018,Mike Hughes,HUGHMIK001,FALSE,18,,,,1,13,0
201810071824,2018,Brandon Zylstra,ZYLSBRA001,FALSE,18,,,,1,9,0
201810071824,2018,DeAndre Carter,CARTDEA001,TRUE,24,4,86,0,,,
201810070127,2018,Christian Kirk,KIRKCHR002,FALSE,1,,,,1,0,0
201810070127,2018,Trent Taylor,TAYLTRE001,TRUE,27,,,,3,3,0
201810070127,2018,Richie James,JAMERIC001,TRUE,27,1,32,0,,,
201810070127,2018,D.J. Reed,REEDDJA001,TRUE,27,1,29,0,,,
201810070913,2018,Tavon Austin,AUSTTAV001,FALSE,9,,,,2,22,0
201810070913,2018,Tyler Ervin,ERVITYL001,TRUE,13,,,,2,29,0
201810083220,2018,Danny Johnson,JOHNDAN003,FALSE,32,2,45,0,,,
201810083220,2018,Alvin Kamara,KAMAALV001,TRUE,20,,,,1,0,0
201810083220,2018,Taysom Hill,HILLTAY001,TRUE,20,2,43,0,,,
201810112421,2018,DeAndre Carter,CARTDEA001,FALSE,24,2,34,0,5,47,0
201810112421,2018,Odell Beckham,BECKODE001,TRUE,21,,,,3,0,0
201810112421,2018,Jawill Davis,DAVIJAW001,TRUE,21,2,58,0,,,
201810140532,2018,D.J. Moore,MOORDJA002,FALSE,5,,,,1,1,0
201810140532,2018,Curtis Samuel,SAMUCUR001,FALSE,5,2,37,0,,,
201810140532,2018,Greg Stroman,STROGRE001,TRUE,32,,,,1,10,0
201810140532,2018,Kapri Bibbs,BIBBKAP001,TRUE,32,1,18,0,,,
201810140532,2018,Jeremy Sprinkle,SPRIJER001,TRUE,32,1,6,0,,,
201810140617,2018,Tarik Cohen,COHETAR001,FALSE,6,,,,1,5,0
201810140617,2018,Benny Cunningham,CUNNBEN002,FALSE,6,1,16,0,,,
201810140118,2018,Christian Kirk,KIRKCHR002,FALSE,1,,,,3,17,0
201810140118,2018,Brandon Williams,WILLBRA005,FALSE,1,3,60,0,,,
201810140118,2018,Marcus Sherels,SHERMAR001,TRUE,18,1,17,0,3,26,0
201810143002,2018,Adam Humphries,HUMPADA001,FALSE,30,,,,1,6,0
201810143002,2018,DeSean Jackson,JACKDES001,FALSE,30,,,,1,9,0
201810143002,2018,Jacquizz Rodgers,RODGJAC001,FALSE,30,2,31,0,,,
201810143002,2018,Antony Auclair,AUCLANT001,FALSE,30,1,9,0,,,
201810143002,2018,Justin Hardy,HARDJUS001,TRUE,2,,,,2,14,0
201810143002,2018,Marvin Hall,HALLMAR002,TRUE,2,1,19,0,,,
201810142608,2018,Desmond King,KINGDES001,FALSE,26,1,27,0,2,36,0
201810142608,2018,Keenan Allen,ALLEKEE001,FALSE,26,,,,1,0,0
201810142608,2018,Derwin James,JAMEDER001,FALSE,26,1,20,0,,,
201810142608,2018,Jabrill Peppers,PEPPJAB001,TRUE,8,3,71,0,4,51,0
201810142608,2018,Antonio Callaway,CALLANT001,TRUE,8,1,18,0,,,
201810142608,2018,Dontrell Hilliard,HILLDON002,TRUE,8,1,31,0,,,
201810141422,2018,Marcus Johnson,JOHNMAR009,FALSE,14,1,23,0,,,
201810141422,2018,Zach Pascal,PASCZAC001,FALSE,14,1,27,0,,,
201810141422,2018,Andre Roberts,ROBEAND001,TRUE,22,3,69,0,1,6,0
201810140413,2018,Micah Hyde,HYDEMIC001,FALSE,4,,,,2,8,0
201810140413,2018,Ray-Ray McCloud,MCCLRAY001,FALSE,4,1,18,0,1,0,0
201810140413,2018,Taiwan Jones,JONETAI001,FALSE,4,2,25,0,,,
201810140413,2018,Tyler Ervin,ERVITYL001,TRUE,13,,,,3,7,0
201810142823,2018,Tyler Lockett,LOCKTYL001,FALSE,28,,,,1,0,0
201810142823,2018,Rashaad Penny,PENNRAS001,FALSE,28,2,23,0,,,
201810142507,2018,Ryan Switzer,SWITRYA001,FALSE,25,2,48,0,2,22,0
201810142507,2018,Alex Erickson,ERICALE001,TRUE,7,3,122,0,1,6,0
201810142910,2018,Jojo Natson,NATSJOJ001,FALSE,29,,,,2,29,0
201810142910,2018,Blake Countess,COUNBLA001,FALSE,29,1,31,0,,,
201810142910,2018,Phillip Lindsay,LINDPHI001,TRUE,10,2,48,0,,,
201810140331,2018,Cyrus Jones,JONECYR001,FALSE,3,,,,4,50,0
201810140331,2018,Chris Moore,MOORCHR001,FALSE,3,1,20,0,,,
201810140331,2018,Cameron Batson,BATSCAM001,TRUE,31,,,,1,0,0
201810140331,2018,Darius Jennings,JENNDAR001,TRUE,31,1,20,0,,,
201810141509,2018,Jaydon Mickens,MICKJAY001,FALSE,15,1,31,0,1,0,0
201810141509,2018,Dede Westbrook,WESTDED001,FALSE,15,,,,1,6,0
201810141509,2018,Tavon Austin,AUSTTAV001,TRUE,9,,,,1,3,0
201810141509,2018,Cole Beasley,BEASCOL001,TRUE,9,,,,1,6,0
201810141619,2018,Tremon Smith,SMITTRE002,FALSE,16,4,180,0,,,
201810141619,2018,Spencer Ware,WARESPE001,FALSE,16,1,10,0,,,
201810141619,2018,Cordarrelle Patterson,PATTCOR001,TRUE,19,1,30,0,,,
201810152712,2018,Richie James,JAMERIC001,FALSE,27,4,108,0,1,0,0
201810152712,2018,D.J. Reed,REEDDJA001,FALSE,27,1,30,0,,,
201810152712,2018,Tramon Williams,WILLTRA001,TRUE,12,,,,1,6,0
201810152712,2018,Ty Montgomery,MONTTYA001,TRUE,12,2,41,0,,,
201810181001,2018,Phillip Lindsay,LINDPHI001,FALSE,10,2,38,0,3,23,0
201810181001,2018,Christian Kirk,KIRKCHR002,TRUE,1,,,,2,17,0
201810181001,2018,Brandon Williams,WILLBRA005,TRUE,1,5,77,0,,,
201810213126,2018,Adoree' Jackson,JACKADO001,FALSE,31,,,,1,0,0
201810213126,2018,Darius Jennings,JENNDAR001,FALSE,31,5,156,0,,,
201810213126,2018,Desmond King,KINGDES001,TRUE,26,2,47,0,2,14,0
201810210524,2018,D.J. Moore,MOORDJA002,FALSE,5,1,18,0,1,3,0
201810210524,2018,Damiere Byrd,BYRDDAM001,FALSE,5,,,,1,9,0
201810210524,2018,Curtis Samuel,SAMUCUR001,FALSE,5,2,51,0,,,
201810210524,2018,DeAndre Carter,CARTDEA001,TRUE,24,3,73,0,2,14,0
201810211117,2018,Golden Tate,TATEGOL001,FALSE,11,,,,2,15,0
201810211117,2018,Jakeem Grant,GRANJAK001,TRUE,17,3,74,0,1,19,0
201810211906,2018,Julian Edelman,EDELJUL001,FALSE,19,,,,2,3,0
201810211906,2018,Cordarrelle Patterson,PATTCOR001,FALSE,19,4,179,1,,,
201810211906,2018,Tarik Cohen,COHETAR001,TRUE,6,,,,1,17,0
201810211906,2018,Benny Cunningham,CUNNBEN002,TRUE,6,4,92,0,,,
201810211822,2018,Marcus Sherels,SHERMAR001,FALSE,18,,,,5,52,0
201810211822,2018,Brandon Zylstra,ZYLSBRA001,FALSE,18,,,,1,5,0
201810211822,2018,Holton Hill,HILLHOL001,FALSE,18,2,57,0,,,
201810211822,2018,Andre Roberts,ROBEAND001,TRUE,22,6,193,0,2,8,0
201810210830,2018,Jabrill Peppers,PEPPJAB001,FALSE,8,1,12,0,2,46,0
201810210830,2018,Dontrell Hilliard,HILLDON002,FALSE,8,1,30,0,,,
201810210830,2018,Adam Humphries,HUMPADA001,TRUE,30,,,,4,20,0
201810210414,2018,Marcus Murphy,MURPMAR001,FALSE,4,3,48,0,,,
201810211315,2018,Tyler Ervin,ERVITYL001,FALSE,13,,,,2,0,0
201810211315,2018,Dede Westbrook,WESTDED001,TRUE,15,,,,1,21,0
