fid,season,playerid,g,fgm,fga,patm,pata,pt,ptyds
25,1945,DUDLBIL001,4,,,2,3,2,36
25,1945,LOWTJAC001,2,,,,1,1,35
25,1945,TINSSID001,9,,,,,57,2308
25,1945,STOFEDA001,2,,,,,3,109
25,1945,JARVTOI001,1,,,,,2,69
25,1942,NICCARM001,10,2,14,9,9,,
25,1942,SIMIMIL001,11,1,1,2,3,,
25,1942,SOMEGEO001,11,,1,1,1,,
25,1942,SANDJAC001,9,,,7,8,,
25,1942,TOMAAND001,11,,,,1,17,604
25,1942,RIFFDIC001,11,,,1,1,1,40
25,1942,SANDCUR001,11,,,,,37,1437
25,1942,DUDLBIL001,11,,,,,18,572
25,1942,HOAGJOE001,11,,,,,2,88
25,1941,NICCARM001,8,2,4,8,9,,
25,1941,SOMEGEO001,10,,2,,,,
25,1941,SANDJAC001,11,,,5,5,,
25,1941,JONEART001,11,,,,,47,1772
25,1941,HOAGJOE001,10,,,,,17,631
25,1941,RIFFDIC001,10,,,,,7,246
25,1941,NOPPJOH001,4,,,,,7,270
25,1941,MCDOCOL001,6,,,,,7,260
25,1941,DONEALA001,7,,,,,1,41
25,1941,DODSLES001,2,,,,,1,34
25,1940,NICCARM001,11,6,14,6,6,,
25,1940,PATTBIL001,11,,,,,43,1693
25,1940,CONDMER001,10,,,,,12,453
25,1940,JOHNSWE001,10,,,,,8,321
25,1940,BRUMBOY001,8,,,,,6,194
25,1940,NOPPJOH001,9,,,,,4,136
25,1940,MCDOCOL001,4,,,,,4,160
25,1940,YURCJOH001,1,,,,,3,121
25,1939,NICCARM001,11,3,8,15,15,,
25,1939,MCCUHUG001,10,,,,,31,1006
25,1939,WHEEERN001,5,,,,,10,460
25,1939,JOHNSWE001,8,,,,,10,372
25,1939,FRANSAM001,5,,,,,10,389
25,1939,MCDOCOL001,7,,,,,9,325
25,1939,TOMALOU001,11,,,,,3,111
25,1939,NARDDIC001,3,,,,,1,19
25,1939,LEEAJAC001,5,,,,,1,44
25,1939,BRUMBOY001,6,,,,,1,34
25,1938,NICCARM001,11,1,5,10,10,,
25,1938,BURNTOM001,6,,1,,,,
25,1938,BLOOJOH001,10,,,,1,,
26,2018,BADGMIK001,10,15,16,27,28,,
26,2018,STURCAL001,6,9,13,9,15,1,24
26,2018,JONEDON004,12,,,,,47,1990
26,2018,KASEDRE001,4,,,,,13,629
26,2017,COONTRA001,3,7,8,5,6,,
26,2017,KOOAYOU001,4,3,6,9,9,,
26,2017,ROSENIC001,2,1,3,5,6,,
26,2017,NOVANIC001,7,9,13,17,18,,
26,2017,KASEDRE001,16,,,1,3,74,3558
26,2016,LAMBJOS001,16,26,32,42,46,,
26,2016,KASEDRE001,16,,,,,59,2731
26,2015,LAMBJOS001,16,26,32,28,32,,
26,2015,SCIFMIK001,16,,,,,72,3261
26,2014,NOVANIC001,16,22,26,40,40,6,240
26,2014,SCIFMIK001,13,,,,,55,2516
26,2014,MCBRMAT001,3,,,,,13,610
26,2013,NOVANIC001,16,34,37,42,42,,
26,2013,SCIFMIK001,16,,,,,56,2417
26,2012,NOVANIC001,13,18,20,33,33,,
26,2012,KAEDNAT001,3,7,7,6,6,,
26,2012,SCIFMIK001,16,,,,,81,3914
26,2011,NOVANIC001,15,27,34,41,42,,
26,2011,SCIFMIK001,16,1,1,3,3,47,2234
26,2010,KAEDNAT001,13,23,28,40,40,,
26,2010,BROWKRI001,3,4,5,8,8,,
26,2010,SCIFMIK001,16,,,,,52,2430
26,2009,KAEDNAT001,16,32,35,50,51,,
26,2009,SCIFMIK001,16,,,,,52,2342
26,2008,KAEDNAT001,16,27,32,46,46,,
26,2008,SCIFMIK001,16,,,,,51,2332
26,2007,KAEDNAT001,16,24,27,46,46,,
26,2007,SCIFMIK001,16,,,,,81,3735
26,2006,KAEDNAT001,16,26,29,58,58,,
26,2006,SCIFMIK001,16,,,,,69,2893
26,2005,KAEDNAT001,16,21,24,49,49,,
26,2005,SCIFMIK001,16,,,,,71,3104
26,2004,KAEDNAT001,16,20,25,54,55,,
26,2004,SCIFMIK001,16,,,,,69,2974
26,2003,CHRISTE001,16,15,20,36,36,1,20
26,2003,BENNDAR001,16,,,,,82,3436
26,2002,CHRISTE001,16,18,26,35,36,,
26,2002,BENNDAR001,16,,,,,87,3540
26,2001,RICHWAD001,16,21,32,26,26,,
26,2001,CHRISTE001,5,9,11,6,6,,
26,2001,BENNDAR001,16,,,,,78,3308
26,2000,CARNJOH001,16,18,25,27,27,,
26,2000,BENNDAR001,16,,,,,92,4248
26,1999,CARNJOH001,16,31,36,22,23,,
26,1999,BENNDAR001,16,,,,,89,3910
26,1998,CARNJOH001,16,26,30,19,19,,
26,1998,BENNDAR001,16,,,,,95,4174
26,1997,DAVIGRE001,12,19,24,21,22,,
26,1997,CARNJOH001,4,7,7,5,5,,
26,1997,BENNDAR001,16,,,,,89,3972
26,1996,CARNJOH001,16,29,36,31,31,,
26,1996,BENNDAR001,16,,,,,87,3967
26,1995,CARNJOH001,16,21,26,32,33,,
26,1995,BENNDAR001,16,,,,,72,3221
26,1994,CARNJOH001,16,34,38,33,33,,
26,1994,WAGNBRY001,14,,,,,65,2705
26,1994,KIDDJOH001,2,,,,,7,246
26,1993,CARNJOH001,16,31,40,31,33,4,155
26,1993,KIDDJOH001,14,,,,,57,2431
26,1993,SULLKEN001,2,,,,,13,541
26,1992,CARNJOH001,16,26,32,35,35,,
26,1992,KIDDJOH001,16,,,,,68,2899
26,1991,CARNJOH001,16,19,29,31,31,,
26,1991,KIDDJOH001,16,,,,,76,3064
26,1990,CARNJOH001,12,19,21,27,28,,
26,1990,REVEFUA001,4,2,7,7,8,,
26,1990,KIDDJOH001,16,,,,,61,2442
26,1989,BAHRCHR001,16,17,25,29,30,,
26,1989,ILESHAN001,14,,,,,76,3049
26,1989,COLBLEW001,2,,,,,8,266
26,1988,ABBOVIN001,11,8,12,15,15,,
26,1988,DELISTE001,5,6,8,12,12,,
26,1988,MOJSRAL001,16,,,,,85,3745
26,1987,ABBOVIN001,12,13,22,22,23,,
26,1987,GAFFJEF001,3,3,6,4,5,,
26,1987,NEUHRIC001,3,,,1,1,,
26,1987,MOJSRAL001,12,,,,,67,2875
26,1987,PROKJOE002,3,,,,,17,654
26,1986,BENIROL001,16,16,25,39,41,,
26,1986,MOJSRAL001,16,,,,,72,3026
26,1986,CHANWES001,16,,,,,5,167
26,1985,THOMBOB006,15,18,28,51,55,,
26,1985,BENIROL001,1,,,2,2,,
26,1985,MOJSRAL001,16,,,,,68,2881
26,1984,BENIROL001,14,17,26,41,41,,
26,1984,RICABEN001,2,3,3,5,6,,
26,1984,BUFOMAU001,16,,,,,66,2773
26,1983,BENIROL001,16,15,24,43,45,,
26,1983,BUFOMAU001,16,,,,,63,2763
26,1982,BENIROL001,9,16,22,32,34,,
26,1982,BUFOMAU001,9,,,,,21,868
26,1981,BENIROL001,16,19,26,55,61,,
26,1981,ROBEGEO001,16,,,,,62,2540
26,1980,BENIROL001,16,24,36,46,48,,
26,1980,PARTRIC001,16,,,,,60,2347
26,1979,WOODMIK001,9,11,14,28,31,,
26,1979,GEREROY001,3,1,7,6,7,,
26,1979,BENIROL001,4,4,4,12,13,,
26,1979,OLANCLI001,4,,1,1,1,,
26,1979,WESTJEF001,16,,,,,75,2736
26,1978,BENIROL001,15,18,22,37,43,,
26,1978,WESTJEF001,16,,,,,73,2720
26,1977,BENIROL001,14,17,23,21,24,,
26,1977,WESTJEF001,13,,,,,72,2707
26,1976,FRITTON001,5,6,12,11,14,,
26,1976,WERSRAY001,9,4,8,14,16,,
26,1976,FULLMIK001,14,,,1,1,,
26,1976,HOOPMIT001,9,,,,,42,1628
26,1976,WESTJEF001,6,,,,,38,1548
26,1975,WERSRAY001,14,12,24,20,21,,
26,1975,CURRPAT001,14,,,1,1,,
26,1975,PARTDEN001,14,,,,,79,2910
26,1974,WERSRAY001,14,5,11,,,,
26,1974,PARTDEN001,14,1,5,26,28,76,3042
26,1973,WERSRAY001,14,11,25,13,15,,
26,1973,PARTDEN001,14,1,2,6,6,72,2958
26,1973,HOLLRON001,11,,,1,1,,
26,1972,PARTDEN001,14,15,25,26,28,45,1813
26,1972,MCCLBIL001,9,3,6,2,2,,
26,1971,PARTDEN001,14,17,29,36,37,55,2392
26,1970,MERCMIK001,14,12,19,34,35,8,283
26,1970,PARTDEN001,13,,,,,65,2852
26,1970,HADLJOH001,14,,,,,1,30
26,1969,PARTDEN001,14,15,28,33,33,71,3169
26,1968,PARTDEN001,14,22,32,40,43,56,2281
26,1967,VANRDIC001,14,15,30,45,45,,
26,1967,REDMRIC001,14,,,,,58,2147
26,1967,CORDOLI002,3,,,,,3,145
26,1967,HADLJOH001,14,,,,,2,70
26,1966,VANRDIC001,14,16,31,39,40,,
26,1966,REDMRIC001,14,,,,,66,2442
26,1965,TRAVHER001,14,18,30,40,40,,
26,1965,HADLJOH001,14,,,,,38,1544
26,1965,REDMRIC001,10,,,,,29,1145
26,1965,ALLIJIM001,14,,,,,2,72
26,1965,WHITBUD001,14,,,,,1,40
26,1964,LINCKEI001,14,5,12,16,17,,
26,1964,TRAVHER001,3,2,5,10,12,,
26,1964,BLAIGEO001,4,3,5,5,6,,
26,1964,AGAJBEN001,3,2,4,8,8,,
26,1964,HADLJOH001,14,,,,,62,2447
26,1964,WHITBUD001,12,,,,,1,30
26,1963,BLAIGEO001,14,17,28,44,48,,
26,1963,MAGUPAU001,14,,,,,58,2241
26,1963,HADLJOH001,14,,,,,2,75
26,1962,BLAIGEO001,14,17,20,31,34,,
26,1962,MAGUPAU001,14,,,,,79,3289
26,1961,BLAIGEO001,14,13,27,42,47,,
26,1961,LARABOB001,14,,,1,2,,
26,1961,MAGUPAU001,14,,,,,63,2615
26,1960,AGAJBEN001,14,13,24,46,47,,
26,1960,MAGUPAU001,11,,,,,43,1743
26,1960,LARABOB001,14,,,,,15,558
27,2018,GOULROB001,16,33,34,27,29,,
27,2018,PINIBRA001,16,,,,,68,2973
27,2017,GOULROB001,16,39,41,28,30,,
27,2017,PINIBRA001,16,,,,,75,3255
27,2016,DAWSPHI001,16,18,21,33,34,,
27,2016,PINIBRA001,16,,,,,100,4402
27,2015,DAWSPHI001,16,24,27,20,21,1,48
27,2015,PINIBRA001,16,,,,,91,3969
27,2014,DAWSPHI001,16,25,31,33,33,,
27,2014,LEEAAND001,16,,,,,72,3369
27,2013,DAWSPHI001,16,32,36,44,44,,
27,2013,LEEAAND001,16,,,,,79,3804
27,2012,AKERDAV001,16,29,42,44,44,,
27,2012,LEEAAND001,16,,,,,67,3226
27,2011,AKERDAV001,16,44,52,34,34,,
27,2011,LEEAAND001,16,,,,,78,3970
27,2010,NEDNJOE001,9,11,13,17,17,,
27,2010,REEDJEF001,5,9,10,13,13,,
27,2010,ANDRSHA001,2,2,4,3,3,,
27,2010,LEEAAND001,16,,,,,91,4203
27,2009,NEDNJOE001,14,17,21,33,33,,
27,2009,SCHMRIC001,1,2,3,2,2,,
27,2009,ANDRSHA001,1,,,4,4,,
27,2009,LEEAAND001,16,,,,,99,4711
27,2008,NEDNJOE001,16,29,33,34,34,,
27,2008,LEEAAND001,16,,,,,66,3155
27,2007,NEDNJOE001,16,17,19,22,22,,
27,2007,LEEAAND001,16,,,,,105,4968
27,2006,NEDNJOE001,16,29,35,29,29,,
27,2006,LEEAAND001,16,,,,,81,3625
27,2005,NEDNJOE001,15,26,28,19,19,,
27,2005,CORTJOS001,1,,1,2,2,,
27,2005,LEEAAND001,16,,,,,107,4447
27,2004,PETETOD001,16,18,22,23,23,,
27,2004,LEEAAND001,16,,,,,96,3990
27,2003,PETETOD001,8,12,15,22,23,,
27,2003,POCHOWE001,6,8,15,9,10,,
27,2003,CHANJEF001,2,6,7,7,8,,
27,2003,LAFLBIL001,16,,,,,68,2629
27,2002,CORTJOS001,10,18,24,25,25,,
27,2002,CHANJEF001,6,8,12,14,14,,
27,2002,BAKEJAS001,11,,,,,42,1688
27,2002,LAFLBIL001,5,,,,,22,805
27,2001,CORTJOS001,16,18,25,47,47,,
27,2001,BAKEJAS001,16,,,,,69,2813
27,2000,RICHWAD001,16,15,22,43,45,,
27,2000,STANCHA001,16,,,,,69,2727
27,1999,RICHWAD001,16,21,23,30,31,4,146
27,1999,STANCHA001,16,,,,,69,2737
27,1998,RICHWAD001,16,18,27,49,51,,
27,1998,ROBYREG001,14,,,,,60,2511
27,1998,HOWAEDD001,2,,,,,9,324
27,1997,ANDEGAR002,16,29,36,38,38,,
27,1997,THOMTOM004,16,,,,,78,3182
27,1996,WILKJEF001,16,30,34,40,40,,
27,1996,THOMTOM004,16,,,,,73,3217
27,1995,WILKJEF001,7,12,13,27,29,,
27,1995,BRIEDOU001,6,7,12,19,19,,
27,1995,ZENDTON001,3,1,3,5,6,,
27,1995,THOMTOM004,16,,,,,57,2312
27,1994,BRIEDOU001,16,15,20,60,62,,
27,1994,WILMKLA001,16,,,,,54,2235
27,1993,COFEMIK002,16,16,26,59,61,,
27,1993,WILMKLA001,15,,,,,42,1718
27,1992,COFEMIK002,16,18,27,53,54,,
27,1992,WILMKLA001,15,,,,,49,1918
27,1991,COFEMIK002,16,14,28,49,50,,
27,1991,PROKJOE002,11,,,,,40,1541
27,1991,MOJSRAL001,5,,,,,16,656
27,1990,COFEMIK002,16,24,36,39,39,,
27,1990,HELTBAR001,16,,,,,69,2537
27,1989,COFEMIK002,16,29,36,49,51,,
27,1989,HELTBAR001,16,,,,,55,2226
27,1988,COFEMIK002,16,27,38,40,41,,
27,1988,HELTBAR001,15,,,,,78,3069
27,1988,RUNAMAX001,1,,,,,1,24
27,1987,WERSRAY001,12,13,17,44,46,,
27,1987,BROCJEF001,3,3,6,11,13,,
27,1987,RUNAMAX001,12,,,,,55,2157
27,1987,ASMUJIM001,3,,,,,12,384
27,1986,WERSRAY001,16,25,35,41,42,,
27,1986,RUNAMAX001,16,,,,,83,3450
27,1985,WERSRAY001,16,13,21,52,53,,
27,1985,RUNAMAX001,16,,,,,86,3422
27,1984,WERSRAY001,16,25,35,56,56,,
27,1984,RUNAMAX001,14,,,,,56,2341
27,1984,OROSTOM001,2,,,,,5,195
27,1983,WERSRAY001,16,25,30,51,51,,
27,1983,OROSTOM001,16,,,,,65,2552
27,1982,WERSRAY001,9,12,17,23,25,,
27,1982,MILLJIM006,9,,,,,44,1676
27,1981,WERSRAY001,12,17,23,30,30,,
27,1981,BAHRMAT001,4,2,6,12,12,,
27,1981,MILLJIM006,16,,,,,93,3858
27,1980,WERSRAY001,16,15,19,33,39,,
27,1980,MILLJIM006,16,,,,,77,3152
27,1979,WERSRAY001,16,20,24,32,35,,
27,1979,MELVDAN001,16,,,,,71,2626
27,1978,WERSRAY001,16,15,23,24,25,,
27,1978,CONNMIK001,16,,,,,96,3583
27,1977,WERSRAY001,10,10,17,23,23,,
27,1977,WITTTOM001,14,1,2,2,4,77,2801
27,1976,MIKESTE001,14,16,28,26,30,,
27,1976,WITTTOM001,14,,,,,89,3634
27,1975,MIKESTE001,14,14,28,27,31,,
27,1975,WITTTOM001,14,,,,,67,2804
27,1974,GOSSBRU001,14,11,24,25,27,2,56
27,1974,WITTTOM001,14,,,,,68,2800
27,1973,GOSSBRU001,14,26,33,26,26,,
27,1973,WITTTOM001,14,,,,,79,3455
27,1972,GOSSBRU001,14,18,29,41,42,,
27,1972,MCCAJIM002,13,,,,,64,2542
27,1971,GOSSBRU001,14,23,36,32,32,,
27,1971,SCHRLAR001,14,,,1,1,,
27,1971,MCCAJIM002,13,,,,,49,1897
27,1971,SPURSTE001,6,,,,,2,77
27,1970,GOSSBRU001,14,21,31,39,41,,
27,1970,SPURSTE001,14,,,,,75,2877
27,1969,GAVRMOM001,7,3,11,22,24,,
27,1969,DAVITOM001,7,3,10,13,13,23,955
27,1969,KILGJON001,7,,,,,36,1451
27,1969,SPURSTE001,6,,,,,12,468
27,1968,DAVITOM001,9,9,16,26,26,,
27,1968,PATEDEN001,5,2,8,10,13,,
27,1968,SPURSTE001,14,,,,,68,2651
27,1967,DAVITOM001,14,14,33,33,33,,
27,1967,SPURSTE001,14,,,,,73,2745
27,1966,DAVITOM001,14,16,31,38,39,63,2609
27,1966,KILMBIL001,6,,,,,7,234
27,1965,DAVITOM001,14,17,27,52,53,54,2471
27,1964,DAVITOM001,14,8,25,30,30,79,3599
27,1963,DAVITOM001,14,10,31,24,24,73,3311
27,1962,DAVITOM001,14,10,23,36,36,48,2188
27,1961,DAVITOM001,14,12,22,44,44,50,2269
27,1961,KILMBIL001,11,,,,,9,364
27,1960,DAVITOM001,12,19,32,21,21,62,2737
27,1960,WITTJOH001,4,,3,,,,
27,1960,BAKEDAV001,12,,,,,3,143
27,1959,DAVITOM001,12,12,26,31,31,59,2694
27,1958,SOLTGOR001,12,8,21,29,34,,
27,1958,ATKIBIL001,12,,,,,25,983
27,1958,JESSBIL001,12,,,,,23,856
27,1957,SOLTGOR001,12,9,15,33,33,,
27,1957,JESSBIL001,12,,,,,38,1656
27,1957,BARNLAR001,10,,,,,19,894
27,1956,SOLTGOR001,12,13,20,26,28,,
27,1956,MORREAR001,12,,,,,45,1705
27,1956,JESSBIL001,3,,,,,14,563
27,1955,SOLTGOR001,12,3,12,27,30,,
27,1955,LUNABOB001,12,,,,,63,2558
27,1954,SOLTGOR001,11,11,18,31,33,,
27,1954,PERRJOE001,12,1,3,6,7,,
27,1954,BROWPET001,12,,,,,49,1837
27,1954,BROWHAR001,11,,,,,10,384
27,1954,BERRREX001,8,,,,,1,0
27,1953,SOLTGOR001,12,10,15,48,49,,
27,1953,PERRJOE001,12,,3,,,,
27,1953,POWEJIM001,12,,,,,42,1706
27,1952,SOLTGOR001,12,6,12,34,36,,
27,1952,ODONPAT001,8,,,1,1,,
27,1952,ALBEFRA001,12,,,,,68,2899
27,1951,SOLTGOR001,12,6,18,30,32,,
27,1951,BRUCGAI001,12,,,1,1,,
27,1951,ALBEFRA001,12,,,,,34,1507
27,1951,LILLVER001,12,,,,,20,847
27,1950,SOLTGOR001,12,4,8,26,28,,
27,1950,NIXAJAC002,9,,,1,1,,
27,1950,ALBEFRA001,12,,,,,37,1424
27,1950,LILLVER001,9,,,,,26,1016
28,2018,JANISEB001,16,22,27,48,51,,
28,2018,DICKMIC001,16,,,,,78,3759
28,2017,WALSBLA001,16,21,29,37,38,,
28,2017,RYANJON001,16,,,,,92,4141
28,2016,HAUSSTE001,16,33,37,29,35,,
28,2016,RYANJON001,16,,,,,71,3126
28,2015,HAUSSTE001,16,29,31,40,44,,
28,2015,RYANJON001,16,,,,,68,3093
28,2014,HAUSSTE001,16,31,37,41,41,,
28,2014,RYANJON001,16,,,,,61,2688
28,2013,HAUSSTE001,16,33,35,44,44,,
28,2013,RYANJON001,16,,,,,74,3159
28,2012,HAUSSTE001,16,24,27,46,48,,
28,2012,RYANJON001,16,,,,,65,2963
28,2011,HAUSSTE001,16,25,30,34,34,,
28,2011,RYANJON001,16,,,,,95,4431
28,2010,MAREOLI001,16,25,30,31,31,,
28,2010,RYANJON001,16,,,,,78,3254
28,2009,MAREOLI001,16,24,26,28,28,1,32
28,2009,RYANJON001,16,,,,,88,4068
28,2008,MAREOLI001,16,24,27,30,30,,
28,2008,RYANJON001,15,,,,,78,3557
28,2008,PLACRYA001,1,,,,,11,450
28,2007,BROWJOS001,16,28,34,43,43,,
28,2007,PLACRYA001,16,,,,,86,3436
28,2006,BROWJOS001,16,25,31,36,36,2,49
28,2006,PLACRYA001,16,,,,,84,3778
28,2005,BROWJOS001,16,18,25,56,57,1,20
28,2005,ROUETOM001,12,,,,,61,2539
28,2005,ARAGLEO001,4,,,,,18,723
28,2004,BROWJOS001,16,23,25,40,40,1,35
28,2004,ROUETOM001,4,,,,,26,1093
28,2004,JONEDON004,6,,,,,26,988
28,2004,WALTKEN001,6,,,,,24,920
28,2003,BROWJOS001,16,22,30,48,48,,
28,2003,ROUETOM001,16,,,,,67,2762
28,2002,LINDRIA001,16,23,29,38,38,,
28,2002,FEAGJEF001,16,,,,,61,2542
28,2001,LINDRIA001,16,20,32,33,33,,
28,2001,FEAGJEF001,16,,,,,85,3730
28,2000,LINDRIA001,12,15,17,25,25,,
28,2000,HEPPKRI001,4,6,9,8,8,,
28,2000,FEAGJEF001,16,,,,,74,2960
28,1999,PETETOD001,16,34,40,32,32,,
28,1999,FEAGJEF001,16,,,,,84,3425
28,1998,PETETOD001,16,19,24,41,41,,
28,1998,FEAGJEF001,16,,,,,81,3568
28,1997,PETETOD001,16,22,28,37,37,,
28,1997,TUTERIC001,11,,,,,48,2007
28,1997,STARROH001,4,,,,,20,813
28,1997,RICHKYL001,2,,,,,8,324
28,1996,PETETOD001,16,28,34,27,27,,
28,1996,TUTERIC001,16,,,,,85,3746
28,1995,PETETOD001,16,23,28,40,40,,
28,1995,TUTERIC001,16,,,,,83,3735
28,1994,KASAJOH001,16,20,24,25,26,,
28,1994,TUTERIC001,16,,,,,91,3905
28,1993,KASAJOH001,16,23,28,29,29,,
28,1993,TUTERIC001,16,,,,,90,4007
28,1992,KASAJOH001,16,14,22,14,14,,
28,1992,TUTERIC001,16,,,,,108,4760
28,1991,KASAJOH001,16,25,31,27,28,,
28,1991,TUTERIC001,10,,,,,49,2106
28,1991,WAITALE001,3,,,,,14,474
28,1991,DONNRIC002,3,,,,,13,505
28,1990,JOHNNOR001,16,23,32,33,34,,
28,1990,DONNRIC002,16,,,,,67,2722
28,1989,JOHNNOR001,16,15,25,27,27,,
28,1989,LARGSTE001,10,,,1,1,,
28,1989,RODRRUB001,16,,,,,75,2995
28,1988,JOHNNOR001,16,22,28,39,39,,
28,1988,RODRRUB001,16,,,,,70,2858
28,1987,JOHNNOR001,13,15,20,40,40,,
28,1987,HAGLSCO001,2,2,2,4,4,,
28,1987,RODRRUB001,12,,,,,47,1880
28,1987,GRIFRUS001,2,,,,,11,386
28,1987,BOWMBAR001,1,,,,,3,104
28,1986,JOHNNOR001,16,22,35,42,42,,
28,1986,GAMAVIN001,16,,,,,79,3048
28,1985,JOHNNOR001,16,14,25,40,41,,
28,1985,LARGSTE001,16,,,1,1,,
28,1985,FINZDAV001,12,,,,,68,2766
28,1985,COLQJIM001,2,,,,,12,481
28,1985,WESTJEF001,2,,,,,11,420
28,1984,JOHNNOR001,16,20,24,50,51,,
28,1984,WESTJEF001,16,,,,,95,3567
28,1983,JOHNNOR001,16,18,25,49,50,,
28,1983,WESTJEF001,16,,,,,79,3118
28,1982,JOHNNOR001,9,10,14,13,14,,
28,1982,WESTJEF001,9,,,,,48,1835
28,1982,DOORDAN001,8,,,,,1,54
28,1981,HERREFR001,12,12,17,23,25,,
28,1981,ALVAWIL001,4,3,7,14,15,,
28,1981,WESTJEF001,15,,,,,66,2578
28,1981,GARCFRA001,1,,,,,2,74
28,1980,HERREFR001,16,20,31,33,33,1,29
28,1980,WEAVHER001,16,,,,,67,2798
28,1979,HERREFR001,16,19,23,43,46,1,36
28,1979,WEAVHER001,16,,,,,66,2651
28,1978,HERREFR001,16,13,21,40,44,3,73
28,1978,WEAVHER001,16,,,,,66,2440
28,1977,LEYPJOH001,13,9,18,33,37,,
28,1977,WEAVHER001,13,,,,,58,2293
28,1977,ENGLRIC001,1,,,,,4,137
28,1976,LEYPJOH001,11,8,12,19,22,,
28,1976,BITTDON001,3,1,4,7,7,,
28,1976,ENGLRIC001,14,,,,,80,3067
29,2018,SANTCAI001,2,5,6,5,6,,
29,2018,ZUERGRE001,11,27,31,35,36,,
29,2018,FICKSAM001,2,1,3,10,10,,
29,2018,HEKKJOH001,16,1,1,1,1,43,1992
29,2017,ZUERGRE001,14,38,40,44,46,,
29,2017,FICKSAM001,2,2,3,4,5,,
29,2017,HEKKJOH001,16,,,,,65,3113
29,2016,ZUERGRE001,16,19,22,23,23,,
29,2016,HEKKJOH001,16,,,,,98,4680
29,2015,ZUERGRE001,14,20,30,26,28,,
29,2015,HOCKZAC001,2,1,1,1,1,,
29,2015,HEKKJOH001,16,,,,,96,4601
29,2014,ZUERGRE001,16,24,30,34,35,,
29,2014,HEKKJOH001,16,,,,,80,3721
29,2013,ZUERGRE001,16,26,28,34,34,,
29,2013,HEKKJOH001,16,,,,,78,3609
29,2012,ZUERGRE001,16,23,31,26,26,,
29,2012,HEKKJOH001,16,,,,,82,3756
29,2011,BROWJOS001,16,21,28,18,18,,
29,2011,JONEDON004,16,,,,,105,4652
29,2010,BROWJOS001,16,33,39,26,27,,
29,2010,JONEDON004,16,,,,,94,4276
29,2009,BROWJOS001,16,19,24,16,16,,
29,2009,JONEDON004,16,,,,,90,4212
29,2008,BROWJOS001,16,31,36,19,19,1,20
29,2008,JONEDON004,16,,,,,82,4100
29,2007,WILKJEF001,16,24,32,25,25,,
29,2007,JONEDON004,16,,,,,78,3684
29,2006,WILKJEF001,16,32,37,35,35,3,91
29,2006,TURKMAT001,16,,,,,72,3132
29,2005,WILKJEF001,16,27,31,36,36,1,35
29,2005,BARKBRY001,11,,,,,50,2137
29,2005,HODGREG001,5,,,,,22,836
29,2004,WILKJEF001,16,19,24,32,32,,
29,2004,LANDSEA001,10,,,,,40,1733
29,2004,STEMKEV001,6,,,,,28,1115
29,2003,WILKJEF001,16,39,42,46,46,,
29,2003,LANDSEA001,16,,,,,59,2525
29,2002,WILKJEF001,16,19,25,37,37,,
29,2002,BERGMIT001,16,,,,,72,3020
29,2001,WILKJEF001,16,23,29,58,58,,
29,2001,BAKEJOH003,16,,,,,43,1809
29,2000,WILKJEF001,11,17,17,38,38,,
29,2000,STOYPET001,3,3,5,11,11,,
29,2000,HALLJEF001,3,4,5,9,9,,
29,2000,BAKEJOH003,15,,,,,43,1736
29,1999,WILKJEF001,16,20,28,64,64,2,57
29,1999,TUTERIC001,8,,,,,32,1359
29,1999,HORAMIK001,8,,,,,26,1048
29,1998,WILKJEF001,16,20,26,25,26,,
29,1998,TUTERIC001,16,,,,,95,4202
29,1997,WILKJEF001,16,25,37,32,32,,
29,1997,HORAMIK001,10,,,,,53,2272
29,1997,BRICWIL001,6,,,,,41,1713
29,1996,LOHMCHI001,15,21,25,28,29,,
29,1996,HUERCAR001,1,,,2,2,,
29,1996,LANDSEA001,16,,,,,78,3491
29,1995,MCLASTE001,8,8,16,17,17,,
29,1995,BIASDEA001,8,9,12,13,14,,
29,1995,LANDSEA001,16,,,,,83,3679
29,1994,ZENDTON001,16,18,23,28,28,,
29,1994,LANDSEA001,16,,,,,78,3494
29,1993,ZENDTON001,16,16,23,23,25,,
29,1993,LANDSEA001,8,,,,,42,1825
29,1993,MCJUPAU001,5,,,,,21,795
29,1993,BRACDON001,3,,,,,17,651
29,1992,ZENDTON001,16,15,20,38,38,,
29,1992,BRACDON001,16,,,,,76,3122
29,1991,ZENDTON001,16,17,17,25,26,,
29,1991,HATCDAL001,13,,,,,63,2403
29,1991,HELTBAR001,3,,,,,11,453
29,1990,LANSMIK001,16,15,24,42,43,,
29,1990,ENGLKEI001,16,,,,,68,2663
29,1989,LANSMIK001,16,23,30,51,51,,
29,1989,HATCDAL001,16,,,,,73,2834
29,1988,LANSMIK001,16,24,32,45,48,,
29,1988,CAMARIC001,9,,,,,40,1579
29,1988,HATCDAL001,7,,,,,36,1424
29,1987,LANSMIK001,15,17,21,36,38,,
29,1987,HATCDAL001,15,,,,,76,3140
29,1986,LANSMIK001,16,17,24,34,35,,
29,1986,HATCDAL001,16,,,,,97,3740
29,1985,LANSMIK001,16,22,29,38,39,,
29,1985,HATCDAL001,16,,,,,87,3761
29,1984,LANSMIK001,16,25,33,37,38,,
29,1984,MISKJOH001,16,,,,,74,2866
29,1983,NELSCHU001,12,5,11,33,37,,
29,1983,LANSMIK001,4,6,9,9,9,,
29,1983,MISKJOH001,16,,,,,82,3301
