fid,season,playerid,g,fgm,fga,patm,pata,pt,ptyds
9,1962,BAKESAM001,14,14,27,50,51,57,2589
9,1961,GREEALL001,14,5,15,19,19,61,2236
9,1961,BIELDIC001,14,6,9,10,10,,
9,1960,CONEFRE001,12,6,13,21,23,,
9,1960,SHERDAV001,11,,,,,57,2420
9,1960,LEBAEDD001,11,,,,,3,99
10,2018,MCMABRA001,16,20,25,35,35,,
10,2018,WADMCOL001,12,,,,,65,2905
10,2018,KINGMAR001,4,,,,,20,881
10,2017,MCMABRA001,16,24,32,27,27,1,26
10,2017,DIXORIL001,16,,,,,73,3331
10,2016,MCMABRA001,16,29,34,32,33,,
10,2016,DIXORIL001,16,,,,,89,4068
10,2015,MCMABRA001,16,30,35,35,36,1,41
10,2015,COLQBRI001,16,,,,,84,3663
10,2014,BARTCON001,5,15,16,15,15,,
10,2014,MCMABRA001,15,9,13,41,41,,
10,2014,COLQBRI001,16,,,,,69,3048
10,2013,PRATMAT001,16,25,26,75,75,,
10,2013,COLQBRI001,16,,,,,65,2893
10,2012,PRATMAT001,16,26,32,55,55,,
10,2012,COLQBRI001,16,,,,,67,3099
10,2011,PRATMAT001,16,19,25,30,30,,
10,2011,COLQBRI001,16,,,,,101,4783
10,2010,PRATMAT001,12,16,18,28,29,,
10,2010,HAUSSTE001,4,6,7,10,10,,
10,2010,COLQBRI001,16,,,,,86,3835
10,2009,PRATMAT001,16,30,35,32,32,,
10,2009,BERGMIT001,10,,,,,51,2142
10,2009,KERNBRE001,6,,,,,27,1245
10,2008,PRATMAT001,16,25,34,39,40,,
10,2008,KERNBRE001,16,,,,,46,2150
10,2007,ELAMJAS001,16,27,31,33,33,1,31
10,2007,SAUETOD001,14,,,,,47,2200
10,2007,PAULSAM001,1,,,,,5,221
10,2007,ERNSPAU001,1,,,,,5,178
10,2006,ELAMJAS001,16,27,29,34,34,,
10,2006,ERNSPAU001,16,,,,,80,3338
10,2005,ELAMJAS001,16,24,32,43,44,,
10,2005,SAUETOD001,16,,,,,72,3157
10,2004,ELAMJAS001,16,29,34,42,42,,
10,2004,KNORMIC001,12,,,,,54,2243
10,2004,BAKEJAS001,4,,,,,15,591
10,2003,ELAMJAS001,16,27,31,39,39,,
10,2003,KNORMIC001,16,1,1,2,2,68,2937
10,2002,ELAMJAS001,16,26,36,42,43,,
10,2002,ROUETOM001,8,,,,,29,1239
10,2002,KNORMIC001,8,,,,,24,906
10,2001,ELAMJAS001,16,31,36,31,31,,
10,2001,ROUETOM001,16,,,,,81,3668
10,2000,ELAMJAS001,13,18,24,49,49,,
10,2000,NEDNJOE001,3,8,10,4,4,,
10,2000,ROUETOM001,16,,,,,61,2455
10,1999,ELAMJAS001,16,29,36,29,29,,
10,1999,ROUETOM001,16,,,,,84,3908
10,1998,ELAMJAS001,16,23,27,58,58,,
10,1998,ROUETOM001,16,,,,1,66,3097
10,1997,ELAMJAS001,15,26,36,46,46,,
10,1997,BENTSCO001,1,2,3,4,4,,
10,1997,ROUETOM001,16,,,,,60,2598
10,1996,ELAMJAS001,16,21,28,46,46,,
10,1996,ROUETOM001,16,,,,,65,2714
10,1995,ELAMJAS001,16,31,38,39,39,1,17
10,1995,ROUETOM001,16,,,,,52,2192
10,1994,ELAMJAS001,16,30,37,29,29,,
10,1994,ROUETOM001,16,,,,,76,3258
10,1993,ELAMJAS001,16,26,35,41,42,,
10,1993,ROUETOM001,16,,,,,67,3017
10,1992,TREADAV001,16,20,24,28,28,,
10,1992,DALUBRA001,16,,1,,,10,467
10,1992,HORAMIK001,7,,,,,37,1681
10,1992,RODRRUB001,5,,,,,25,1066
10,1992,PARKDAR001,3,,,,,12,491
10,1991,TREADAV001,16,27,36,31,32,,
10,1991,HORAMIK001,16,,,,,72,3012
10,1991,ELWAJOH001,16,,,,,1,34
10,1990,TREADAV001,16,25,34,34,36,,
10,1990,HORAMIK001,15,,,,,58,2575
10,1990,ELWAJOH001,16,,,,,1,37
10,1989,TREADAV001,16,27,33,39,40,,
10,1989,HORAMIK001,16,,,,,77,3111
10,1989,KUBIGAR001,16,,,,,2,43
10,1989,ELWAJOH001,15,,,,,1,34
10,1988,KARLRIC001,16,23,36,36,37,,
10,1988,HORAMIK001,16,,,,,65,2861
10,1988,ELWAJOH001,15,,,,,3,117
10,1987,KARLRIC001,12,18,25,37,37,,
10,1987,CLENMIK001,3,3,4,7,7,,
10,1987,HORAMIK001,12,,,,,44,1807
10,1987,GIACRAL001,3,,,,,18,757
10,1987,ELWAJOH001,12,,,,,1,31
10,1986,KARLRIC001,16,20,28,44,45,,
10,1986,WEILJAC001,6,,,,,34,1344
10,1986,NORMCHR001,6,,,,,30,1168
10,1986,HORAMIK001,4,,,,,21,864
10,1985,KARLRIC001,16,23,38,41,44,,
10,1985,NORMCHR001,16,,,,,92,3764
10,1984,KARLRIC001,16,21,28,38,41,,
10,1984,NORMCHR001,16,,,,,96,3850
10,1983,KARLRIC001,16,21,25,33,34,,
10,1983,PRESLUK001,16,,,,,87,3620
10,1982,KARLRIC001,9,11,13,15,16,,
10,1982,PRESLUK001,9,,,,,45,2026
10,1981,STEIFRE001,16,17,30,36,37,,
10,1981,PRESLUK001,16,,,,,86,3478
10,1980,STEIFRE001,16,26,34,32,33,,
10,1980,PRESLUK001,16,,,,,70,3075
10,1979,TURNJIM003,16,13,21,32,34,,
10,1979,PRESLUK001,16,,,,,89,3555
10,1978,TURNJIM003,16,11,22,31,35,,
10,1978,DILTBUC001,16,,,,,96,3494
10,1977,TURNJIM003,14,13,19,31,34,,
10,1977,DILTBUC001,14,,,,,90,3525
10,1977,WEESNOR001,14,,,,,1,38
10,1976,TURNJIM003,14,15,21,36,39,,
10,1976,WEESNOR001,14,,,,,52,1852
10,1976,VANHBIL001,7,,,,,31,1093
10,1975,TURNJIM003,14,21,28,23,26,,
10,1975,VANHBIL001,14,,,,,63,2515
10,1974,TURNJIM003,14,11,21,35,38,,
10,1974,VANHBIL001,14,,,,,75,3024
10,1973,TURNJIM003,14,22,33,40,40,,
10,1973,VANHBIL001,14,,,,,69,3114
10,1972,TURNJIM003,14,20,29,37,37,,
10,1972,VANHBIL001,14,,,,,60,2408
10,1971,TURNJIM003,14,25,38,18,18,,
10,1971,VANHBIL001,14,,,,,76,3176
10,1970,HOWFBOB001,14,18,32,27,28,,
10,1970,VANHBIL001,14,,,,,87,3732
10,1969,HOWFBOB001,14,13,29,36,37,,
10,1969,HOLLGUS001,14,,,,,47,1868
10,1969,VANHBIL001,5,,,,,25,1021
10,1968,HOWFBOB001,12,9,18,30,30,,
10,1968,HUMPBOB003,2,1,5,1,1,,
10,1968,VANHBIL001,13,,,,,88,3853
10,1968,DIVIJOE001,3,,,,,8,242
10,1967,HUMPBOB003,8,7,15,18,19,,
10,1967,LECLROG001,8,1,6,2,2,,
10,1967,DUNCRIC001,2,2,5,3,3,,
10,1967,KRONGAR001,3,2,2,5,6,,
10,1967,SCARBOB001,14,,,,,105,4713
10,1966,KRONGAR001,14,14,25,20,20,,
10,1966,SCARBOB001,14,,,,,77,3480
10,1965,KRONGAR001,14,13,29,32,32,,
10,1965,SCARBOB001,14,,,,,67,2833
10,1965,MCCOJOH001,14,,,,,1,45
10,1964,GUESDIC001,14,6,22,13,15,,
10,1964,MINGGEN001,7,8,12,9,10,,
10,1964,FRASJIM001,14,,,,,73,3225
10,1964,JANITOM001,9,,,,,10,374
10,1963,MINGGEN001,14,16,30,35,35,,
10,1963,FRASJIM001,14,,,,,81,3596
10,1962,MINGGEN001,14,27,39,32,34,,
10,1962,FRASJIM001,14,,,2,2,55,2400
10,1962,MCDAWAH001,14,,,,,5,173
10,1961,HILLJAC001,14,5,15,16,16,,
10,1961,MINGGEN001,10,3,10,11,11,,
10,1961,HERRGEO001,14,,,,,80,3149
10,1960,MINGGEN001,14,18,28,33,36,,
10,1960,HERRGEO001,14,,,,,70,2610
11,2018,PRATMAT001,16,28,32,30,30,,
11,2018,MARTSAM001,16,,,,,74,3310
11,2017,PRATMAT001,16,30,35,40,41,4,139
11,2017,MARTSAM001,10,,,,,41,1779
11,2017,LOCKJEF001,5,,,,,27,1222
11,2017,REDFKAS001,1,,,,,1,50
11,2016,PRATMAT001,16,31,36,31,33,,
11,2016,MARTSAM001,16,,,,,62,3010
11,2015,PRATMAT001,16,22,24,36,39,,
11,2015,MARTSAM001,16,,,,,80,3679
11,2014,PRATMAT001,11,21,26,21,21,,
11,2014,FREENAT001,3,3,7,6,6,,
11,2014,HENEALE001,2,1,5,5,5,,
11,2014,MARTSAM001,16,,,,,68,3138
11,2013,AKERDAV001,16,19,24,42,43,,
11,2013,MARTSAM001,16,,,,,72,3399
11,2012,HANSJAS001,16,32,36,38,38,3,118
11,2012,HARRNIC002,13,,,,,67,2783
11,2012,GRAHBEN001,3,,,,,6,248
11,2011,HANSJAS001,16,24,29,54,54,,
11,2011,DONARYA001,8,,,,,49,2093
11,2011,GRAHBEN001,7,,,,,28,1235
11,2011,MALOROB001,1,,,,,5,245
11,2010,RAYNDAV001,8,13,16,16,16,,
11,2010,HANSJAS001,8,12,14,19,19,,
11,2010,SUHANDA001,16,,,,1,,
11,2010,HARRNIC002,16,,,,,90,4018
11,2009,HANSJAS001,16,21,28,25,25,,
11,2009,HARRNIC002,16,,,,,74,3175
11,2008,HANSJAS001,16,21,22,25,26,,
11,2008,HARRNIC002,16,,,,,90,3952
11,2007,HANSJAS001,16,29,35,35,36,,
11,2007,HARRNIC002,16,,,,,68,3010
11,2006,HANSJAS001,16,29,33,30,30,,
11,2006,HARRNIC002,16,,,,,66,2967
11,2005,HANSJAS001,15,19,24,27,27,,
11,2005,HAMIREM001,1,,,,1,,
11,2005,HARRNIC002,16,,,,,84,3656
11,2004,HANSJAS001,16,24,28,28,28,,
11,2004,HARRNIC002,16,,,,,92,3765
11,2003,HANSJAS001,16,22,23,26,27,7,264
11,2003,HARRNIC002,11,,,,,63,2531
11,2003,JETTJOH002,4,,,,,25,995
11,2002,HANSJAS001,16,23,28,31,31,,
11,2002,JETTJOH002,16,,,,,91,3838
11,2001,HANSJAS001,16,21,30,23,23,,
11,2001,JETTJOH002,13,,,,,58,2512
11,2001,ARAGLEO001,3,,,,,17,713
11,2000,HANSJAS001,16,24,30,29,29,,
11,2000,JETTJOH002,16,,,,,93,4044
11,1999,HANSJAS001,16,26,32,28,29,,
11,1999,JETTJOH002,16,,,,,86,3637
11,1998,HANSJAS001,16,29,33,27,29,3,94
11,1998,JETTJOH002,14,,,,,66,2892
11,1998,KIDDJOH001,2,,,,,13,520
11,1997,HANSJAS001,16,26,29,39,40,,
11,1997,JETTJOH002,16,,,,,84,3576
11,1996,HANSJAS001,16,12,17,36,36,1,24
11,1996,ROYAMAR001,16,,,,,69,3020
11,1995,HANSJAS001,16,28,34,48,48,1,34
11,1995,ROYAMAR001,16,,,,,57,2393
11,1994,HANSJAS001,16,18,27,39,40,,
11,1994,MONTGRE001,16,,,,,63,2782
11,1993,HANSJAS001,16,34,43,28,28,,
11,1993,ARNOJIM001,16,,,,,72,3207
11,1992,HANSJAS001,16,21,26,30,30,,
11,1992,ARNOJIM001,16,,,,,65,2846
11,1991,MURREDD001,16,19,28,40,40,,
11,1991,ARNOJIM001,16,,,,,75,3092
11,1990,MURREDD001,11,13,19,34,34,,
11,1990,KARLRIC001,6,4,7,12,12,,
11,1990,ARNOJIM001,16,,,,,63,2560
11,1989,MURREDD001,16,20,21,36,36,,
11,1989,ARNOJIM001,16,,,,,82,3538
11,1988,MURREDD001,16,20,21,22,23,,
11,1988,ARNOJIM001,16,,,,,97,4110
11,1987,MURREDD001,12,20,32,21,21,4,155
11,1987,PRINMIK001,3,6,7,6,6,,
11,1987,ARNOJIM001,11,,,,,46,2007
11,1987,KINZMAT001,1,,,,,7,238
11,1987,MISKJOH001,1,,,,,6,242
11,1987,BLACMIK001,1,,,,,6,233
11,1987,ERXLRUS001,1,,,,,1,52
11,1986,MURREDD001,16,18,25,31,32,1,37
11,1986,BLACMIK001,9,,,,,46,1819
11,1986,ARNOJIM001,7,,,,,36,1533
11,1985,MURREDD001,16,26,31,31,33,,
11,1985,BLACMIK001,16,,,,,73,3054
11,1984,MURREDD001,16,20,27,31,31,,
11,1984,BLACMIK001,16,,,,,76,3164
11,1983,MURREDD001,16,25,32,38,38,,
11,1983,BLACMIK001,16,,,,,71,2911
11,1982,MURREDD001,7,11,12,16,16,,
11,1982,THOMBOB006,2,5,5,3,3,,
11,1982,SKLATOM001,7,,,,,36,1483
11,1982,JAMEJOH001,2,,,,,12,481
11,1981,MURREDD001,16,25,35,46,46,,
11,1981,SKLATOM001,16,,,,,64,2784
11,1980,MURREDD001,16,27,42,35,36,,
11,1980,SKLATOM001,16,,,,,72,3036
11,1979,RICABEN001,16,10,18,25,26,,
11,1979,SWIDLAR001,14,,,,,88,3523
11,1979,SKLATOM001,2,,,,,10,406
11,1978,RICABEN001,16,20,28,32,33,,
11,1978,SKLATOM001,16,,,,,86,3654
11,1977,MIKESTE001,14,8,19,19,21,,
11,1977,SUMMWIL001,13,,,,,93,3420
11,1977,HOOPMIT001,1,,,,,6,235
11,1976,RICABEN001,8,10,14,19,21,1,16
11,1976,MANNERR001,6,4,10,9,10,,
11,1976,WEAVHER001,14,,,,,83,3280
11,1975,MANNERR001,14,14,21,25,29,1,34
11,1975,WEAVHER001,14,,,,,80,3361
11,1974,MANNERR001,14,23,32,23,26,1,18
11,1974,WEAVHER001,14,,,,,72,2772
11,1973,MANNERR001,8,13,19,14,14,,
11,1973,OBRIJIM001,10,8,14,14,14,,
11,1973,WEAVHER001,14,,,,,54,2333
11,1972,MANNERR001,14,20,29,38,39,,
11,1972,ZOFKMIC001,14,,,1,1,,
11,1972,WEAVHER001,14,,,,,43,1734
11,1971,MANNERR001,14,22,37,37,37,,
11,1971,WALKWAY001,14,,,2,2,,
11,1971,WEAVHER001,13,,,,,42,1752
11,1970,MANNERR001,14,20,29,41,41,,
11,1970,WEAVHER001,14,,,,,62,2483
11,1969,MANNERR001,14,25,37,26,26,,
11,1969,BARNLEM001,13,,,,,66,2249
11,1969,MALIBIL001,6,,,,,5,184
11,1969,DUNCRIC001,1,,,,,3,77
11,1968,DEPOJER001,14,3,15,18,20,71,2868
11,1968,WALKWAY001,14,6,14,6,6,,
11,1967,WALKWAY001,14,5,15,11,11,,
11,1967,YEPRGAR001,8,2,6,22,23,,
11,1967,BARNLEM001,14,,,,,47,1757
11,1967,STUDPAT001,7,,,,,36,1602
11,1966,YEPRGAR001,9,13,22,11,11,,
11,1966,WALKWAY001,13,2,8,11,11,,
11,1966,PLUMMIL001,6,,,1,1,,
11,1966,STUDPAT001,14,,,,,72,2956
11,1965,WALKWAY001,14,8,22,33,33,,
11,1965,STUDPAT001,14,,,,,78,3335
11,1964,WALKWAY001,14,14,25,32,34,,
11,1964,LARYYAL001,14,,,,,67,3099
11,1964,MORREAR001,6,,,,,1,8
11,1963,WALKWAY001,14,9,22,29,29,,
11,1963,PLUMMIL001,10,1,4,13,13,,
11,1963,LARYYAL001,10,,,,,35,1713
11,1963,MORREAR001,14,,,,,29,1143
11,1963,COMPDIC001,13,,,,,2,85
11,1962,WALKWAY001,14,9,22,37,37,,
11,1962,PLUMMIL001,14,5,12,,,,
11,1962,LARYYAL001,14,,,,,52,2354
11,1962,MORREAR001,14,,,,,1,48
11,1961,MARTJIM001,13,15,30,25,26,,
11,1961,WALKWAY001,14,,3,6,6,,
11,1961,LARYYAL001,14,,,,,52,2519
11,1961,MORREAR001,13,,,,,3,113
11,1961,STUDPAT001,14,,,,,1,32
11,1960,MARTJIM001,12,13,24,26,28,,
11,1960,LARYYAL001,12,,,,,64,2802
11,1959,MARTJIM001,12,7,17,,1,,
11,1959,PERRGER002,10,3,6,18,18,,
11,1959,WALKWAY001,9,,,5,6,,
11,1959,LARYYAL001,10,,,,,45,2121
11,1959,MORREAR001,12,,,,,11,481
11,1958,MARTJIM001,12,7,19,28,28,,
11,1958,PERRGER002,12,4,4,1,1,,
11,1958,LAYNBOB001,2,,,1,3,,
11,1958,LARYYAL001,12,,,,,59,2524
11,1958,MORREAR001,9,,,,,1,25
11,1957,MARTJIM001,12,7,14,5,5,,
11,1957,LAYNBOB001,11,6,11,25,25,,
11,1957,LARYYAL001,12,,,,,54,2156
11,1956,LAYNBOB001,12,12,15,33,33,,
11,1956,MARTJIM001,12,4,10,3,3,,
11,1956,LARYYAL001,12,,,,,42,1698
11,1956,GIRAJUG001,10,,,,,10,448
11,1955,WALKDOA001,12,9,16,27,29,9,362
11,1955,MARTJIM001,9,,1,,,,
11,1955,GIRAJUG001,12,,,,,56,2310
11,1955,FUCCDOM001,12,,,,,2,72
11,1954,WALKDOA001,12,11,17,43,43,,
11,1954,MARTJIM001,12,1,6,,,,
11,1954,GIRAJUG001,12,,,,,63,2585
11,1953,WALKDOA001,12,12,19,27,29,,
11,1953,MARTJIM001,8,2,4,4,4,,
11,1953,SMITBOB001,12,,,,,40,1647
11,1953,LARYYAL001,11,,,,,28,1112
11,1952,HARDPAT001,11,11,23,34,35,,
11,1952,WALKDOA001,7,3,5,5,5,,
11,1952,LAYNBOB001,12,,,2,2,,
11,1952,HARDJIM001,9,,,1,1,,
11,1952,SMITBOB001,12,,,,,61,2729
11,1952,LARYYAL001,12,,,,,5,181
11,1951,WALKDOA001,12,6,12,43,44,9,316
11,1951,HARDPAT001,12,3,5,,,,
11,1951,SMITBOB001,12,,,,,49,2082
11,1950,WALKDOA001,12,8,18,38,41,32,1278
11,1950,LAYNBOB001,12,,,1,2,,
11,1950,SMITBOB001,12,,,,,32,1310
11,1950,HOERBOB001,10,,,,,4,147
11,1949,DUDLBIL001,12,5,14,30,32,34,1278
11,1949,TRIPFRA001,6,,,,,28,1074
11,1948,PREGMER001,12,2,6,26,27,,
11,1948,GRIMGEO001,9,,,,1,28,1006
11,1948,DUDLBIL001,7,,,,,23,825
11,1948,HEYWRAL001,2,,,,,11,372
11,1948,SARRCHA001,8,,,,,5,166
11,1947,ZIMMROY001,12,5,11,30,31,49,2078
11,1947,DUDLBIL001,9,,,,,15,657
11,1947,WIESBOB001,12,,,,,1,61
11,1946,HELMJAC001,7,3,4,4,6,,
11,1946,DESHCHU001,10,,1,10,10,,
11,1946,TASSDAM001,11,,1,3,3,,
11,1946,CIFEBOB001,11,,,,,30,1369
11,1946,WILSCAM001,10,,,,,22,868
11,1946,SCHOIVA001,10,,,,,5,208
11,1946,DECOBIL001,9,,,,,5,293
11,1946,CALLJIM001,9,,,,,4,182
11,1946,JONEJIM001,2,,,,,1,-9
11,1945,NELSROB001,9,1,4,,,,
11,1945,RYANDAV001,10,1,3,,,17,669
11,1945,DESHCHU001,9,,2,,,,
11,1945,CALLBIL002,10,,,25,27,,
11,1945,FENECHU001,10,,,,,29,1081
11,1945,PRICCOT001,8,,,,,4,148
11,1945,KROLJOE001,2,,,,,2,74
11,1945,WEBEDIC001,3,,,,,1,42
11,1944,SINKFRA002,10,2,8,24,30,45,1845
11,1944,LOWTJAC001,8,,,,,5,205
11,1944,VANTART001,10,,,,,2,94
11,1944,WESTBOB001,10,,,,,1,11
11,1944,KEENBOB001,10,,,,,1,30
11,1943,LIOAAUG001,10,2,11,21,23,,
11,1943,SINKFRA002,10,,1,,,12,551
11,1943,BUSISAM001,1,,,1,1,,
11,1943,HOPPHAR001,10,,,,,42,1643
11,1943,COLETOM001,8,,,,,7,315
11,1943,FENECHU001,10,,,,,4,184
11,1942,LIOAAUG001,10,,4,5,5,,
11,1942,PAVETED001,10,1,2,,,,
11,1942,HOPPHAR001,10,,,,,27,1098
11,1942,COLETOM001,9,,,,,16,609
11,1942,WETTCHE001,6,,,,,11,449
11,1942,STRIJOE001,9,,,,,9,363
11,1942,BANJEMI001,10,,,,,5,235
11,1942,SARTLAR001,10,,,,,1,42
11,1942,SANZMIC001,10,,,,,1,42
11,1942,CALLBIL002,11,,,,,1,44
11,1941,LIOAAUG001,11,,5,12,13,1,28
11,1941,HANNCHU001,6,1,4,4,4,,
11,1941,WHITWHI001,11,,,,,48,1997
11,1941,JEFFBIL001,11,,,,,20,750
11,1941,PRICCOT001,11,,,,,5,191
11,1941,HOPPHAR001,10,,,,,2,84
11,1941,PIEPMIL001,11,,,,,1,35
11,1941,MATHNED001,9,,,,,1,26
11,1941,BOOTDIC001,11,,,,,1,25
11,1940,HANNCHU001,9,2,4,10,10,,
11,1940,WHITWHI001,11,,1,2,4,52,2132
11,1940,MAROSTE001,5,,1,,,,
11,1940,PRICCOT001,9,,,4,4,9,374
11,1940,RYANKEN001,10,,,,,9,350
11,1940,SLOADWI001,11,,,,,2,54
11,1940,SHEPBIL001,3,,,,,1,40
11,1939,MARTPHI001,4,3,6,,,,
11,1939,HANNCHU001,10,4,5,5,5,1,31
11,1939,MOSCMON001,11,,1,9,12,,
11,1939,SZAKPAU001,11,,,,1,,
11,1939,PINGJOH001,9,,,,,32,1368
11,1939,SHEPBIL001,11,,,,,23,850
11,1939,CLEMRAY001,6,,,,,15,640
11,1939,RYANKEN001,6,,,,,3,112
11,1939,SLOADWI001,10,,,,,1,43
11,1938,MONAREG001,9,4,5,2,4,,
11,1938,SHEPBIL001,9,1,2,2,2,,
11,1938,CLARDUT001,6,2,2,2,2,,
11,1938,MOSCMON001,11,,1,6,6,,
12,2018,CROSMAS001,16,30,37,34,36,,
12,2018,SCOTJKA001,16,,,,,71,3176
12,2017,CROSMAS001,16,15,19,33,35,,
12,2017,VOGEJUS001,16,,,,,71,3155
12,2016,CROSMAS001,16,26,30,44,47,,
12,2016,SCHUJAK001,16,,,,,56,2420
12,2015,CROSMAS001,16,24,28,36,36,,
12,2015,MASTTIM001,16,,,,,81,3554
12,2014,CROSMAS001,16,27,33,53,55,,
12,2014,MASTTIM001,16,,,,,49,2159
12,2013,CROSMAS001,16,33,37,42,42,,
12,2013,MASTTIM001,16,,,,,64,2854
12,2012,CROSMAS001,16,21,33,50,50,,
12,2012,MASTTIM001,16,,,,,70,3043
12,2011,CROSMAS001,16,24,28,68,69,,
12,2011,MASTTIM001,16,,,,,55,2506
12,2010,CROSMAS001,16,22,28,46,46,,
12,2010,MASTTIM001,16,,,,,71,3114
12,2009,CROSMAS001,16,27,36,48,49,,
12,2009,KAPIJER001,16,,,,,66,2891
12,2008,CROSMAS001,16,27,34,46,46,,
12,2008,FROSDER001,12,,,,,48,2021
12,2008,KAPIJER001,4,,,,,17,667
12,2007,CROSMAS001,16,31,39,48,48,,
12,2007,RYANJON001,16,,,,,60,2664
12,2006,RAYNDAV001,16,26,35,31,32,,
12,2006,RYANJON001,16,,,,,84,3739
12,2005,LONGRYA001,16,20,27,30,31,,
12,2005,SANDBJA001,14,,,,,64,2508
12,2005,FLINRYA001,2,,,,,6,218
12,2004,LONGRYA001,16,24,28,48,48,,
12,2004,BARKBRY001,16,,,,,66,2644
12,2003,LONGRYA001,16,23,26,51,51,2,58
12,2003,BIDWJOS001,16,,,,,69,2875
12,2002,LONGRYA001,16,28,34,44,44,,
12,2002,BIDWJOS001,16,,,,,79,3296
12,2001,LONGRYA001,16,20,31,44,45,,
12,2001,BIDWJOS001,16,,,,,82,3485
12,2000,LONGRYA001,16,33,38,32,32,1,30
12,2000,BIDWJOS001,16,,,,,78,3003
12,1999,LONGRYA001,16,25,30,38,38,1,19
12,1999,AGUILOU001,15,,,,,75,2954
12,1999,HANSCHR001,1,,,,,4,157
12,1998,LONGRYA001,16,29,33,41,43,,
12,1998,LANDSEA001,16,,,,,65,2788
12,1997,LONGRYA001,16,24,30,48,48,,
12,1997,HENTCRA001,16,,,,,75,3378
12,1996,JACKCHR001,16,21,27,51,53,,
12,1996,HENTCRA001,16,,,,,68,2886
12,1995,JACKCHR001,14,17,23,43,43,,
12,1995,HENTCRA001,16,3,5,5,5,65,2740
12,1994,JACKCHR001,16,19,26,41,43,,
12,1994,HENTCRA001,16,,,,,81,3351
12,1993,JACKCHR001,16,31,37,35,35,,
12,1993,WAGNBRY001,16,,,,,74,3174
12,1992,JACKCHR001,16,22,29,30,30,,
12,1992,MCJUPAU001,9,,,,,36,1386
12,1992,WAGNBRY001,7,,,,,30,1222
12,1991,JACKCHR001,16,18,24,31,31,,
12,1991,MCJUPAU001,16,,,,,86,3473
12,1990,JACKCHR001,16,23,30,28,29,,
12,1990,BRACDON001,16,,,,,64,2431
12,1989,JACKCHR001,16,22,28,42,42,,
12,1989,BRACDON001,16,,,,,66,2682
12,1988,ZENDMAX001,8,9,16,17,19,,
12,1988,DAWSDAL001,4,3,5,1,2,,
12,1988,DORSDEA001,3,1,3,3,4,,
12,1988,BURRCUR001,1,,1,2,4,,
12,1988,BRACDON001,16,,,,,85,3287
12,1987,ZENDMAX001,10,16,19,13,15,,
12,1987,DELGALA001,5,5,10,11,11,,
12,1987,BRACDON001,12,,,,,72,2947
12,1987,RENNBIL001,3,,,,,20,712
12,1986,DELGALA001,16,17,27,29,29,,
12,1986,BRACDON001,13,,,,,55,2203
12,1986,RENNBIL001,3,,,,,15,622
12,1985,DELGALA001,16,19,26,38,40,,
12,1985,PROKJOE002,9,,,,,56,2210
12,1985,BRACDON001,7,,,,,26,1052
12,1984,DELGALA001,9,9,12,34,34,,
12,1984,GARCEDD001,7,3,9,14,15,,
12,1984,SCRIBUC001,16,,,,,85,3596
12,1983,STENJAN001,16,21,26,52,52,,
12,1983,SCRIBUC001,16,,,,,69,2869
12,1982,STENJAN001,9,13,18,25,27,,
12,1982,STACRAY001,9,,,,,42,1687
12,1981,STENJAN001,16,22,24,35,36,,
12,1981,WINGRIC001,16,,,1,1,,
12,1981,STACRAY001,16,,,,,82,3330
12,1980,BIRNTOM001,7,6,12,14,18,,
12,1980,STENJAN001,4,3,5,3,3,,
12,1980,MARCCHE001,5,2,3,7,7,1,33
12,1980,BEVEDAV001,16,,,,,86,3294
12,1979,MARCCHE001,10,4,10,16,18,,
12,1979,BIRNTOM001,6,7,9,7,10,,
12,1979,ANDEJOH001,7,1,1,1,2,,
12,1979,BEVEDAV001,16,,,,,69,2785
12,1978,MARCCHE001,16,11,19,30,30,,
12,1978,BEVEDAV001,16,,,,,106,3759
12,1977,MARCCHE001,14,13,21,11,14,,
12,1977,BEVEDAV001,14,,,,,85,3391
12,1976,MARCCHE001,14,10,19,24,27,,
12,1976,BEVEDAV001,14,,,,,83,3074
12,1975,DANEJOE001,12,11,16,20,23,,
12,1975,MARCCHE001,1,1,1,,,,
12,1975,PUREDAV001,14,,,2,4,,
12,1975,BEVEDAV001,10,,,,,66,2482
12,1975,BROUSTE001,4,,,,,29,922
12,1974,MARCCHE001,14,25,39,19,19,,
12,1974,WALKRAN001,14,,,,,69,2648
12,1973,MARCCHE001,14,21,35,19,20,,
12,1973,WIDBRON001,12,,,,,56,2414
12,1973,STARPAU001,2,,,,,12,373
12,1972,MARCCHE001,14,33,48,29,29,,
12,1972,WIDBRON001,14,,,,,65,2714
12,1971,MICHLOU001,10,8,14,19,20,,
12,1971,WEBSTIM001,4,6,11,8,8,,
12,1971,CONWDAV001,1,,1,5,5,,
12,1971,ANDEDON002,14,,,,,50,2022
12,1971,DUNCKEN001,2,,,,,6,216
12,1970,LIVIDAL001,14,15,28,19,21,6,199
12,1970,ANDEDON002,14,,,,,81,3302
12,1969,MERCMIK001,10,5,17,23,23,,
12,1969,LUSTBOO001,4,1,5,12,12,,
12,1969,ANDEDON002,14,,,,,58,2329
12,1969,DOWLBOY001,14,,,,,1,34
12,1968,MERCMIK001,6,7,12,12,14,,
12,1968,KRAMJER001,14,4,9,9,10,,
12,1968,MERCCHU001,11,2,5,7,7,,
12,1968,MANNERR001,2,,3,4,4,,
12,1968,ANDEDON002,14,,,,,59,2359
12,1967,CHANDON001,14,19,29,39,39,1,31
